ANIO,OPERADOR_ID,DIAMETRO_PULG,EDAD_ANIOS,PRESION_MAX_PSI,PRESION_INCIDENTE_PSI,RECUBRIMIENTO,CLASE_UBICACION,COSTA_AFUERA,CAUSA,IGNICION,COSTO_USD,GAS_LIBERADO_MPCS,IND_CORROSION_GALVANICA
2013,18516,8.0,84.0,500.0,460.0,SIN RECUBRIMIENTO,1,0,FALLA DE MATERIAL O SOLDADURA,0,713710.0,25938.0,0
2013,15007,6.0,56.0,313.0,300.0,OTRO,1,0,DANO POR EXCAVACION,0,462335.0,1166.0,0
2013,15105,30.0,51.0,900.0,894.0,ALQUITRAN,1,0,CORROSION,1,2063459.0,150000.0,1
2013,405,4.0,53.0,975.0,817.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,453308.0,110000.0,0
2013,32296,12.75,43.0,1240.0,500.0,OTRO,1,1,CORROSION,0,238442.0,750.0,0
2013,13845,8.625,57.0,850.0,730.0,ALQUITRAN,1,0,FUERZA NATURAL,0,288136.0,155.42,0
2014,31286,26.0,63.0,600.0,585.0,CINTA FRIA,1,0,CORROSION,1,384653.0,39400.0,0
2014,2616,12.0,2.0,438.0,221.0,OTRO,1,0,FUERZA NATURAL,0,31834.0,7200.0,0
2014,15938,12.75,51.0,375.0,345.0,ALQUITRAN,3,0,DANO POR EXCAVACION,1,870962.0,2786.0,0
2014,19160,24.0,70.0,750.0,617.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,144668.0,2356.0,0
2014,2620,30.0,49.0,1008.0,964.0,OTRO,2,0,FUERZA NATURAL,1,1950536.0,26300.0,0
2014,19270,18.0,74.0,545.0,518.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,121052.0,3501.0,0
2014,32005,8.0,54.0,800.0,753.0,ALQUITRAN,3,0,CORROSION,0,97658.0,7425.0,1
2014,19570,10.75,48.0,1440.0,690.0,OTRO,1,1,CORROSION,0,202415.0,241.0,0
2014,15014,36.0,53.0,911.0,710.0,ASFALTO,2,0,FALLA DE MATERIAL O SOLDADURA,0,630359.0,1.0,0
2014,13750,18.0,68.0,700.0,646.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,1,3752064.0,37500.0,0
2014,13750,12.75,72.0,380.0,316.0,ALQUITRAN,3,0,FALLA DE MATERIAL O SOLDADURA,0,79234.0,4000.0,0
2014,31728,16.0,90.0,292.0,195.0,ASFALTO,1,0,CORROSION,0,897045.0,415.0,1
2014,15007,16.0,23.0,720.0,680.0,OTRO,3,0,OPERACION INCORRECTA,0,59936.0,0.0,0
2014,31531,20.0,47.0,953.0,943.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,225934.0,45792.0,0
2014,38987,16.0,23.0,1250.0,910.0,OTRO,1,1,CORROSION,0,248033.0,34.0,0
2014,13750,4.0,50.0,960.0,800.0,OTRO,1,0,FUERZA NATURAL,1,411552.0,198000.0,0
2014,19235,30.0,62.0,936.0,846.0,ALQUITRAN,1,0,OPERACION INCORRECTA,1,365542.0,1.0,0
2014,5304,8.625,52.0,975.0,938.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,1590986.0,39797.0,0
2014,31711,20.0,84.0,594.0,586.0,ALQUITRAN,1,0,CORROSION,0,249134.0,0.0,1
2014,21252,24.0,54.0,877.0,828.0,CINTA FRIA,1,0,FALLA DE MATERIAL O SOLDADURA,1,549283.0,66500.0,0
2014,32262,20.0,42.0,960.0,750.0,OTRO,2,0,DANO POR EXCAVACION,0,342932.0,3964.0,0
2014,32262,20.0,6.0,1125.0,450.0,OTRO,2,0,OPERACION INCORRECTA,1,4897334.0,2484.0,0
2014,18156,8.0,46.0,1320.0,769.0,CINTA FRIA,1,0,FALLA DE MATERIAL O SOLDADURA,0,93627.0,3554.0,0
2014,18484,10.0,66.0,400.0,381.0,ASFALTO,1,0,DANO POR EXCAVACION,0,399227.0,26280.0,0
2014,405,10.75,8.0,1300.0,775.0,OTRO,1,1,CORROSION,0,274982.0,1.0,0
2014,31618,36.0,44.0,1051.0,904.0,OTRO,1,0,DANO POR EXCAVACION,0,464867.0,17.62,0
2014,31728,16.0,84.0,423.0,265.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,52992.0,7238.0,0
2014,31711,20.0,25.0,200.0,185.0,CINTA FRIA,3,0,CORROSION,0,1125711.0,0.0,0
2014,4280,30.0,64.0,809.0,670.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,143968.0,2174.0,0
2014,15007,6.0,52.0,500.0,475.0,ASFALTO,3,0,DANO POR EXCAVACION,0,71236.0,1258.3,0
2014,18408,3.0,21.0,946.0,600.0,OTRO,1,0,OTRA FUERZA EXTERNA,0,122155.0,1027.0,0
2014,31286,24.0,40.0,500.0,430.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,168255.0,8662.0,0
2014,31711,3.0,37.0,150.0,139.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,19556.0,1760.0,0
2014,13750,4.0,53.0,800.0,650.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,113664.0,407.0,0
2014,19570,26.0,45.0,1440.0,697.0,OTRO,1,1,CORROSION,0,684557.0,0.1,0
2014,405,22.0,54.0,850.0,805.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,5197611.0,99800.0,0
2014,32099,8.625,40.0,945.0,870.0,ALQUITRAN,1,0,CORROSION,0,126747.0,35648.0,0
2014,19570,26.0,45.0,1440.0,658.0,OTRO,1,1,CORROSION,0,517971.0,75.0,0
2014,12576,26.0,46.0,720.0,575.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,216192.0,11127.0,0
2014,12696,10.75,68.0,450.0,334.0,SIN RECUBRIMIENTO,1,0,OTRA CAUSA,0,1128411.0,331.0,0
2014,15105,22.0,83.0,475.0,441.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,1,1075114.0,28670.0,0
2014,38987,20.0,35.0,1250.0,660.0,ALQUITRAN,1,1,CORROSION,0,309638.0,110.0,0
2014,38987,20.0,35.0,1250.0,400.0,ALQUITRAN,1,1,CORROSION,0,32154.0,9.0,0
2014,38987,12.75,33.0,1250.0,810.0,ALQUITRAN,1,1,CORROSION,0,682043.0,200.0,0
2014,15007,34.0,60.0,757.0,640.0,ASFALTO,1,0,DANO POR EXCAVACION,0,886131.0,92000.0,0
2014,31531,12.0,46.0,953.0,840.0,ALQUITRAN,1,0,CORROSION,0,168328.0,38.0,1
2014,2616,24.0,46.0,750.0,454.0,ALQUITRAN,1,0,CORROSION,0,372731.0,2.0,0
2014,15007,24.0,70.0,300.0,285.0,ASFALTO,3,0,CORROSION,0,229857.0,0.0,0
2014,22655,12.0,47.0,500.0,427.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,32326.0,5904.0,0
2014,18516,3.5,54.0,1078.0,935.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,54095.0,321.0,0
2014,602,4.0,56.0,175.0,116.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,73369.0,2820.0,0
2014,602,24.0,47.0,1000.0,935.0,ASFALTO,2,0,FALLA DE MATERIAL O SOLDADURA,0,307954.0,3043.0,0
2014,19235,16.0,39.0,1440.0,680.0,OTRO,1,1,OTRA FUERZA EXTERNA,0,2361247.0,223.0,0
2014,2620,12.0,60.0,1110.0,812.0,ALQUITRAN,1,0,OTRA FUERZA EXTERNA,0,896596.0,153.0,0
2014,19570,16.0,55.0,1440.0,740.0,OTRO,1,1,CORROSION,0,336383.0,50.0,0
2014,18484,10.75,59.0,771.0,640.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,196225.0,36589.0,0
2014,405,20.0,49.0,1050.0,905.0,ALQUITRAN,1,1,FALLA DE MATERIAL O SOLDADURA,0,626149.0,2500.0,0
2014,18152,26.0,44.0,1250.0,852.0,OTRO,1,1,CORROSION,0,461657.0,4469.0,0
2014,18152,26.0,44.0,1250.0,852.0,OTRO,1,1,CORROSION,0,514058.0,33.1,0
2014,15007,6.625,86.0,400.0,380.0,ASFALTO,1,0,CORROSION,0,112824.0,0.01,0
2015,38987,20.0,41.0,1273.0,675.0,ALQUITRAN,1,1,FALLA DE MATERIAL O SOLDADURA,0,280232.0,120.0,0
2015,31728,30.0,63.0,920.0,767.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,1,800824.0,51085.0,0
2015,32163,42.0,7.0,1480.0,1296.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,2527713.0,181000.0,0
2014,31594,12.75,63.0,525.0,447.0,ALQUITRAN,1,1,FALLA DE MATERIAL O SOLDADURA,1,630404.0,327400.0,0
2015,19160,24.0,71.0,750.0,705.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,310249.0,3664.1,0
2015,15007,10.0,56.0,313.0,264.0,ASFALTO,3,0,DANO POR EXCAVACION,0,515648.0,3784.0,0
2015,207,16.0,41.0,1050.0,780.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,75823.0,1300.0,0
2015,31728,14.0,84.0,419.0,375.0,ASFALTO,1,0,CORROSION,0,221294.0,10.0,1
2015,31286,24.0,39.0,800.0,570.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,101990.0,201.0,0
2015,31978,12.75,33.0,500.0,332.0,ALQUITRAN,3,0,DANO POR EXCAVACION,0,79553.0,5793.0,0
2015,38987,26.0,45.0,1247.0,744.0,ALQUITRAN,1,0,CORROSION,0,254997.0,180.0,0
2015,4060,24.0,49.0,675.0,545.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,91537.0,774.0,0
2015,15931,8.625,53.0,790.0,620.0,OTRO,1,0,DANO POR EXCAVACION,0,23581.0,4430.0,0
2015,18516,10.75,40.0,1085.0,845.0,OTRO,1,0,OTRA CAUSA,0,81158.0,41.0,0
2015,13120,30.0,47.0,712.0,708.0,ASFALTO,1,0,FALLA DE MATERIAL O SOLDADURA,1,422064.0,108000.0,0
2015,405,12.0,45.0,1300.0,1176.0,OTRO,1,1,CORROSION,0,347117.0,1.0,0
2015,15007,10.75,78.0,796.0,670.0,ASFALTO,1,0,DANO POR EXCAVACION,0,97144.0,1.0,0
2014,18536,16.0,58.0,515.0,492.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,86793.0,21963.0,0
2015,15007,12.0,53.0,400.0,369.0,CINTA FRIA,3,0,DANO POR EXCAVACION,1,6654366.0,7200.0,0
2015,2616,14.0,67.0,936.0,795.0,SIN RECUBRIMIENTO,2,0,FALLA DE MATERIAL O SOLDADURA,0,10924.0,4830.0,0
2015,38987,12.75,45.0,1250.0,1010.0,ALQUITRAN,1,1,CORROSION,0,211982.0,500.0,0
2015,19270,8.625,48.0,543.0,477.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,158065.0,1651.0,0
2015,2748,20.0,66.0,780.0,747.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,5952106.0,48000.0,0
2015,15007,3.0,72.0,245.0,236.0,ASFALTO,3,0,FALLA DE MATERIAL O SOLDADURA,0,178414.0,0.01,0
2015,18516,6.625,85.0,500.0,500.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,92924.0,5.0,0
2015,405,12.0,48.0,1250.0,866.0,OTRO,1,1,CORROSION,0,427039.0,1.0,0
2015,11272,8.0,35.0,600.0,510.0,ALQUITRAN,1,1,CORROSION,0,63116.0,350.0,0
2015,13750,3.5,85.0,250.0,214.0,SIN RECUBRIMIENTO,1,0,CORROSION,0,72287.0,461.0,1
2015,26330,16.0,45.0,960.0,450.0,ALQUITRAN,1,0,FUERZA NATURAL,0,3109013.0,3441.2,0
2015,19235,24.0,63.0,811.0,700.0,OTRO,1,0,FUERZA NATURAL,0,1147410.0,3858.0,0
2015,19160,26.0,67.0,750.0,674.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,81706.0,115.0,0
2015,19570,24.0,52.0,1200.0,1141.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,752661.0,96379.0,0
2015,32335,12.0,43.0,893.0,619.0,OTRO,1,0,FUERZA NATURAL,0,788666.0,4000.0,0
2015,31618,8.625,35.0,1300.0,870.0,OTRO,1,1,CORROSION,0,638035.0,4680.0,0
2015,13120,36.0,48.0,858.0,659.1,ASFALTO,1,0,OTRA CAUSA,0,286623.0,4390.0,0
2015,19160,24.0,71.0,750.0,665.0,ALQUITRAN,1,0,CORROSION,0,177620.0,1.0,1
2015,9171,20.0,25.0,99.0,50.0,OTRO,3,0,OTRA CAUSA,0,1672127.0,5.0,0
2015,405,24.0,65.0,650.0,634.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,4341717.0,16012.0,0
2015,31978,6.625,31.0,400.0,315.0,ALQUITRAN,1,0,OTRA CAUSA,0,1179726.0,3700.0,0
2015,32513,8.0,19.0,720.0,377.7,OTRO,3,0,DANO POR EXCAVACION,0,103570.0,9180.0,0
2015,19235,16.0,39.0,1440.0,898.0,OTRO,1,1,CORROSION,0,147684.0,2111.0,0
2015,18516,3.5,55.0,1082.0,1028.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,48633.0,915.0,0
2015,31728,0.5,63.0,780.0,622.0,ASFALTO,3,0,DANO POR EXCAVACION,0,62002.0,1069.0,0
2015,19160,16.0,68.0,903.0,827.0,ALQUITRAN,2,0,FALLA DE MATERIAL O SOLDADURA,0,167779.0,50740.0,0
2015,38987,16.0,24.0,1250.0,880.0,OTRO,1,1,CORROSION,0,299151.0,30.0,0
2015,18152,10.0,43.0,1200.0,958.0,ALQUITRAN,1,1,CORROSION,0,244274.0,6881.0,0
2015,2616,20.0,16.0,374.0,172.0,OTRO,1,0,FUERZA NATURAL,0,388626.0,9072.0,0
2015,4280,8.0,56.0,793.0,539.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,44519.0,3550.0,0
2015,19270,26.0,66.0,810.0,766.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,480349.0,42100.0,0
2015,31728,6.0,84.0,490.0,370.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,67256.0,7820.0,0
2015,19235,20.0,44.0,1440.0,900.0,OTRO,1,1,CORROSION,0,414799.0,65.0,0
2015,38987,20.0,45.0,999.0,726.0,OTRO,1,1,CORROSION,0,357501.0,260.0,0
2015,31728,10.75,49.0,2160.0,2100.0,ALQUITRAN,1,0,CORROSION,0,187463.0,21822.0,0
2015,31531,8.0,85.0,428.0,350.0,ALQUITRAN,1,0,CORROSION,0,233770.0,3624.0,1
2015,32296,8.625,38.0,1440.0,820.0,OTRO,1,1,CORROSION,0,549425.0,400.0,0
2015,2616,2.0,65.0,140.0,119.0,SIN RECUBRIMIENTO,1,0,OTRA FUERZA EXTERNA,0,10059.0,883.0,0
2015,22476,8.0,41.0,394.0,380.0,OTRO,1,0,DANO POR EXCAVACION,0,192839.0,16500.0,0
2015,31618,16.0,42.0,685.0,590.0,ALQUITRAN,4,0,OTRA CAUSA,0,692109.0,0.1,0
2015,31531,12.75,47.0,953.0,877.0,ALQUITRAN,1,0,CORROSION,0,255560.0,48641.0,1
2015,15007,6.0,66.0,125.0,118.0,OTRO,1,0,DANO POR EXCAVACION,0,334406.0,2655.0,0
2015,38987,10.75,42.0,1200.0,975.0,OTRO,1,1,CORROSION,0,145634.0,450.0,0
2015,19235,24.0,61.0,973.0,691.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,170805.0,1.0,0
2015,13750,10.0,53.0,800.0,502.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,128763.0,4000.0,0
2015,1217,10.75,34.0,3100.0,2689.0,ALQUITRAN,1,0,CORROSION,0,59045.0,107.0,0
2015,15007,34.0,61.0,757.0,660.0,ASFALTO,1,0,DANO POR EXCAVACION,1,2771252.0,67000.0,0
2015,15033,8.0,28.0,520.0,502.0,OTRO,3,0,OTRA FUERZA EXTERNA,0,478738.0,625.0,0
2015,31711,4.0,57.0,90.0,70.0,OTRO,1,0,FUERZA NATURAL,0,311591.0,739.0,0
2015,19235,30.0,63.0,936.0,763.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,127518.0,10.0,0
2016,31846,10.0,58.0,500.0,474.0,CINTA FRIA,1,0,OTRA FUERZA EXTERNA,0,57909.0,5270.0,0
2015,602,20.0,29.0,1000.0,853.0,ALQUITRAN,1,0,FUERZA NATURAL,0,659457.0,46086.0,0
2016,31978,30.0,49.0,958.0,866.0,ALQUITRAN,1,0,DANO POR EXCAVACION,1,3462267.0,195573.0,0
2016,15007,34.0,66.0,688.0,546.0,ASFALTO,1,0,FALLA DE MATERIAL O SOLDADURA,0,144688.0,0.0,0
2016,30629,6.625,36.0,500.0,68.0,OTRO,3,0,CORROSION,0,188343.0,5.0,0
2016,30782,12.75,49.0,1100.0,750.0,OTRO,1,0,CORROSION,0,160169.0,10.0,0
2016,38987,16.0,46.0,1200.0,725.0,OTRO,1,1,CORROSION,0,89399.0,500.0,0
2016,19235,36.0,51.0,936.0,843.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,172158.0,32.0,0
2016,19235,24.0,43.0,1440.0,821.0,OTRO,1,1,CORROSION,0,502830.0,3007.0,0
2016,19570,36.0,55.0,780.0,542.6,ASFALTO,1,0,FALLA DE MATERIAL O SOLDADURA,0,227394.0,0.5,0
2016,32379,10.0,42.0,500.0,325.0,CINTA FRIA,2,0,DANO POR EXCAVACION,0,110907.0,2888.0,0
2016,31728,6.0,85.0,606.0,450.0,ALQUITRAN,1,0,CORROSION,0,83139.0,2923.0,0
2016,6141,8.0,40.0,720.0,450.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,27340.0,4907.0,0
2016,31451,24.0,64.0,676.0,650.0,ASFALTO,1,0,DANO POR EXCAVACION,0,50672.0,1395.0,0
2016,13750,3.5,55.0,950.0,883.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,313351.0,7376.0,0
2016,602,10.0,88.0,500.0,460.0,SIN RECUBRIMIENTO,2,0,CORROSION,0,134157.0,130.0,0
2016,32513,10.0,54.0,850.0,600.0,ALQUITRAN,3,0,DANO POR EXCAVACION,1,2320113.0,1305.0,0
2016,13750,3.5,50.0,950.0,800.0,OTRO,1,0,DANO POR EXCAVACION,0,111420.0,6172.0,0
2016,19235,30.0,35.0,1050.0,1039.0,OTRO,1,0,CORROSION,1,3722249.0,208425.0,1
2016,13750,2.375,62.0,800.0,746.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,65039.0,340.0,0
2016,31470,16.0,53.0,480.0,309.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,110173.0,9701.0,0
2016,31594,16.0,0.0,975.0,850.0,OTRO,1,0,FALLA DE EQUIPO,0,1706.0,738.0,0
2016,31728,16.0,92.0,302.0,160.0,ASFALTO,1,0,CORROSION,0,173206.0,714.0,0
2016,15007,12.0,44.0,890.0,857.0,CINTA FRIA,1,0,FALLA DE MATERIAL O SOLDADURA,0,1171689.0,129000.0,0
2016,19235,16.0,40.0,1440.0,681.0,OTRO,1,1,CORROSION,0,1036239.0,1676.0,0
2016,31711,6.0,47.0,500.0,350.0,ALQUITRAN,1,0,FUERZA NATURAL,0,239966.0,1005.0,0
2016,19235,16.0,40.0,1440.0,680.0,OTRO,1,1,CORROSION,0,563071.0,200.0,0
2016,405,36.0,43.0,858.0,756.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,453661.0,100.0,0
2016,19270,20.0,69.0,810.0,791.0,ALQUITRAN,1,0,CORROSION,0,521022.0,23728.0,1
2016,15007,10.75,79.0,796.0,650.0,ASFALTO,1,0,DANO POR EXCAVACION,0,238802.0,12398.0,0
2016,31286,12.0,67.0,800.0,700.0,ALQUITRAN,1,0,OTRA FUERZA EXTERNA,0,57995.0,10611.0,0
2016,13750,26.0,53.0,520.0,476.0,SIN RECUBRIMIENTO,1,0,CORROSION,0,237627.0,60.0,1
2016,19235,16.0,41.0,1440.0,829.0,OTRO,1,1,CORROSION,0,1600888.0,571.0,0
2016,32099,12.75,37.0,938.0,606.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,52421.0,63.0,0
2016,18516,20.0,39.0,1200.0,1170.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,349129.0,79937.0,0
2016,15518,3.0,57.0,718.0,470.0,ALQUITRAN,3,0,DANO POR EXCAVACION,0,110982.0,1272.88,0
2016,30782,12.0,49.0,1100.0,800.0,OTRO,1,0,CORROSION,0,139189.0,10.0,0
2016,38987,16.0,37.0,1250.0,776.0,OTRO,1,1,CORROSION,0,200502.0,541.0,0
2016,2620,16.0,62.0,877.0,32.0,OTRO,1,0,CORROSION,0,1659157.0,982.0,0
2016,15007,12.0,54.0,400.0,380.0,ASFALTO,3,0,DANO POR EXCAVACION,0,110893.0,3500.0,0
2016,14210,8.625,68.0,255.0,231.0,ALQUITRAN,2,0,DANO POR EXCAVACION,0,97063.0,6431.0,0
2017,4280,30.0,48.0,1080.0,950.0,ALQUITRAN,1,0,CORROSION,1,136616.0,3764.0,0
2017,38987,16.0,38.0,1250.0,250.0,OTRO,1,1,CORROSION,0,118947.0,2037.0,0
2017,39519,10.0,11.0,1300.0,705.0,OTRO,1,1,CORROSION,0,115282.0,555.0,0
2017,32645,8.0,52.0,695.0,195.0,OTRO,1,0,FUERZA NATURAL,0,8722429.0,500.0,0
2017,2616,30.0,48.0,1000.0,790.0,OTRO,2,0,FALLA DE MATERIAL O SOLDADURA,0,771277.0,15024.0,0
2017,4900,36.0,53.0,1004.0,802.0,ASFALTO,1,0,CORROSION,1,1227157.0,138587.0,0
2017,15007,8.0,45.0,720.0,400.0,CINTA FRIA,2,0,FALLA DE MATERIAL O SOLDADURA,0,443835.0,3995.0,0
2017,18152,18.0,45.0,1200.0,753.0,ALQUITRAN,1,1,CORROSION,0,314972.0,2110.0,0
2017,32296,12.0,47.0,1240.0,174.0,OTRO,1,1,CORROSION,0,141594.0,600.0,0
2017,2564,16.0,50.0,1000.0,783.0,CINTA FRIA,1,0,FALLA DE MATERIAL O SOLDADURA,0,56414.0,4600.0,0
2017,31618,8.0,38.0,1324.0,755.0,ALQUITRAN,2,0,OTRA CAUSA,0,61741.0,4.62,0
2017,19570,10.0,54.0,1440.0,697.0,OTRO,1,1,CORROSION,0,155920.0,72.0,0
2017,12696,12.0,58.0,900.0,750.0,OTRO,1,0,OTRA CAUSA,0,131182.0,21000.0,0
2017,32005,8.0,59.0,720.0,452.0,ALQUITRAN,1,0,CORROSION,0,43101.0,5873.0,0
2017,1217,8.0,36.0,3255.0,2435.0,ALQUITRAN,1,0,CORROSION,0,66235.0,1765.0,1
2017,19235,20.0,46.0,1440.0,761.0,OTRO,1,1,CORROSION,0,708643.0,105.0,0
2017,18152,12.75,44.0,1306.0,1000.0,OTRO,1,1,CORROSION,0,631797.0,300.0,0
2017,19570,8.0,47.0,1440.0,900.0,OTRO,1,1,CORROSION,0,325998.0,218.0,0
2017,15931,8.625,56.0,915.0,530.0,CINTA FRIA,1,0,DANO POR EXCAVACION,0,111876.0,2951.0,0
2017,2616,6.0,50.0,210.0,112.0,ALQUITRAN,1,0,OPERACION INCORRECTA,0,168431.0,10453.0,0
2017,32296,12.0,47.0,1240.0,34.0,OTRO,1,1,CORROSION,0,68085.0,300.0,0
2017,31728,12.0,65.0,1440.0,716.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,498038.0,24.0,0
2017,13750,16.0,52.0,945.0,870.0,CINTA FRIA,1,0,FALLA DE MATERIAL O SOLDADURA,0,1084911.0,10.0,0
2017,15007,16.0,51.0,412.0,388.0,ASFALTO,1,0,DANO POR EXCAVACION,0,81475.0,6.1,0
2017,602,10.0,75.0,420.0,335.0,ASFALTO,1,0,CORROSION,0,207810.0,3695.0,0
2017,19570,10.0,54.0,1440.0,526.0,ALQUITRAN,1,1,CORROSION,0,95222.0,709.0,0
2014,32557,8.0,73.0,870.0,565.0,ASFALTO,1,0,DANO POR EXCAVACION,0,2912938.0,1563.0,0
2017,19570,10.0,54.0,1440.0,526.0,ALQUITRAN,1,1,CORROSION,0,93941.0,237.0,0
2017,19570,16.0,34.0,1440.0,750.0,ASFALTO,1,1,CORROSION,0,154129.0,115.0,0
2017,19160,24.0,62.0,1170.0,973.0,ALQUITRAN,2,0,DANO POR EXCAVACION,0,83198.0,9242.0,0
2017,18484,30.0,60.0,936.0,907.0,ALQUITRAN,1,0,CORROSION,1,3498449.0,29500.0,0
2017,13120,26.0,70.0,712.0,489.0,ALQUITRAN,1,0,CORROSION,0,107584.0,1488.0,0
2017,18152,12.0,44.0,1306.0,800.0,OTRO,1,1,CORROSION,0,415203.0,300.0,0
2017,26330,20.0,37.0,1200.0,750.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,1,668676.0,10000.0,0
2017,2714,6.0,40.0,1050.0,995.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,96209.0,36067.0,0
2017,38987,12.75,39.0,1250.0,884.0,OTRO,1,1,CORROSION,0,406478.0,411.0,0
2017,18152,12.0,44.0,1306.0,754.0,OTRO,1,1,CORROSION,0,299176.0,300.0,0
2017,2748,12.0,37.0,300.0,250.0,SIN RECUBRIMIENTO,3,0,OTRA FUERZA EXTERNA,0,115693.0,332.0,0
2017,31978,12.0,60.0,500.0,340.0,ALQUITRAN,1,0,DANO POR EXCAVACION,0,82539.0,4537.0,0
2017,2748,22.0,66.0,790.0,607.0,OTRO,2,0,FALLA DE MATERIAL O SOLDADURA,1,7617083.0,341152.0,0
2017,19270,14.0,68.0,1050.0,796.0,ALQUITRAN,1,0,FALLA DE MATERIAL O SOLDADURA,0,118116.0,21608.0,0
2017,13120,20.0,76.0,800.0,706.0,OTRO,1,0,DANO POR EXCAVACION,1,1046143.0,12972.0,0
2017,19570,16.0,34.0,1440.0,738.0,ASFALTO,1,1,CORROSION,0,148184.0,53.5,0
2017,19570,16.0,34.0,1440.0,738.0,ASFALTO,1,1,CORROSION,0,148184.0,53.5,0
2017,19270,20.0,70.0,810.0,740.0,ALQUITRAN,1,0,CORROSION,0,179855.0,129.0,1
2018,18484,22.0,53.0,955.0,943.0,ALQUITRAN,3,0,FUERZA NATURAL,1,7305564.0,12820.0,0
2018,19160,24.0,74.0,750.0,690.0,ALQUITRAN,2,0,FALLA DE MATERIAL O SOLDADURA,0,262713.0,4030.0,0
2018,180,12.0,59.0,550.0,415.0,ALQUITRAN,3,0,DANO POR EXCAVACION,0,78047.0,1090.725,0
2018,3,16.0,53.0,975.0,692.0,ALQUITRAN,1,0,CORROSION,1,855721.0,17000.0,0
2018,32163,24.0,4.0,1444.0,1297.0,OTRO,1,0,FUERZA NATURAL,1,4380257.0,23500.0,0
2018,15518,4.0,66.0,720.0,600.0,ALQUITRAN,3,0,OTRA CAUSA,0,224638.0,0.0,0
2018,22435,6.625,43.0,1015.0,450.0,ALQUITRAN,3,0,DANO POR EXCAVACION,0,47752.0,50.0,0
2018,19610,36.0,13.0,1202.0,874.0,OTRO,1,0,FALLA DE MATERIAL O SOLDADURA,0,190702.0,1047.0,0
2018,18112,20.0,60.0,400.0,320.0,OTRO,3,0,DANO POR EXCAVACION,0,435118.0,1324.0,0
2017,2616,10.0,63.0,180.0,75.0,SIN RECUBRIMIENTO,2,0,CORROSION,0,465350.0,1486.0,1
2018,2704,30.0,5.0,350.0,478.0,OTRO,4,0,OPERACION INCORRECTA,0,0.0,0.0,0
