campo,fecha,dias,oil_bpd,agua_bpd,gas_ksm3d
SLEIPNER ØST,2004-03-01,31,0.0,951.6,39429.35
SLEIPNER ØST,2004-04-01,30,0.0,947.7,36979.0
SLEIPNER ØST,2004-05-01,31,0.0,1014.5,34509.35
SLEIPNER ØST,2004-06-01,30,0.0,1069.3,39060.67
SLEIPNER ØST,2004-07-01,31,0.0,1097.7,38091.94
SLEIPNER ØST,2004-08-01,31,0.0,472.7,15698.06
SLEIPNER ØST,2004-09-01,30,0.0,649.9,19622.33
SLEIPNER ØST,2004-10-01,31,0.0,990.1,36514.52
SLEIPNER ØST,2004-11-01,30,0.0,1161.5,39258.33
SLEIPNER ØST,2004-12-01,31,0.0,1278.2,40700.0
SLEIPNER ØST,2005-01-01,31,0.0,1363.5,38517.1
SLEIPNER ØST,2005-02-01,28,0.0,1377.0,38681.43
SLEIPNER ØST,2005-03-01,31,0.0,1377.7,35920.97
SLEIPNER ØST,2005-04-01,30,0.0,1478.1,41515.33
SLEIPNER ØST,2005-05-01,31,0.0,1552.2,37318.71
SLEIPNER ØST,2005-06-01,30,0.0,1847.1,42324.0
SLEIPNER ØST,2005-07-01,31,0.0,1874.8,41727.74
SLEIPNER ØST,2005-08-01,31,0.0,1704.3,41953.55
SLEIPNER ØST,2005-09-01,30,0.0,1534.7,31743.0
SLEIPNER ØST,2005-10-01,31,0.0,1627.2,37239.35
SLEIPNER ØST,2005-11-01,30,0.0,1830.3,41607.67
SLEIPNER ØST,2005-12-01,31,0.0,1657.7,42247.74
SLEIPNER ØST,2006-01-01,31,0.0,2593.0,41878.71
SLEIPNER ØST,2006-02-01,28,0.0,2641.7,41485.36
SLEIPNER ØST,2006-03-01,31,0.0,2515.9,39044.84
SLEIPNER ØST,2006-04-01,30,0.0,3180.5,41125.0
SLEIPNER ØST,2006-05-01,31,0.0,3871.3,42479.03
SLEIPNER ØST,2006-06-01,30,0.0,471.7,4906.0
SLEIPNER ØST,2006-07-01,31,0.0,4914.2,38439.03
SLEIPNER ØST,2006-08-01,31,0.0,4912.1,37115.81
SLEIPNER ØST,2006-09-01,30,0.0,5287.6,39845.0
SLEIPNER ØST,2006-10-01,31,0.0,5508.6,36525.81
SLEIPNER ØST,2006-11-01,30,0.0,3729.9,31503.0
SLEIPNER ØST,2006-12-01,31,0.0,3842.9,39752.58
SLEIPNER ØST,2007-01-01,31,0.0,4447.5,38510.97
SLEIPNER ØST,2007-02-01,28,0.0,4286.0,38101.79
SLEIPNER ØST,2007-03-01,31,0.0,3431.0,36212.9
SLEIPNER ØST,2007-04-01,30,0.0,3421.7,35430.0
SLEIPNER ØST,2007-05-01,31,0.0,3780.0,37956.45
SLEIPNER ØST,2007-06-01,30,0.0,4134.5,37183.0
SLEIPNER ØST,2007-07-01,31,0.0,4398.8,32722.58
SLEIPNER ØST,2007-08-01,31,0.0,4555.0,38532.9
SLEIPNER ØST,2007-09-01,30,0.0,4142.9,32527.67
SLEIPNER ØST,2007-10-01,31,0.0,3195.6,37373.87
SLEIPNER ØST,2007-11-01,30,0.0,3310.5,39175.67
SLEIPNER ØST,2007-12-01,31,0.0,3321.4,37525.81
SLEIPNER ØST,2008-01-01,31,0.0,3349.8,36239.03
SLEIPNER ØST,2008-02-01,29,0.0,3327.1,36485.86
SLEIPNER ØST,2008-03-01,31,0.0,2887.2,33350.32
SLEIPNER ØST,2008-04-01,30,0.0,3193.1,35896.67
SLEIPNER ØST,2008-05-01,31,0.0,2651.9,35281.61
SLEIPNER ØST,2008-06-01,30,0.0,2964.6,31591.67
SLEIPNER ØST,2008-07-01,31,0.0,3289.0,34562.9
SLEIPNER ØST,2008-08-01,31,0.0,2116.2,23035.81
SLEIPNER ØST,2008-09-01,30,0.0,1857.6,14430.33
SLEIPNER ØST,2008-10-01,31,0.0,2367.8,28634.19
SLEIPNER ØST,2008-11-01,30,0.0,1983.4,32092.67
SLEIPNER ØST,2008-12-01,31,0.0,1716.5,30081.94
SLEIPNER ØST,2009-01-01,31,0.0,1639.4,29837.42
SLEIPNER ØST,2009-02-01,28,0.0,1518.5,32989.29
SLEIPNER ØST,2009-03-01,31,0.0,1034.8,30731.29
SLEIPNER ØST,2009-04-01,30,0.0,970.7,28442.67
SLEIPNER ØST,2009-05-01,31,0.0,728.4,28652.9
SLEIPNER ØST,2009-06-01,30,0.0,878.5,27313.0
SLEIPNER ØST,2009-07-01,31,0.0,470.7,25149.03
SLEIPNER ØST,2009-08-01,31,0.0,357.1,27765.16
SLEIPNER ØST,2009-09-01,30,0.0,526.2,21490.33
SLEIPNER ØST,2009-10-01,31,0.0,598.5,28393.23
SLEIPNER ØST,2009-11-01,30,0.0,482.2,26152.33
SLEIPNER ØST,2009-12-01,31,0.0,813.6,24879.35
SLEIPNER ØST,2010-01-01,31,0.0,1274.2,21973.87
SLEIPNER ØST,2010-02-01,28,0.0,260.6,20634.64
SLEIPNER ØST,2010-03-01,31,0.0,148.1,22491.29
SLEIPNER ØST,2010-04-01,30,0.0,358.5,24888.67
SLEIPNER ØST,2010-05-01,31,0.0,442.3,24419.68
SLEIPNER ØST,2010-06-01,30,0.0,568.2,26326.67
SLEIPNER ØST,2010-07-01,31,0.0,531.6,25789.03
SLEIPNER ØST,2010-08-01,31,0.0,355.1,13088.71
SLEIPNER ØST,2010-09-01,30,0.0,631.1,15561.0
SLEIPNER ØST,2010-10-01,31,0.0,627.0,24179.68
SLEIPNER ØST,2010-11-01,30,0.0,629.0,24323.67
SLEIPNER ØST,2010-12-01,31,0.0,531.6,22168.39
SLEIPNER ØST,2011-01-01,31,0.0,655.4,20950.65
SLEIPNER ØST,2011-02-01,28,0.0,577.3,21735.36
SLEIPNER ØST,2011-03-01,31,0.0,1026.7,22272.58
SLEIPNER ØST,2011-04-01,30,0.0,429.8,23948.67
SLEIPNER ØST,2011-05-01,31,0.0,476.8,22480.0
SLEIPNER ØST,2011-06-01,30,0.0,553.5,22683.33
SLEIPNER ØST,2011-07-01,31,0.0,454.5,23650.0
SLEIPNER ØST,2011-08-01,31,0.0,456.5,23266.45
SLEIPNER ØST,2011-09-01,30,0.0,444.5,18826.33
SLEIPNER ØST,2011-10-01,31,0.0,478.8,22709.68
SLEIPNER ØST,2011-11-01,30,0.0,471.7,22136.33
SLEIPNER ØST,2011-12-01,31,0.0,462.6,21511.61
SLEIPNER ØST,2012-01-01,31,0.0,503.2,21272.9
SLEIPNER ØST,2012-02-01,29,0.0,524.9,21049.66
SLEIPNER ØST,2012-03-01,31,0.0,531.6,19472.58
SLEIPNER ØST,2012-04-01,30,0.0,538.8,22118.67
SLEIPNER ØST,2012-05-01,31,0.0,590.4,20688.71
SLEIPNER ØST,2012-06-01,30,0.0,499.0,20389.33
SLEIPNER ØST,2012-07-01,31,0.0,505.2,20721.61
SLEIPNER ØST,2012-08-01,31,0.0,904.9,10519.68
SLEIPNER ØST,2012-09-01,30,0.0,985.4,12841.67
SLEIPNER ØST,2012-10-01,31,0.0,456.5,19177.1
SLEIPNER ØST,2012-11-01,30,0.0,354.3,19309.0
SLEIPNER ØST,2012-12-01,31,0.0,332.8,18645.48
SLEIPNER ØST,2013-01-01,31,0.0,434.2,16582.9
SLEIPNER ØST,2013-02-01,28,0.0,345.9,18216.07
SLEIPNER ØST,2013-03-01,31,0.0,387.5,18380.97
SLEIPNER ØST,2013-04-01,30,0.0,358.5,17885.33
SLEIPNER ØST,2013-05-01,31,0.0,355.1,16545.81
SLEIPNER ØST,2013-06-01,30,0.0,343.8,16814.0
SLEIPNER ØST,2013-07-01,31,0.0,332.8,16035.48
SLEIPNER ØST,2013-08-01,31,0.0,249.6,13128.39
SLEIPNER ØST,2013-09-01,30,0.0,255.8,14032.33
SLEIPNER ØST,2013-10-01,31,0.0,342.9,16418.71
SLEIPNER ØST,2013-11-01,30,0.0,335.5,16004.67
SLEIPNER ØST,2013-12-01,31,0.0,330.7,15415.48
SLEIPNER ØST,2014-01-01,31,0.0,314.5,12609.35
SLEIPNER ØST,2014-02-01,28,0.0,296.5,14390.71
SLEIPNER ØST,2014-03-01,31,0.0,308.4,14571.29
SLEIPNER ØST,2014-04-01,30,1258.0,379.5,1027.33
SLEIPNER ØST,2014-05-01,31,1136.2,355.1,937.74
SLEIPNER ØST,2014-06-01,30,1207.6,385.8,1029.67
SLEIPNER ØST,2014-07-01,31,1310.7,357.1,1029.68
SLEIPNER ØST,2014-08-01,31,547.8,146.1,452.9
SLEIPNER ØST,2014-09-01,30,1148.9,377.4,930.67
SLEIPNER ØST,2014-10-01,31,1322.9,466.7,1069.03
SLEIPNER ØST,2014-11-01,30,1417.3,517.9,1205.0
SLEIPNER ØST,2014-12-01,31,1286.4,456.5,1045.48
SLEIPNER ØST,2015-01-01,31,1180.9,436.2,1039.03
SLEIPNER ØST,2015-02-01,28,1235.5,449.3,975.0
SLEIPNER ØST,2015-03-01,31,1170.7,377.4,976.45
SLEIPNER ØST,2015-04-01,30,1224.4,406.7,1042.0
SLEIPNER ØST,2015-05-01,31,1162.6,373.3,965.48
SLEIPNER ØST,2015-06-01,30,1220.2,455.0,996.67
SLEIPNER ØST,2015-07-01,31,1207.2,440.3,985.16
SLEIPNER ØST,2015-08-01,31,988.1,308.4,811.61
SLEIPNER ØST,2015-09-01,30,1153.1,390.0,947.33
SLEIPNER ØST,2015-10-01,31,1223.5,403.8,950.32
SLEIPNER ØST,2015-11-01,30,1188.8,457.1,929.33
SLEIPNER ØST,2015-12-01,31,1105.8,470.7,862.58
SLEIPNER ØST,2016-01-01,31,1184.9,450.4,901.61
SLEIPNER ØST,2016-02-01,29,1138.7,464.1,892.41
SLEIPNER ØST,2016-03-01,31,1087.5,385.5,860.97
SLEIPNER ØST,2016-04-01,30,1155.2,522.1,907.67
SLEIPNER ØST,2016-05-01,31,1087.5,669.6,859.68
SLEIPNER ØST,2016-06-01,30,1073.5,480.1,863.33
SLEIPNER ØST,2016-07-01,31,1040.9,497.1,835.16
SLEIPNER ØST,2016-08-01,31,801.4,365.2,639.35
SLEIPNER ØST,2016-09-01,30,423.5,119.5,340.33
SLEIPNER ØST,2016-10-01,31,1044.9,379.4,834.52
SLEIPNER ØST,2016-11-01,30,1056.7,383.7,837.33
SLEIPNER ØST,2016-12-01,31,1016.5,373.3,806.13
SLEIPNER ØST,2017-01-01,31,1008.4,371.3,787.1
SLEIPNER ØST,2017-02-01,28,1008.6,402.1,771.07
SLEIPNER ØST,2017-03-01,31,458.5,304.3,369.03
SLEIPNER ØST,2017-04-01,30,352.2,285.1,274.0
SLEIPNER ØST,2017-05-01,31,357.1,298.3,272.9
SLEIPNER ØST,2017-06-01,30,5203.8,287.2,243.0
SLEIPNER ØST,2017-07-01,31,340.9,286.1,192.9
SLEIPNER ØST,2017-08-01,31,172.5,182.6,120.32
SLEIPNER ØST,2017-09-01,30,274.7,253.7,189.0
SLEIPNER ØST,2017-10-01,31,558.0,300.3,384.84
SLEIPNER ØST,2017-11-01,30,603.8,322.9,422.33
SLEIPNER ØST,2017-12-01,31,673.6,340.9,480.0
SLEIPNER ØST,2018-01-01,31,756.8,340.9,532.58
SLEIPNER ØST,2018-02-01,28,912.0,328.0,640.36
SLEIPNER ØST,2018-03-01,31,880.6,470.7,571.29
SLEIPNER ØST,2018-04-01,30,893.2,274.7,592.33
SLEIPNER ØST,2018-05-01,31,704.1,255.6,465.81
SLEIPNER ØST,2018-06-01,30,960.2,341.7,664.0
SLEIPNER ØST,2018-07-01,31,852.2,355.1,597.42
SLEIPNER ØST,2018-08-01,31,882.6,347.0,614.19
SLEIPNER ØST,2018-09-01,30,180.3,21.0,117.33
SLEIPNER ØST,2018-10-01,31,517.4,235.4,389.68
SLEIPNER ØST,2018-11-01,30,694.0,239.0,1036.0
SLEIPNER ØST,2018-12-01,31,760.9,125.8,477.42
SLEIPNER ØST,2019-01-01,31,807.5,186.7,495.16
SLEIPNER ØST,2019-02-01,28,819.9,251.6,509.29
SLEIPNER ØST,2019-03-01,31,805.5,273.9,500.0
SLEIPNER ØST,2019-04-01,30,803.0,249.5,500.0
SLEIPNER ØST,2019-05-01,31,769.0,261.7,475.48
SLEIPNER ØST,2019-06-01,30,735.9,251.6,467.67
SLEIPNER ØST,2019-07-01,31,720.3,245.5,454.19
SLEIPNER ØST,2019-08-01,31,720.3,259.7,464.84
SLEIPNER ØST,2019-09-01,30,587.0,211.8,382.0
SLEIPNER ØST,2019-10-01,31,795.4,280.0,489.03
SLEIPNER ØST,2019-11-01,30,691.9,241.1,434.33
SLEIPNER ØST,2019-12-01,31,704.1,271.9,453.87
SLEIPNER ØST,2020-01-01,31,665.5,273.9,442.9
SLEIPNER ØST,2020-02-01,29,616.0,264.6,422.41
SLEIPNER ØST,2020-03-01,31,659.4,326.7,456.45
SLEIPNER ØST,2020-04-01,30,629.0,310.3,459.0
SLEIPNER ØST,2020-05-01,31,588.4,263.8,399.35
SLEIPNER ØST,2020-06-01,30,664.6,299.8,437.33
SLEIPNER ØST,2020-07-01,31,627.0,275.9,411.29
SLEIPNER ØST,2020-08-01,31,677.7,365.2,434.19
SLEIPNER ØST,2020-09-01,30,304.0,234.8,230.33
SLEIPNER ØST,2020-10-01,31,395.6,292.2,326.45
SLEIPNER ØST,2020-11-01,30,329.2,211.8,277.33
SLEIPNER ØST,2020-12-01,31,415.9,357.1,367.42
SLEIPNER ØST,2021-01-01,31,420.0,338.8,363.87
SLEIPNER ØST,2021-02-01,28,417.8,512.2,361.43
SLEIPNER ØST,2021-03-01,31,478.8,505.2,404.19
SLEIPNER ØST,2021-04-01,30,413.0,450.8,361.0
SLEIPNER ØST,2021-05-01,31,438.3,371.3,345.16
SLEIPNER ØST,2021-06-01,30,448.7,360.6,372.33
SLEIPNER ØST,2021-07-01,31,444.3,150.1,200.32
SLEIPNER ØST,2021-08-01,31,103.5,48.7,134.84
SLEIPNER ØST,2021-09-01,30,21.0,8.4,25.33
SLEIPNER ØST,2021-10-01,31,111.6,101.4,124.52
SLEIPNER ØST,2021-11-01,30,90.2,21.0,99.0
SLEIPNER ØST,2021-12-01,31,219.1,36.5,145.16
SLEIPNER ØST,2022-01-01,31,133.9,28.4,130.65
SLEIPNER ØST,2022-02-01,28,310.0,24.7,145.71
SLEIPNER ØST,2022-03-01,31,150.1,40.6,123.87
SLEIPNER ØST,2022-04-01,30,180.3,69.2,144.67
SLEIPNER ØST,2022-05-01,31,330.7,194.8,272.26
SLEIPNER ØST,2022-06-01,30,373.2,329.2,324.67
SLEIPNER ØST,2022-07-01,31,351.0,316.5,286.77
SLEIPNER ØST,2022-08-01,31,379.4,286.1,317.74
SLEIPNER ØST,2022-09-01,30,119.5,58.7,106.67
SLEIPNER ØST,2022-10-01,31,77.1,22.3,82.26
SLEIPNER ØST,2022-11-01,30,251.6,230.6,286.33
SLEIPNER ØST,2022-12-01,31,304.3,318.5,336.13
SLEIPNER ØST,2023-01-01,31,284.1,308.4,322.26
SLEIPNER ØST,2023-02-01,28,269.6,292.0,285.0
SLEIPNER ØST,2023-03-01,31,537.7,233.3,229.68
SLEIPNER ØST,2023-04-01,30,306.1,308.2,278.0
SLEIPNER ØST,2023-05-01,31,202.9,164.3,163.23
SLEIPNER ØST,2023-06-01,30,299.8,253.7,258.0
SLEIPNER ØST,2023-07-01,31,296.2,261.7,265.16
SLEIPNER ØST,2023-08-01,31,298.3,273.9,266.77
SLEIPNER ØST,2023-09-01,30,186.6,163.5,170.0
SLEIPNER ØST,2023-10-01,31,204.9,215.1,170.65
SLEIPNER ØST,2023-11-01,30,377.4,278.8,330.0
SLEIPNER ØST,2023-12-01,31,200.9,176.5,171.61
SLEIPNER ØST,2024-01-01,31,249.6,243.5,227.1
SLEIPNER ØST,2024-02-01,29,216.9,227.7,230.34
SLEIPNER ØST,2024-03-01,31,316.5,249.6,267.1
SLEIPNER ØST,2024-04-01,30,232.7,209.7,194.33
SLEIPNER ØST,2024-05-01,31,229.3,186.7,189.68
SLEIPNER ØST,2024-06-01,30,266.3,234.8,242.67
SLEIPNER ØST,2024-07-01,31,235.4,204.9,200.0
SLEIPNER ØST,2024-08-01,31,186.7,225.2,161.61
SLEIPNER ØST,2024-09-01,30,6.3,6.3,12.67
SLEIPNER ØST,2024-10-01,31,221.2,186.7,186.45
SLEIPNER ØST,2024-11-01,30,251.6,249.5,229.67
SLEIPNER ØST,2024-12-01,31,223.2,257.7,174.19
SLEIPNER ØST,2025-01-01,31,225.2,164.3,150.97
SLEIPNER ØST,2025-02-01,28,206.7,213.4,153.57
SLEIPNER ØST,2025-03-01,31,211.0,184.6,132.9
SLEIPNER ØST,2025-04-01,30,165.6,180.3,112.67
SLEIPNER ØST,2025-05-01,31,255.6,174.5,119.35
SLEIPNER ØST,2025-06-01,30,176.1,251.6,136.33
SLEIPNER ØST,2025-07-01,31,172.5,342.9,130.65
SLEIPNER ØST,2025-08-01,31,135.9,255.6,99.35
SLEIPNER ØST,2025-09-01,30,62.9,88.1,51.0
SLEIPNER ØST,2025-10-01,31,135.9,176.5,94.84
SLEIPNER ØST,2025-11-01,30,213.9,186.6,211.33
SLEIPNER ØST,2025-12-01,31,209.0,198.8,190.32
SLEIPNER ØST,2026-01-01,31,160.3,85.2,113.55
SLEIPNER ØST,2026-02-01,28,159.5,67.4,128.93
SLEIPNER ØST,2026-03-01,31,906.9,125.8,128.06
SLEIPNER ØST,2026-04-01,30,88.1,159.3,63.0
SLEIPNER ØST,2026-05-01,31,62.9,64.9,35.16
SNORRE,1992-08-01,31,14762.8,0.0,0.0
SNORRE,1992-09-01,30,46521.5,0.0,0.0
SNORRE,1992-10-01,31,64168.1,0.0,0.0
SNORRE,1992-11-01,30,99980.6,0.0,0.0
SNORRE,1992-12-01,31,95410.2,0.0,0.0
SNORRE,1993-01-01,31,74185.1,0.0,0.0
SNORRE,1993-02-01,28,97166.2,0.0,0.0
SNORRE,1993-03-01,31,121675.2,0.0,0.0
SNORRE,1993-04-01,30,134060.8,0.0,0.0
SNORRE,1993-05-01,31,115022.2,0.0,0.0
SNORRE,1993-06-01,30,101615.9,0.0,0.0
SNORRE,1993-07-01,31,135358.5,0.0,0.0
SNORRE,1993-08-01,31,154785.9,0.0,1476.77
SNORRE,1993-09-01,30,60101.1,0.0,579.33
SNORRE,1993-10-01,31,144322.5,0.0,1608.39
SNORRE,1993-11-01,30,153464.8,0.0,1752.0
SNORRE,1993-12-01,31,133895.6,0.0,1605.81
SNORRE,1994-01-01,31,154554.6,0.0,1768.06
SNORRE,1994-02-01,28,187946.0,0.0,2210.36
SNORRE,1994-03-01,31,206751.8,0.0,1656.13
SNORRE,1994-04-01,30,170195.7,0.0,630.33
SNORRE,1994-05-01,31,211838.4,0.0,234.52
SNORRE,1994-06-01,30,178013.9,0.0,981.33
SNORRE,1994-07-01,31,132556.5,0.0,1002.26
SNORRE,1994-08-01,31,122030.2,0.0,559.03
SNORRE,1994-09-01,30,83838.8,0.0,754.0
SNORRE,1994-10-01,31,203314.7,0.0,1828.06
SNORRE,1994-11-01,30,184632.9,0.0,1528.0
SNORRE,1994-12-01,31,205370.1,0.0,1824.52
SNORRE,1995-01-01,31,207346.3,0.0,2212.26
SNORRE,1995-02-01,28,194700.8,0.0,1755.36
SNORRE,1995-03-01,31,169723.2,0.0,1411.61
SNORRE,1995-04-01,30,173621.5,0.0,1292.33
SNORRE,1995-05-01,31,152148.2,0.0,996.13
SNORRE,1995-06-01,30,211624.5,0.0,1214.0
SNORRE,1995-07-01,31,191569.0,0.0,1558.71
SNORRE,1995-08-01,31,214228.6,0.0,1685.48
SNORRE,1995-09-01,30,193696.5,0.0,913.0
SNORRE,1995-10-01,31,219063.6,0.0,2776.45
SNORRE,1995-11-01,30,206793.9,0.0,2725.33
SNORRE,1995-12-01,31,217487.1,0.0,2068.39
SNORRE,1996-01-01,31,205913.8,0.0,2030.0
SNORRE,1996-02-01,29,213540.9,0.0,2062.07
SNORRE,1996-03-01,31,94146.1,0.0,862.58
SNORRE,1996-04-01,30,200193.9,0.0,1692.0
SNORRE,1996-05-01,31,204670.1,0.0,1616.13
SNORRE,1996-06-01,30,216692.0,0.0,1991.0
SNORRE,1996-07-01,31,200620.3,0.0,1725.16
SNORRE,1996-08-01,31,201336.5,0.0,1738.71
SNORRE,1996-09-01,30,216863.9,0.0,1198.0
SNORRE,1996-10-01,31,214007.4,0.0,1868.06
SNORRE,1996-11-01,30,206485.7,0.0,1745.33
SNORRE,1996-12-01,31,196063.2,0.0,1526.45
SNORRE,1997-01-01,31,234763.7,0.0,2403.87
SNORRE,1997-02-01,28,198735.2,0.0,1355.71
SNORRE,1997-03-01,31,167111.9,0.0,1062.26
SNORRE,1997-04-01,30,218216.2,0.0,1686.67
SNORRE,1997-05-01,31,200995.6,0.0,1811.61
SNORRE,1997-06-01,30,194141.0,0.0,1831.33
SNORRE,1997-07-01,31,158813.4,0.0,1555.81
SNORRE,1997-08-01,31,172078.8,0.0,1740.97
SNORRE,1997-09-01,30,162836.6,0.0,1771.33
SNORRE,1997-10-01,31,179894.4,0.0,1364.52
SNORRE,1997-11-01,30,162891.1,0.0,1288.67
SNORRE,1997-12-01,31,177782.2,0.0,1090.97
SNORRE,1998-01-01,31,177810.6,0.0,1168.06
SNORRE,1998-02-01,28,169514.6,0.0,1331.79
SNORRE,1998-03-01,31,174304.6,0.0,1325.16
SNORRE,1998-04-01,30,191931.2,0.0,1392.0
SNORRE,1998-05-01,31,63514.8,0.0,254.84
SNORRE,1998-06-01,30,212471.5,0.0,1509.0
SNORRE,1998-07-01,31,197465.2,0.0,1874.84
SNORRE,1998-08-01,31,188576.3,0.0,592.9
SNORRE,1998-09-01,30,191801.2,0.0,1696.0
SNORRE,1998-10-01,31,182250.0,0.0,1623.87
SNORRE,1998-11-01,30,163027.4,0.0,978.0
SNORRE,1998-12-01,31,175684.3,0.0,1308.39
SNORRE,1999-01-01,31,165575.9,0.0,861.94
SNORRE,1999-02-01,28,164049.2,0.0,790.0
SNORRE,1999-03-01,31,143174.1,0.0,731.94
SNORRE,1999-04-01,30,180743.7,0.0,1339.0
SNORRE,1999-05-01,31,135955.0,0.0,699.03
SNORRE,1999-06-01,30,177104.0,0.0,929.0
SNORRE,1999-07-01,31,184325.6,0.0,919.03
SNORRE,1999-08-01,31,168051.3,0.0,757.42
SNORRE,1999-09-01,30,138235.1,0.0,707.0
SNORRE,1999-10-01,31,180357.0,0.0,824.19
SNORRE,1999-11-01,30,149401.6,0.0,770.33
SNORRE,1999-12-01,31,156699.2,0.0,812.26
SNORRE,2000-01-01,31,142212.4,126784.1,770.97
SNORRE,2000-02-01,29,153403.9,132328.7,763.1
SNORRE,2000-03-01,31,134021.4,103235.9,598.39
SNORRE,2000-04-01,30,104014.4,78199.0,691.33
SNORRE,2000-05-01,31,149496.4,102544.0,700.65
SNORRE,2000-06-01,30,166023.5,106253.6,1031.0
SNORRE,2000-07-01,31,186245.0,129285.8,974.52
SNORRE,2000-08-01,31,167818.0,115545.7,732.58
SNORRE,2000-09-01,30,74748.0,38172.8,277.67
SNORRE,2000-10-01,31,150577.8,91804.7,1059.68
SNORRE,2000-11-01,30,164312.6,130098.2,871.67
SNORRE,2000-12-01,31,175812.1,140909.8,1105.81
SNORRE,2001-01-01,31,175114.1,125848.8,984.84
SNORRE,2001-02-01,28,156748.6,100396.4,1105.71
SNORRE,2001-03-01,31,139120.2,92226.7,840.32
SNORRE,2001-04-01,30,167556.1,110635.5,1365.67
SNORRE,2001-05-01,31,156563.3,101933.3,1115.81
SNORRE,2001-06-01,30,179571.7,99741.6,1162.33
SNORRE,2001-07-01,31,265857.7,117353.5,1780.32
SNORRE,2001-08-01,31,262591.0,128094.8,2048.71
SNORRE,2001-09-01,30,240169.7,111075.8,1426.33
SNORRE,2001-10-01,31,205648.1,104599.4,1593.55
SNORRE,2001-11-01,30,216801.0,107480.1,2199.33
SNORRE,2001-12-01,31,217832.0,113194.1,1473.23
SNORRE,2002-01-01,31,224115.7,130754.8,1640.0
SNORRE,2002-02-01,28,195374.7,106216.8,1072.14
SNORRE,2002-03-01,31,211010.6,122817.5,1280.0
SNORRE,2002-04-01,30,218736.2,92833.3,1567.67
SNORRE,2002-05-01,31,220705.0,118727.1,1385.48
SNORRE,2002-06-01,30,235829.8,125037.0,734.67
SNORRE,2002-07-01,31,241230.1,111426.9,1361.94
SNORRE,2002-08-01,31,217531.7,94787.3,747.42
SNORRE,2002-09-01,30,104997.7,31220.5,299.33
SNORRE,2002-10-01,31,203048.9,75426.9,908.71
SNORRE,2002-11-01,30,262804.6,116355.0,2026.33
SNORRE,2002-12-01,31,274756.7,141021.4,1730.97
SNORRE,2003-01-01,31,234984.9,143878.2,1075.16
SNORRE,2003-02-01,28,224397.6,143540.0,1362.14
SNORRE,2003-03-01,31,251423.6,137503.1,1760.0
SNORRE,2003-04-01,30,231852.5,109255.9,955.67
SNORRE,2003-05-01,31,225408.2,119402.7,907.1
SNORRE,2003-06-01,30,213532.4,64703.2,969.67
SNORRE,2003-07-01,31,258145.6,102730.7,945.16
SNORRE,2003-08-01,31,188689.9,132684.3,1124.52
SNORRE,2003-09-01,30,240503.1,110283.3,1064.33
SNORRE,2003-10-01,31,259574.0,129608.4,1420.65
SNORRE,2003-11-01,30,249468.1,147915.1,921.33
SNORRE,2003-12-01,31,232945.8,127094.5,847.1
SNORRE,2004-01-01,31,230216.8,136689.5,424.84
SNORRE,2004-02-01,29,216291.0,108089.1,341.03
SNORRE,2004-03-01,31,218799.8,141952.7,509.03
SNORRE,2004-04-01,30,230349.2,157043.7,538.33
SNORRE,2004-05-01,31,234061.7,156145.3,1225.48
SNORRE,2004-06-01,30,165073.7,106192.8,480.0
SNORRE,2004-07-01,31,226509.9,155607.6,325.48
SNORRE,2004-08-01,31,154254.3,93922.9,105.48
SNORRE,2004-09-01,30,189111.2,108245.4,869.0
SNORRE,2004-10-01,31,234652.1,155335.7,924.19
SNORRE,2004-11-01,30,206666.1,156714.6,572.67
SNORRE,2004-12-01,31,74682.2,51300.4,0.0
SNORRE,2005-01-01,31,81911.5,57036.3,158.39
SNORRE,2005-02-01,28,139469.6,84795.5,1192.86
SNORRE,2005-03-01,31,159495.1,88672.0,898.06
SNORRE,2005-04-01,30,170348.8,84591.5,1152.0
SNORRE,2005-05-01,31,171936.8,83800.4,1380.32
SNORRE,2005-06-01,30,145151.8,70252.9,1257.0
SNORRE,2005-07-01,31,165241.2,83908.0,1411.61
SNORRE,2005-08-01,31,186527.1,102990.4,893.55
SNORRE,2005-09-01,30,165593.7,139335.8,1003.0
SNORRE,2005-10-01,31,131057.1,130300.3,751.94
SNORRE,2005-11-01,30,162643.7,145034.4,729.33
SNORRE,2005-12-01,31,171995.6,149250.9,473.23
SNORRE,2006-01-01,31,169384.3,168854.8,588.39
SNORRE,2006-02-01,28,154735.8,148902.0,506.43
SNORRE,2006-03-01,31,138876.8,130673.6,489.68
SNORRE,2006-04-01,30,42816.8,48878.0,0.0
SNORRE,2006-05-01,31,114634.6,110442.8,650.32
SNORRE,2006-06-01,30,149112.3,126032.9,224.33
SNORRE,2006-07-01,31,158845.9,125988.8,284.84
SNORRE,2006-08-01,31,172054.4,144395.5,685.81
SNORRE,2006-09-01,30,166136.7,160645.7,514.33
SNORRE,2006-10-01,31,121559.5,91906.2,81.61
SNORRE,2006-11-01,30,162589.2,177521.2,482.33
SNORRE,2006-12-01,31,168154.8,182349.4,310.97
SNORRE,2007-01-01,31,158856.0,181779.3,184.52
SNORRE,2007-02-01,28,165907.0,194411.0,271.07
SNORRE,2007-03-01,31,155609.7,192149.3,63.23
SNORRE,2007-04-01,30,144130.8,177393.3,0.0
SNORRE,2007-05-01,31,127565.3,161234.0,122.9
SNORRE,2007-06-01,30,141839.2,173812.3,170.33
