campo,fecha,dias,oil_bpd,agua_bpd,gas_ksm3d
HEIDRUN,2016-07-01,31,58318.6,87121.8,2044.84
HEIDRUN,2016-08-01,31,61796.3,86647.1,2060.65
HEIDRUN,2016-09-01,30,59820.2,79758.9,2276.0
HEIDRUN,2016-10-01,31,58284.1,83577.2,2049.35
HEIDRUN,2016-11-01,30,58969.0,88614.9,2130.33
HEIDRUN,2016-12-01,31,58312.5,86214.9,3705.48
HEIDRUN,2017-01-01,31,57231.1,77269.2,3882.9
HEIDRUN,2017-02-01,28,61635.5,79788.4,3970.71
HEIDRUN,2017-03-01,31,57750.5,79846.0,4051.61
HEIDRUN,2017-04-01,30,55400.6,79800.8,3982.0
HEIDRUN,2017-05-01,31,54102.4,78342.5,4024.52
HEIDRUN,2017-06-01,30,53383.6,79373.1,3985.0
HEIDRUN,2017-07-01,31,52767.4,76666.6,3922.58
HEIDRUN,2017-08-01,31,51369.4,79677.6,3986.13
HEIDRUN,2017-09-01,30,48712.4,77131.8,4183.33
HEIDRUN,2017-10-01,31,51040.7,80004.2,3869.68
HEIDRUN,2017-11-01,30,51297.5,83482.4,4000.33
HEIDRUN,2017-12-01,31,49999.9,78245.1,3922.58
HEIDRUN,2018-01-01,31,49648.8,78904.5,3852.9
HEIDRUN,2018-02-01,28,48662.8,82562.6,3960.36
HEIDRUN,2018-03-01,31,49847.7,80485.1,3970.97
HEIDRUN,2018-04-01,30,53251.5,84589.4,3962.33
HEIDRUN,2018-05-01,31,27316.0,37286.3,1614.84
HEIDRUN,2018-06-01,30,29182.6,38594.2,2036.33
HEIDRUN,2018-07-01,31,52964.2,67432.7,3397.74
HEIDRUN,2018-08-01,31,59594.8,77999.6,3567.74
HEIDRUN,2018-09-01,30,54153.1,69592.4,3993.67
HEIDRUN,2018-10-01,31,59185.0,77516.7,3932.9
HEIDRUN,2018-11-01,30,53285.1,71682.8,3459.33
HEIDRUN,2018-12-01,31,51629.1,64904.6,3204.84
HEIDRUN,2019-01-01,31,54153.1,67229.8,3784.84
HEIDRUN,2019-02-01,28,55563.6,71607.1,4073.57
HEIDRUN,2019-03-01,31,54642.1,71271.5,4326.45
HEIDRUN,2019-04-01,30,53870.0,73360.0,4083.33
HEIDRUN,2019-05-01,31,49928.8,70453.9,3809.03
HEIDRUN,2019-06-01,30,48052.0,68596.6,3872.0
HEIDRUN,2019-07-01,31,49251.2,68311.3,3996.77
HEIDRUN,2019-08-01,31,51097.5,70287.5,4003.23
HEIDRUN,2019-09-01,30,50484.0,64891.9,3976.67
HEIDRUN,2019-10-01,31,53830.5,64227.0,4072.9
HEIDRUN,2019-11-01,30,50716.8,61482.8,3976.0
HEIDRUN,2019-12-01,31,54382.4,58712.2,4233.87
HEIDRUN,2020-01-01,31,55802.7,59688.2,4679.35
HEIDRUN,2020-02-01,29,52723.7,57809.8,4563.1
HEIDRUN,2020-03-01,31,52913.4,61922.1,4248.71
HEIDRUN,2020-04-01,30,49978.8,59600.0,4311.0
HEIDRUN,2020-05-01,31,50320.4,56782.7,4497.1
HEIDRUN,2020-06-01,30,37130.8,39938.1,3158.0
HEIDRUN,2020-07-01,31,49551.5,56103.0,4150.0
HEIDRUN,2020-08-01,31,49046.2,56086.8,4361.94
HEIDRUN,2020-09-01,30,48704.0,59801.3,4585.0
HEIDRUN,2020-10-01,31,47260.7,58186.7,4206.77
HEIDRUN,2020-11-01,30,45871.5,58319.0,4021.0
HEIDRUN,2020-12-01,31,47479.9,58746.7,3737.42
HEIDRUN,2021-01-01,31,50716.1,59367.6,3562.26
HEIDRUN,2021-02-01,28,54258.5,59139.8,3629.29
HEIDRUN,2021-03-01,31,54045.6,54053.7,4131.94
HEIDRUN,2021-04-01,30,57161.7,51190.6,4224.33
HEIDRUN,2021-05-01,31,53451.1,51176.7,3464.19
HEIDRUN,2021-06-01,30,52972.7,49198.8,3313.0
HEIDRUN,2021-07-01,31,56370.8,43525.4,4257.74
HEIDRUN,2021-08-01,31,58170.5,52183.0,4504.19
HEIDRUN,2021-09-01,30,57084.1,45248.8,5674.33
HEIDRUN,2021-10-01,31,56985.6,42632.7,5737.1
HEIDRUN,2021-11-01,30,57935.3,41498.0,5417.67
HEIDRUN,2021-12-01,31,51860.4,37840.2,5508.71
HEIDRUN,2022-01-01,31,52907.4,44365.4,4868.06
HEIDRUN,2022-02-01,28,51535.9,42249.5,4694.29
HEIDRUN,2022-03-01,31,48037.8,42377.0,5525.16
HEIDRUN,2022-04-01,30,49494.4,39573.3,5941.0
HEIDRUN,2022-05-01,31,41390.9,34938.8,4181.29
HEIDRUN,2022-06-01,30,27889.0,24379.3,2753.33
HEIDRUN,2022-07-01,31,48447.7,37164.6,5638.71
HEIDRUN,2022-08-01,31,50421.9,38588.9,6044.19
HEIDRUN,2022-09-01,30,50603.5,43573.6,6126.33
HEIDRUN,2022-10-01,31,47735.5,41742.0,6100.97
HEIDRUN,2022-11-01,30,48630.6,43267.5,5909.33
HEIDRUN,2022-12-01,31,41946.9,37341.1,4971.29
HEIDRUN,2023-01-01,31,48094.7,36202.9,5602.58
HEIDRUN,2023-02-01,28,44473.4,32484.6,4525.0
HEIDRUN,2023-03-01,31,44925.4,42086.9,5260.97
HEIDRUN,2023-04-01,30,45808.6,48010.0,5854.0
HEIDRUN,2023-05-01,31,44655.6,47214.1,5847.74
HEIDRUN,2023-06-01,30,43330.4,47875.9,5431.67
HEIDRUN,2023-07-01,31,43162.2,50596.4,4339.68
HEIDRUN,2023-08-01,31,44503.4,51318.7,4653.87
HEIDRUN,2023-09-01,30,28014.8,34363.3,3078.0
HEIDRUN,2023-10-01,31,38465.2,46737.3,4098.06
HEIDRUN,2023-11-01,30,42720.3,53712.8,4607.0
HEIDRUN,2023-12-01,31,40291.2,52298.7,4460.97
HEIDRUN,2024-01-01,31,40402.8,52041.0,5589.03
HEIDRUN,2024-02-01,29,41252.4,51222.8,5761.72
HEIDRUN,2024-03-01,31,37280.3,50906.8,5237.42
HEIDRUN,2024-04-01,30,39179.2,51085.8,5202.67
HEIDRUN,2024-05-01,31,41668.9,51825.9,5072.58
HEIDRUN,2024-06-01,30,35782.7,46804.5,4485.0
HEIDRUN,2024-07-01,31,39577.0,49947.1,4553.55
HEIDRUN,2024-08-01,31,37475.0,49381.0,4307.74
HEIDRUN,2024-09-01,30,38055.4,44913.4,1559.67
HEIDRUN,2024-10-01,31,42561.7,53473.4,4585.48
HEIDRUN,2024-11-01,30,33507.9,42888.0,3953.33
HEIDRUN,2024-12-01,31,30286.4,38453.0,4051.61
HEIDRUN,2025-01-01,31,38611.3,49464.2,4778.71
HEIDRUN,2025-02-01,28,36687.5,48534.8,4758.21
HEIDRUN,2025-03-01,31,37935.6,47350.0,4670.0
HEIDRUN,2025-04-01,30,37229.3,49024.8,4016.67
HEIDRUN,2025-05-01,31,35943.2,47528.6,4214.19
HEIDRUN,2025-06-01,30,31839.0,43462.5,3899.67
HEIDRUN,2025-07-01,31,33804.6,41707.5,4410.0
HEIDRUN,2025-08-01,31,32885.5,43470.6,4600.0
HEIDRUN,2025-09-01,30,31606.2,44143.9,4423.67
HEIDRUN,2025-10-01,31,30079.4,44036.7,4436.45
HEIDRUN,2025-11-01,30,32107.3,45705.9,4658.33
HEIDRUN,2025-12-01,31,31236.0,43669.5,4385.48
HEIDRUN,2026-01-01,31,33784.3,45799.9,4777.42
HEIDRUN,2026-02-01,28,32194.8,45544.9,4667.5
HEIDRUN,2026-03-01,31,32211.9,47865.4,4718.71
HEIDRUN,2026-04-01,30,31484.6,48777.4,4600.33
HEIDRUN,2026-05-01,31,32049.6,50896.7,4869.68
HEIMDAL,1985-12-01,31,0.0,0.0,0.0
HEIMDAL,1986-01-01,31,0.0,0.0,0.0
HEIMDAL,1986-02-01,28,0.0,0.0,260.36
HEIMDAL,1986-03-01,31,825.8,0.0,2178.71
HEIMDAL,1986-04-01,30,1494.9,0.0,1024.0
HEIMDAL,1986-05-01,31,6736.2,0.0,7699.35
HEIMDAL,1986-06-01,30,5973.2,0.0,5580.67
HEIMDAL,1986-07-01,31,8067.2,0.0,8774.19
HEIMDAL,1986-08-01,31,8026.6,0.0,7614.19
HEIMDAL,1986-09-01,30,7417.8,0.0,7482.33
HEIMDAL,1986-10-01,31,8917.3,0.0,9410.32
HEIMDAL,1986-11-01,30,8478.7,0.0,8749.0
HEIMDAL,1986-12-01,31,8838.2,0.0,9222.26
HEIMDAL,1987-01-01,31,9430.6,0.0,10194.19
HEIMDAL,1987-02-01,28,9958.1,0.0,10188.21
HEIMDAL,1987-03-01,31,10666.3,0.0,10207.74
HEIMDAL,1987-04-01,30,10600.4,0.0,10371.33
HEIMDAL,1987-05-01,31,10550.6,0.0,10607.1
HEIMDAL,1987-06-01,30,3633.4,0.0,9886.67
HEIMDAL,1987-07-01,31,10161.1,0.0,10089.03
HEIMDAL,1987-08-01,31,4303.4,0.0,3968.06
HEIMDAL,1987-09-01,30,8939.9,0.0,9968.0
HEIMDAL,1987-10-01,31,9505.7,0.0,9766.77
HEIMDAL,1987-11-01,30,9933.7,0.0,10602.33
HEIMDAL,1987-12-01,31,9820.2,0.0,10155.16
HEIMDAL,1988-01-01,31,9992.7,0.0,10315.48
HEIMDAL,1988-02-01,29,9885.8,0.0,9341.72
HEIMDAL,1988-03-01,31,9469.2,0.0,9259.03
HEIMDAL,1988-04-01,30,10122.4,0.0,9773.0
HEIMDAL,1988-05-01,31,9797.9,0.0,9094.52
HEIMDAL,1988-06-01,30,9617.1,0.0,9779.0
HEIMDAL,1988-07-01,31,10911.8,0.0,10367.42
HEIMDAL,1988-08-01,31,9866.9,0.0,9830.65
HEIMDAL,1988-09-01,30,9566.8,0.0,9497.0
HEIMDAL,1988-10-01,31,10106.3,0.0,9970.0
HEIMDAL,1988-11-01,30,10212.5,0.0,10279.0
HEIMDAL,1988-12-01,31,9682.2,0.0,10330.97
HEIMDAL,1989-01-01,31,10071.8,0.0,10544.84
HEIMDAL,1989-02-01,28,10805.0,0.0,10775.36
HEIMDAL,1989-03-01,31,9637.6,0.0,9430.65
HEIMDAL,1989-04-01,30,8495.4,0.0,8402.0
HEIMDAL,1989-05-01,31,8341.1,0.0,8315.48
HEIMDAL,1989-06-01,30,2717.2,0.0,8031.67
HEIMDAL,1989-07-01,31,5815.0,0.0,7611.61
HEIMDAL,1989-08-01,31,7902.8,0.0,7850.65
HEIMDAL,1989-09-01,30,9057.3,0.0,9798.67
HEIMDAL,1989-10-01,31,8487.2,0.0,9154.19
HEIMDAL,1989-11-01,30,8375.9,0.0,9630.0
HEIMDAL,1989-12-01,31,7947.5,0.0,10141.29
HEIMDAL,1990-01-01,31,8890.9,0.0,10004.52
HEIMDAL,1990-02-01,28,10292.8,0.0,10080.36
HEIMDAL,1990-03-01,31,8925.4,0.0,8830.97
HEIMDAL,1990-04-01,30,8937.8,0.0,8698.0
HEIMDAL,1990-05-01,31,7355.0,0.0,8087.42
HEIMDAL,1990-06-01,30,6499.5,0.0,7024.33
HEIMDAL,1990-07-01,31,6007.8,0.0,7248.39
HEIMDAL,1990-08-01,31,9099.9,0.0,9298.39
HEIMDAL,1990-09-01,30,10229.3,0.0,9527.33
HEIMDAL,1990-10-01,31,9136.4,0.0,10280.0
HEIMDAL,1990-11-01,30,9669.5,0.0,10271.67
HEIMDAL,1990-12-01,31,9463.1,0.0,10332.58
HEIMDAL,1991-01-01,31,5378.8,0.0,7500.97
HEIMDAL,1991-02-01,28,7028.9,0.0,10542.5
HEIMDAL,1991-03-01,31,12102.8,0.0,11741.61
HEIMDAL,1991-04-01,30,9816.3,0.0,10203.0
HEIMDAL,1991-05-01,31,11070.0,0.0,11278.39
HEIMDAL,1991-06-01,30,10139.2,0.0,9671.67
HEIMDAL,1991-07-01,31,8602.8,0.0,9663.55
HEIMDAL,1991-08-01,31,2704.6,0.0,2226.13
HEIMDAL,1991-09-01,30,8147.4,0.0,8826.0
HEIMDAL,1991-10-01,31,9246.0,0.0,10386.13
HEIMDAL,1991-11-01,30,9218.8,0.0,10297.0
HEIMDAL,1991-12-01,31,9193.3,0.0,10144.19
HEIMDAL,1992-01-01,31,9349.5,0.0,10515.16
HEIMDAL,1992-02-01,29,9890.2,0.0,10108.97
HEIMDAL,1992-03-01,31,9024.8,0.0,10020.32
HEIMDAL,1992-04-01,30,7637.9,0.0,8810.0
HEIMDAL,1992-05-01,31,7943.4,0.0,9220.0
HEIMDAL,1992-06-01,30,7795.2,0.0,8818.67
HEIMDAL,1992-07-01,31,8000.2,0.0,8289.68
HEIMDAL,1992-08-01,31,8980.2,0.0,9777.74
HEIMDAL,1992-09-01,30,7679.8,0.0,8859.67
HEIMDAL,1992-10-01,31,8454.7,0.0,10084.84
HEIMDAL,1992-11-01,30,7881.1,0.0,10310.0
HEIMDAL,1992-12-01,31,8696.2,0.0,10213.23
HEIMDAL,1993-01-01,31,9475.3,0.0,10934.52
HEIMDAL,1993-02-01,28,8226.2,0.0,10673.21
HEIMDAL,1993-03-01,31,3023.2,0.0,8373.87
HEIMDAL,1993-04-01,30,6757.3,0.0,8312.33
HEIMDAL,1993-05-01,31,9250.1,0.0,8714.84
HEIMDAL,1993-06-01,30,9963.0,0.0,9907.33
HEIMDAL,1993-07-01,31,7750.7,0.0,7163.55
HEIMDAL,1993-08-01,31,3719.1,0.0,5290.32
HEIMDAL,1993-09-01,30,10617.2,0.0,11207.0
HEIMDAL,1993-10-01,31,10075.9,0.0,11461.61
HEIMDAL,1993-11-01,30,11348.9,0.0,12295.33
HEIMDAL,1993-12-01,31,10207.7,0.0,11127.42
HEIMDAL,1994-01-01,31,9779.6,0.0,11063.55
HEIMDAL,1994-02-01,28,10171.5,0.0,11172.86
HEIMDAL,1994-03-01,31,9507.7,0.0,9647.42
HEIMDAL,1994-04-01,30,8652.7,0.0,10107.33
HEIMDAL,1994-05-01,31,6226.9,0.0,7908.06
HEIMDAL,1994-06-01,30,6250.0,0.0,8321.0
HEIMDAL,1994-07-01,31,6222.8,0.0,7301.61
HEIMDAL,1994-08-01,31,3092.1,0.0,4627.42
HEIMDAL,1994-09-01,30,6704.9,0.0,8984.67
HEIMDAL,1994-10-01,31,7286.0,0.0,9523.87
HEIMDAL,1994-11-01,30,8478.7,0.0,9510.0
HEIMDAL,1994-12-01,31,9730.9,0.0,10369.35
HEIMDAL,1995-01-01,31,11043.7,0.0,10696.45
HEIMDAL,1995-02-01,28,10699.4,0.0,9815.0
HEIMDAL,1995-03-01,31,8371.5,0.0,9320.0
HEIMDAL,1995-04-01,30,8030.0,0.0,9633.67
HEIMDAL,1995-05-01,31,6835.6,0.0,9158.71
HEIMDAL,1995-06-01,30,6002.6,0.0,7948.0
HEIMDAL,1995-07-01,31,5374.7,0.0,8264.84
HEIMDAL,1995-08-01,31,6730.1,0.0,9519.68
HEIMDAL,1995-09-01,30,7361.2,0.0,9695.0
HEIMDAL,1995-10-01,31,5853.6,0.0,5418.71
HEIMDAL,1995-11-01,30,9625.5,0.0,10167.0
HEIMDAL,1995-12-01,31,10627.7,0.0,13307.74
HEIMDAL,1996-01-01,31,11494.1,0.0,13475.16
HEIMDAL,1996-02-01,29,11380.2,0.0,12376.9
HEIMDAL,1996-03-01,31,11534.7,0.0,13636.77
HEIMDAL,1996-04-01,30,11791.3,0.0,13326.0
HEIMDAL,1996-05-01,31,9530.1,0.0,11254.52
HEIMDAL,1996-06-01,30,9766.0,0.0,12559.67
HEIMDAL,1996-07-01,31,11404.8,0.0,12463.23
HEIMDAL,1996-08-01,31,11333.8,0.0,12799.68
HEIMDAL,1996-09-01,30,10828.9,0.0,13940.33
HEIMDAL,1996-10-01,31,10388.3,0.0,12196.77
HEIMDAL,1996-11-01,30,10034.3,0.0,10939.0
HEIMDAL,1996-12-01,31,9897.3,0.0,10870.97
HEIMDAL,1997-01-01,31,9611.2,0.0,11458.39
HEIMDAL,1997-02-01,28,10371.4,0.0,10830.36
HEIMDAL,1997-03-01,31,10846.9,0.0,10067.42
HEIMDAL,1997-04-01,30,5400.8,0.0,5140.0
HEIMDAL,1997-05-01,31,4867.5,0.0,4555.48
HEIMDAL,1997-06-01,30,5914.5,0.0,5979.0
HEIMDAL,1997-07-01,31,7168.3,0.0,8187.74
HEIMDAL,1997-08-01,31,7399.6,0.0,7831.94
HEIMDAL,1997-09-01,30,6763.6,0.0,5345.33
HEIMDAL,1997-10-01,31,5001.4,0.0,6264.84
HEIMDAL,1997-11-01,30,5375.7,0.0,6445.67
HEIMDAL,1997-12-01,31,5630.4,0.0,7168.71
HEIMDAL,1998-01-01,31,5409.2,0.0,5326.77
HEIMDAL,1998-02-01,28,5485.6,0.0,5438.93
HEIMDAL,1998-03-01,31,4735.6,0.0,4863.55
HEIMDAL,1998-04-01,30,3407.0,0.0,3190.67
HEIMDAL,1998-05-01,31,3197.7,0.0,2496.77
HEIMDAL,1998-06-01,30,3155.4,0.0,3241.33
HEIMDAL,1998-07-01,31,3333.6,0.0,3158.06
HEIMDAL,1998-08-01,31,1454.8,0.0,1791.94
HEIMDAL,1998-09-01,30,2624.9,0.0,3441.0
HEIMDAL,1998-10-01,31,3019.1,0.0,3012.26
HEIMDAL,1998-11-01,30,3365.0,0.0,3722.0
HEIMDAL,1998-12-01,31,3157.1,0.0,4066.45
HEIMDAL,1999-01-01,31,3069.8,0.0,3977.42
HEIMDAL,1999-02-01,28,2900.0,0.0,2917.5
HEIMDAL,1999-03-01,31,2716.8,0.0,3015.81
HEIMDAL,1999-04-01,30,2979.3,0.0,3519.67
HEIMDAL,1999-05-01,31,3092.1,0.0,3373.23
HEIMDAL,1999-06-01,30,2824.1,0.0,2631.33
HEIMDAL,1999-07-01,31,2361.7,0.0,2570.0
HEIMDAL,1999-08-01,31,2380.0,0.0,2599.03
HEIMDAL,1999-09-01,30,2134.3,0.0,2411.67
HEIMDAL,1999-10-01,31,0.0,0.0,0.0
HEIMDAL,1999-11-01,30,0.0,0.0,0.0
HEIMDAL,1999-12-01,31,0.0,0.0,0.0
HEIMDAL,2000-01-01,31,0.0,0.0,0.0
HEIMDAL,2000-02-01,29,0.0,0.0,0.0
HEIMDAL,2000-03-01,31,0.0,0.0,0.0
HEIMDAL,2000-04-01,30,0.0,0.0,0.0
HEIMDAL,2000-05-01,31,0.0,0.0,0.0
HEIMDAL,2000-06-01,30,0.0,0.0,0.0
HEIMDAL,2000-07-01,31,0.0,0.0,0.0
HEIMDAL,2000-08-01,31,0.0,0.0,0.0
HEIMDAL,2000-09-01,30,0.0,0.0,0.0
HEIMDAL,2000-10-01,31,0.0,0.0,0.0
HEIMDAL,2000-11-01,30,0.0,0.0,0.0
HEIMDAL,2000-12-01,31,0.0,0.0,0.0
HEIMDAL,2001-01-01,31,0.0,0.0,0.0
HEIMDAL,2001-02-01,28,0.0,0.0,0.0
HEIMDAL,2001-03-01,31,0.0,0.0,0.0
HEIMDAL,2001-04-01,30,0.0,0.0,0.0
HEIMDAL,2001-05-01,31,0.0,0.0,0.0
HEIMDAL,2001-06-01,30,0.0,0.0,0.0
HEIMDAL,2001-07-01,31,0.0,2.0,0.0
HEIMDAL,2001-08-01,31,0.0,0.0,540.32
HEIMDAL,2001-09-01,30,0.0,2.1,1559.67
HEIMDAL,2001-10-01,31,0.0,0.0,2082.9
HEIMDAL,2001-11-01,30,1580.8,0.0,2073.0
HEIMDAL,2001-12-01,31,1042.9,0.0,1208.71
HEIMDAL,2002-01-01,31,1424.3,0.0,1147.42
HEIMDAL,2002-02-01,28,2019.5,0.0,1887.86
HEIMDAL,2002-03-01,31,2935.9,0.0,2369.68
HEIMDAL,2002-04-01,30,2612.4,0.0,1974.67
HEIMDAL,2002-05-01,31,2152.7,0.0,1749.35
HEIMDAL,2002-06-01,30,1740.2,0.0,1842.0
HEIMDAL,2002-07-01,31,2073.6,0.0,1595.16
HEIMDAL,2002-08-01,31,1014.5,0.0,790.65
HEIMDAL,2002-09-01,30,1071.4,0.0,1323.0
HEIMDAL,2002-10-01,31,1308.7,0.0,999.68
HEIMDAL,2002-11-01,30,1004.3,0.0,1086.67
HEIMDAL,2002-12-01,31,1215.4,0.0,1258.39
HEIMDAL,2003-01-01,31,1134.2,0.0,1375.16
HEIMDAL,2003-02-01,28,1740.9,0.0,2029.64
HEIMDAL,2003-03-01,31,795.4,0.0,816.13
HEIMDAL,2003-04-01,30,1358.6,0.0,1557.0
HEIMDAL,2003-05-01,31,1355.4,0.0,1558.71
HEIMDAL,2003-06-01,30,983.3,0.0,847.33
HEIMDAL,2003-07-01,31,420.0,0.0,439.03
HEIMDAL,2003-08-01,31,608.7,0.0,724.19
HEIMDAL,2003-09-01,30,685.6,0.0,630.0
HEIMDAL,2003-10-01,31,424.1,0.0,419.35
HEIMDAL,2003-11-01,30,624.8,0.0,873.33
HEIMDAL,2003-12-01,31,1609.0,0.0,1831.61
HEIMDAL,2004-01-01,31,1655.6,0.0,1746.45
HEIMDAL,2004-02-01,29,1518.2,0.0,1591.03
HEIMDAL,2004-03-01,31,990.1,0.0,769.03
HEIMDAL,2004-04-01,30,400.5,0.0,395.33
HEIMDAL,2004-05-01,31,805.5,0.0,1025.81
HEIMDAL,2004-06-01,30,1132.2,0.0,1046.33
HEIMDAL,2004-07-01,31,633.0,0.0,564.84
HEIMDAL,2004-08-01,31,385.5,0.0,500.97
HEIMDAL,2004-09-01,30,304.0,0.0,438.33
HEIMDAL,2004-10-01,31,669.6,0.0,707.74
HEIMDAL,2004-11-01,30,1079.7,0.0,1171.67
HEIMDAL,2004-12-01,31,969.8,0.0,1108.39
HEIMDAL,2005-01-01,31,1156.5,0.0,1182.26
HEIMDAL,2005-02-01,28,1462.4,0.0,1573.21
HEIMDAL,2005-03-01,31,1469.0,0.0,1395.48
HEIMDAL,2005-04-01,30,1182.5,0.0,1133.0
HEIMDAL,2005-05-01,31,872.5,0.0,978.06
HEIMDAL,2005-06-01,30,270.5,0.0,168.0
HEIMDAL,2005-07-01,31,446.4,0.0,687.74
HEIMDAL,2005-08-01,31,779.1,0.0,832.58
HEIMDAL,2005-09-01,30,662.5,0.0,685.67
HEIMDAL,2005-10-01,31,418.0,0.0,327.1
HEIMDAL,2005-11-01,30,413.0,0.0,447.67
HEIMDAL,2005-12-01,31,310.4,0.0,235.81
HEIMDAL,2006-01-01,31,103.5,0.0,194.19
HEIMDAL,2006-02-01,28,161.7,0.0,198.21
HEIMDAL,2006-03-01,31,135.9,0.0,145.48
HEIMDAL,2006-04-01,30,314.5,0.0,269.33
HEIMDAL,2006-05-01,31,105.5,0.0,248.71
HEIMDAL,2006-06-01,30,285.1,0.0,331.0
HEIMDAL,2006-07-01,31,395.6,0.0,567.74
HEIMDAL,2006-08-01,31,381.4,0.0,407.74
HEIMDAL,2006-09-01,30,656.2,0.0,567.67
HEIMDAL,2006-10-01,31,645.2,0.0,813.87
HEIMDAL,2006-11-01,30,794.6,0.0,816.0
HEIMDAL,2006-12-01,31,728.4,0.0,611.61
HEIMDAL,2007-01-01,31,586.4,0.0,492.58
HEIMDAL,2007-02-01,28,667.2,0.0,710.71
HEIMDAL,2007-03-01,31,600.6,0.0,162.26
HEIMDAL,2007-04-01,30,511.6,0.0,259.33
HEIMDAL,2007-05-01,31,239.4,0.0,287.1
HEIMDAL,2007-06-01,30,205.5,0.0,288.0
HEIMDAL,2007-07-01,31,306.4,0.0,259.35
HEIMDAL,2007-08-01,31,371.3,0.0,435.48
HEIMDAL,2007-09-01,30,402.5,0.0,474.0
HEIMDAL,2007-10-01,31,519.4,0.0,614.84
HEIMDAL,2007-11-01,30,461.3,0.0,492.33
HEIMDAL,2007-12-01,31,442.3,0.0,447.42
HEIMDAL,2008-01-01,31,334.8,0.0,390.32
HEIMDAL,2008-02-01,29,462.0,0.0,528.62
HEIMDAL,2008-03-01,31,314.5,0.0,358.39
HEIMDAL,2008-04-01,30,352.2,0.0,455.0
HEIMDAL,2008-05-01,31,411.9,0.0,517.42
HEIMDAL,2008-06-01,30,394.2,0.0,559.0
HEIMDAL,2008-07-01,31,401.7,0.0,548.39
HEIMDAL,2008-08-01,31,255.6,0.0,137.74
HEIMDAL,2008-09-01,30,408.8,0.0,450.67
HEIMDAL,2008-10-01,31,405.8,0.0,520.0
HEIMDAL,2008-11-01,30,394.2,0.0,552.0
HEIMDAL,2008-12-01,31,389.6,0.0,559.35
HEIMDAL,2009-01-01,31,434.2,0.0,581.94
HEIMDAL,2009-02-01,28,395.4,0.0,521.43
HEIMDAL,2009-03-01,31,444.3,0.0,576.13
HEIMDAL,2009-04-01,30,517.9,0.0,567.67
HEIMDAL,2009-05-01,31,515.4,0.0,590.65
HEIMDAL,2009-06-01,30,312.4,0.0,328.0
HEIMDAL,2009-07-01,31,456.5,0.0,572.9
HEIMDAL,2009-08-01,31,395.6,0.0,509.03
HEIMDAL,2009-09-01,30,524.2,0.0,584.67
HEIMDAL,2009-10-01,31,501.2,0.0,578.71
HEIMDAL,2009-11-01,30,345.9,0.0,577.33
HEIMDAL,2009-12-01,31,432.2,0.0,564.19
HEIMDAL,2010-01-01,31,424.1,0.0,543.55
HEIMDAL,2010-02-01,28,438.0,0.0,498.93
HEIMDAL,2010-03-01,31,383.5,0.0,493.23
HEIMDAL,2010-04-01,30,373.2,0.0,445.67
HEIMDAL,2010-05-01,31,377.4,0.0,477.42
HEIMDAL,2010-06-01,30,339.6,0.0,539.67
HEIMDAL,2010-07-01,31,454.5,0.0,527.74
HEIMDAL,2010-08-01,31,468.7,0.0,550.97
HEIMDAL,2010-09-01,30,440.3,0.0,554.67
HEIMDAL,2010-10-01,31,296.2,0.0,409.68
HEIMDAL,2010-11-01,30,643.7,0.0,560.33
HEIMDAL,2010-12-01,31,531.6,0.0,550.0
HEIMDAL,2011-01-01,31,562.0,0.0,541.61
HEIMDAL,2011-02-01,28,249.3,0.0,175.71
HEIMDAL,2011-03-01,31,282.0,0.0,424.84
HEIMDAL,2011-04-01,30,322.9,0.0,481.0
HEIMDAL,2011-05-01,31,381.4,0.0,274.19
HEIMDAL,2011-06-01,30,69.2,0.0,260.0
HEIMDAL,2011-07-01,31,531.6,0.0,446.45
HEIMDAL,2011-08-01,31,271.9,0.0,437.42
HEIMDAL,2011-09-01,30,278.8,0.0,352.0
HEIMDAL,2011-10-01,31,411.9,0.0,411.61
HEIMDAL,2011-11-01,30,232.7,0.0,191.33
HEIMDAL,2011-12-01,31,64.9,0.0,0.0
HEIMDAL,2012-01-01,31,0.0,0.0,0.0
HEIMDAL,2012-02-01,29,0.0,0.0,0.0
HEIMDAL,2012-03-01,31,0.0,0.0,0.0
HEIMDAL,2012-04-01,30,0.0,0.0,0.0
HEIMDAL,2012-05-01,31,0.0,0.0,0.0
HEIMDAL,2012-06-01,30,0.0,0.0,0.0
HEIMDAL,2012-07-01,31,0.0,0.0,0.0
HEIMDAL,2012-08-01,31,0.0,0.0,0.0
HEIMDAL,2012-09-01,30,0.0,0.0,0.0
HEIMDAL,2012-10-01,31,0.0,0.0,0.0
HEIMDAL,2012-11-01,30,0.0,0.0,0.0
HEIMDAL,2012-12-01,31,0.0,0.0,0.0
HEIMDAL,2013-01-01,31,0.0,0.0,0.0
HEIMDAL,2013-02-01,28,0.0,0.0,0.0
HEIMDAL,2013-03-01,31,0.0,0.0,0.0
HEIMDAL,2013-04-01,30,0.0,0.0,0.0
HEIMDAL,2013-05-01,31,0.0,0.0,0.0
HEIMDAL,2013-06-01,30,0.0,0.0,0.0
HEIMDAL,2013-07-01,31,0.0,0.0,0.0
HEIMDAL,2013-08-01,31,0.0,0.0,0.0
HEIMDAL,2013-09-01,30,0.0,0.0,0.0
HEIMDAL,2013-10-01,31,154.2,0.0,0.0
HEIMDAL,2013-11-01,30,0.0,0.0,0.0
HEIMDAL,2013-12-01,31,0.0,0.0,0.0
