PROF,GR,DEN,NEU,RDEP,AC
3641.49,63.25,2.3752,32.43,1.123,115.5
3641.65,60.91,2.3764,24.58,1.159,114.11
3641.8,58.23,2.3776,48.42,1.216,112.52
3641.95,50.37,2.3834,46.52,1.297,107.86
3642.1,48.71,2.427,39.31,1.366,106.88
3642.26,50.16,2.4748,44.22,1.373,107.74
3642.41,55.43,2.4895,44.58,1.31,110.86
3642.56,54.28,2.4657,35.66,1.243,110.17
3642.71,54.2,2.4197,61.55,1.201,110.13
3642.87,51.53,2.3424,53.1,1.151,108.55
3643.02,58.87,2.2793,52.53,1.069,112.9
3643.17,55.38,2.2804,53.29,1.003,110.83
3643.32,64.0,2.3153,59.59,0.945,115.94
3643.48,56.48,2.3092,59.17,0.907,111.48
3643.63,47.17,2.2926,54.9,0.851,105.96
3643.78,44.28,2.3218,59.18,0.814,104.25
3643.93,46.98,2.3819,54.67,0.765,105.85
3644.09,55.33,2.375,61.8,0.762,110.8
3644.24,58.93,2.2895,42.3,0.735,112.94
3644.39,52.18,2.215,39.61,0.804,108.93
3644.54,58.77,2.2112,51.52,0.813,112.84
3644.69,56.07,2.2413,61.25,0.893,111.24
3644.85,55.54,2.2616,47.05,0.867,110.92
3645.0,62.54,2.2698,48.14,0.892,115.07
3645.15,52.88,2.3138,79.12,0.834,109.35
3645.3,54.57,2.3722,36.28,0.792,110.35
3645.46,47.17,2.3755,25.94,0.769,105.96
3645.61,49.24,2.3547,38.35,0.789,107.19
3645.76,52.33,2.3403,30.7,0.916,109.02
3645.91,53.99,2.3273,30.53,1.022,110.0
3646.07,58.9,2.3121,30.96,0.951,112.91
3646.22,52.13,2.2781,29.99,0.968,108.9
3646.37,58.14,2.2591,42.27,0.979,112.46
3646.52,60.91,2.2744,55.76,0.951,114.11
3646.68,59.19,2.3075,49.76,0.933,113.08
3646.83,52.48,2.3428,43.57,0.9,109.11
3646.98,59.41,2.3558,53.09,0.889,113.22
3647.13,53.75,2.3483,67.44,0.89,109.86
3647.29,61.31,2.3501,46.76,0.902,114.34
3647.44,58.2,2.3584,51.58,0.907,112.5
3647.59,68.44,2.3588,40.74,0.879,118.57
3647.74,67.85,2.3538,56.71,0.869,118.22
3647.9,67.13,2.3528,45.81,0.826,117.79
3648.05,67.58,2.3411,51.76,0.822,118.06
3648.2,70.56,2.2972,77.22,0.87,119.82
3648.35,58.93,2.2184,69.64,0.871,112.93
3648.5,54.89,2.2425,57.04,0.857,110.54
3648.66,47.76,2.2932,60.99,0.801,106.32
3648.81,47.35,2.3223,46.85,0.767,106.07
3648.96,48.14,2.3174,44.82,0.774,106.54
3649.11,49.27,2.3009,37.62,0.756,107.21
3649.27,49.8,2.2922,41.1,0.765,107.52
3649.42,49.63,2.2778,32.99,0.762,107.42
3649.57,55.92,2.2679,31.72,0.764,111.15
3649.72,53.05,2.2761,38.78,0.764,109.45
3649.88,53.26,2.2931,43.28,0.769,109.57
3650.03,49.38,2.3091,37.14,0.765,107.27
3650.18,52.4,2.3208,51.87,0.764,109.06
3650.33,50.18,2.3099,58.67,0.766,107.74
3650.49,54.29,2.2953,42.81,0.762,110.18
3650.64,56.43,2.3029,49.94,0.756,111.45
3650.79,57.42,2.326,51.65,0.748,112.04
3650.94,58.11,2.3408,31.24,0.75,112.44
3651.1,54.87,2.3027,34.88,0.744,110.53
3651.25,47.91,2.2604,32.95,0.731,106.4
3651.4,49.76,2.2569,29.91,0.721,107.5
3651.55,47.48,2.2649,33.92,0.72,106.14
3651.71,49.2,2.2621,32.95,0.726,107.17
3651.86,41.96,2.248,40.3,0.735,102.88
3652.01,42.41,2.2417,41.02,0.747,103.14
3652.16,55.37,2.2647,40.14,0.766,110.82
3652.31,66.29,2.2913,53.57,0.777,117.29
3652.47,68.08,2.2828,54.96,0.779,118.36
3652.62,68.08,2.2804,47.84,0.764,118.36
3652.77,65.39,2.2967,65.13,0.74,116.76
3652.92,72.91,2.3085,50.28,0.726,121.22
3653.08,67.49,2.3022,68.49,0.727,118.0
3653.23,77.38,2.2865,74.35,0.725,123.87
3653.38,75.73,2.2644,65.88,0.73,122.89
3653.53,71.45,2.25,62.82,0.734,120.35
3653.69,65.42,2.2475,57.62,0.742,116.78
3653.84,72.8,2.2543,40.22,0.75,121.15
3653.99,69.5,2.2689,49.1,0.751,119.2
3654.14,70.29,2.273,48.97,0.758,119.66
3654.3,73.63,2.2713,49.53,0.765,121.65
3654.45,79.34,2.2681,54.68,0.764,125.03
3654.6,79.34,2.2727,64.35,0.756,125.03
3654.75,75.44,2.287,63.04,0.738,122.72
3654.91,77.52,2.2872,51.04,0.718,123.95
3655.06,65.69,2.2845,62.24,0.7,123.84
3655.21,65.39,2.2774,64.66,0.686,124.12
3655.36,66.32,2.2696,47.92,0.676,124.4
3655.52,70.66,2.269,55.45,0.656,124.68
3655.67,62.58,2.2557,53.17,0.632,124.95
3655.82,56.16,2.2026,43.64,0.609,125.23
3655.97,44.92,2.1643,50.35,0.6,125.51
3656.12,36.12,2.158,44.13,0.569,125.79
3656.28,35.57,2.1595,36.73,0.534,126.07
3656.43,32.05,2.1592,34.05,0.457,126.34
3656.58,31.91,2.1539,31.43,0.409,126.62
3656.73,26.12,2.1531,31.87,0.406,120.6
3656.89,31.69,2.1538,34.43,0.406,112.71
3657.04,30.47,2.1469,34.43,0.402,112.91
3657.19,29.0,2.146,34.8,0.398,115.36
3657.34,31.09,2.1457,25.98,0.386,117.38
3657.5,28.86,2.1492,30.78,0.378,102.74
3657.65,28.25,2.1528,34.04,0.374,102.25
3657.8,33.14,2.1463,29.33,0.366,102.46
3657.95,29.73,2.1416,32.14,0.365,102.05
3658.11,26.72,2.1453,31.2,0.365,102.51
3658.26,29.38,2.1515,25.4,0.372,101.75
3658.41,25.5,2.1517,30.55,0.384,100.97
3658.56,28.29,2.1503,31.13,0.401,101.41
3658.72,26.27,2.1515,29.62,0.411,100.88
3658.87,26.61,2.1573,30.06,0.413,100.81
3659.02,26.21,2.1599,34.98,0.445,100.91
3659.17,25.08,2.154,29.36,0.466,100.68
3659.33,25.99,2.1582,29.73,0.473,100.37
3659.48,29.84,2.1652,28.04,0.486,99.7
3659.63,23.93,2.1707,23.89,0.49,99.2
3659.78,30.0,2.1792,26.01,0.496,98.42
3659.93,26.46,2.182,27.46,0.494,98.7
3660.09,25.11,2.1777,25.62,0.494,98.18
3660.24,25.1,2.1765,25.79,0.495,98.34
3660.39,27.77,2.1854,22.62,0.489,98.7
3660.54,25.94,2.1847,29.05,0.499,98.22
3660.7,26.07,2.1829,23.92,0.505,98.15
3660.85,27.68,2.1838,26.86,0.512,97.19
3661.0,24.36,2.1945,29.85,0.523,93.47
3661.15,29.99,2.2156,31.61,0.55,90.5
3661.31,29.17,2.2435,36.52,0.576,95.86
3661.46,41.69,2.2712,53.5,0.62,95.98
3661.61,57.11,2.2881,45.92,0.656,96.33
3661.76,64.68,2.2925,66.96,0.642,97.47
3661.92,72.0,2.2888,54.07,0.643,97.4
3662.07,65.37,2.2828,50.47,0.664,95.75
3662.22,70.44,2.2813,58.44,0.721,95.96
3662.37,69.6,2.2904,57.19,0.727,95.86
3662.53,63.41,2.2998,49.42,0.736,97.51
3662.68,67.29,2.3212,61.8,0.754,99.56
3662.83,67.4,2.3436,80.3,0.756,100.25
3662.98,63.99,2.3407,56.76,0.756,106.07
3663.14,75.52,2.3345,61.96,0.751,113.87
3663.29,68.75,2.3385,51.09,0.744,115.95
3663.44,60.97,2.3212,46.81,0.728,113.77
3663.59,63.5,2.27,60.86,0.742,113.75
3663.74,66.29,2.2484,52.38,0.771,108.73
3663.9,63.24,2.2677,67.37,0.8,100.78
3664.05,58.65,2.3283,44.76,0.818,97.93
3664.2,57.75,2.3907,42.33,0.855,109.7
3664.35,57.67,2.4256,39.42,0.958,112.19
3664.51,52.74,2.4449,31.09,1.094,109.26
3664.66,55.41,2.4575,34.11,1.16,110.85
3664.81,53.06,2.4555,33.19,1.24,109.45
3664.96,50.42,2.4367,32.28,1.306,107.89
3665.12,51.98,2.3969,31.68,1.323,108.81
3665.27,53.68,2.3613,35.53,1.272,109.82
3665.42,52.84,2.4284,37.58,1.247,109.33
3665.57,52.95,2.4461,41.73,1.227,109.39
3665.73,50.88,2.4101,45.79,1.148,108.16
3665.88,49.62,2.3716,57.13,1.029,107.41
3666.03,48.54,2.3389,89.85,0.963,107.17
3666.18,50.02,2.2976,58.31,0.996,109.62
3666.34,52.85,2.2679,45.14,1.043,108.62
3666.49,53.4,2.2881,32.81,0.974,112.38
3666.64,56.21,2.3159,28.4,0.924,122.97
3666.79,60.37,2.3238,44.92,0.908,124.52
3666.95,61.26,2.3254,56.45,0.904,121.07
3667.1,60.03,2.333,56.01,0.926,116.89
3667.25,60.11,2.3367,59.91,0.94,115.09
3667.4,61.99,2.3308,32.79,0.877,114.78
3667.55,60.21,2.318,51.6,0.808,114.64
3667.71,62.88,2.2975,62.86,0.859,116.16
3667.86,62.72,2.2917,48.76,0.809,115.62
3668.01,50.49,2.2969,60.13,0.729,115.08
3668.16,55.14,2.2969,53.37,0.722,114.55
3668.32,62.1,2.2873,51.54,0.702,114.01
3668.47,61.88,2.2793,55.76,0.694,113.47
3668.62,65.16,2.2798,35.19,0.685,112.93
3668.77,48.03,2.2874,56.88,0.676,112.39
3668.93,33.68,2.2756,92.78,0.662,111.85
3669.08,34.67,2.2216,51.82,0.636,111.31
3669.23,37.45,2.1701,30.88,0.608,110.77
3669.38,31.52,2.1534,28.62,0.597,109.11
3669.54,29.88,2.1565,29.66,0.576,106.18
3669.69,35.32,2.1601,27.54,0.521,105.17
3669.84,36.67,2.1599,29.56,0.484,103.63
3669.99,31.2,2.1636,28.02,0.456,101.95
3670.15,30.53,2.1637,26.69,0.427,102.78
3670.3,34.94,2.1661,26.86,0.408,102.0
3670.45,34.93,2.1728,29.92,0.395,101.4
3670.6,30.46,2.1711,25.75,0.394,102.66
3670.76,30.51,2.1732,34.34,0.384,100.47
3670.91,31.76,2.1789,22.43,0.376,99.57
3671.06,33.2,2.1774,21.63,0.389,99.52
3671.21,31.45,2.1724,28.82,0.406,100.94
3671.36,32.25,2.1762,24.06,0.42,100.94
3671.52,32.25,2.1831,22.26,0.426,98.76
3671.67,31.34,2.1868,21.57,0.432,97.22
3671.82,35.91,2.1918,25.61,0.451,96.13
3671.97,33.28,2.1992,25.57,0.464,94.42
3672.13,31.65,2.2022,26.56,0.484,95.56
3672.28,31.28,2.2022,27.65,0.512,94.41
3672.43,36.81,2.2035,22.02,0.56,92.62
3672.58,34.3,2.2065,30.47,0.582,92.84
3672.74,37.15,2.21,36.57,0.615,92.7
3672.89,34.48,2.2334,37.03,0.685,92.82
3673.04,50.79,2.2816,41.68,0.812,94.55
3673.19,55.87,2.3379,47.4,0.912,96.11
3673.35,63.36,2.4314,49.56,1.031,97.9
3673.5,64.3,2.5257,36.66,1.19,106.38
3673.65,60.34,2.5522,29.23,1.308,113.77
3673.8,50.76,2.5544,26.28,1.496,108.09
3673.96,38.48,2.5496,19.23,1.579,100.81
3674.11,34.44,2.5218,16.73,1.687,98.42
3674.26,35.19,2.4739,17.52,1.881,92.34
3674.41,40.33,2.4468,21.74,1.948,90.05
3674.57,39.25,2.4432,28.59,1.798,87.08
3674.72,51.29,2.457,39.19,1.519,81.29
3674.87,70.76,2.4503,37.74,1.285,107.79
3675.02,66.7,2.3878,51.46,1.221,111.72
3675.17,67.18,2.2951,63.31,1.154,118.36
3675.33,72.53,2.2469,51.73,1.07,117.4
3675.48,63.61,2.2256,42.4,0.967,117.03
3675.63,65.74,2.214,44.08,0.964,116.35
3675.78,55.51,2.1982,32.11,0.972,115.36
3675.94,52.69,2.1816,34.12,0.912,115.24
3676.09,47.37,2.1811,42.34,0.869,115.7
3676.24,46.72,2.1918,41.74,0.874,115.5
3676.39,50.4,2.1954,34.02,0.841,111.86
3676.55,47.7,2.199,38.39,0.786,106.94
3676.7,41.97,2.2006,42.35,0.777,109.55
3676.85,45.19,2.1943,32.71,0.745,108.54
3677.0,50.16,2.193,38.05,0.724,106.47
3677.16,48.37,2.2082,40.84,0.712,107.12
3677.31,47.56,2.2058,27.07,0.686,117.03
3677.46,45.14,2.1798,33.1,0.659,113.49
3677.61,38.33,2.1756,35.48,0.603,109.97
3677.77,38.28,2.1949,30.24,0.534,101.86
3677.92,41.67,2.2345,31.57,0.515,101.35
3678.07,49.14,2.2622,30.97,0.513,100.91
3678.22,66.86,2.2662,38.65,0.501,101.43
3678.38,65.72,2.2282,41.73,0.478,101.94
3678.53,64.9,2.1672,68.81,0.465,102.45
3678.68,46.01,2.1342,41.5,0.46,102.96
3678.83,35.83,2.1335,31.3,0.455,103.48
3678.98,28.77,2.1445,29.43,0.452,103.99
3679.14,30.37,2.1525,35.12,0.448,104.5
3679.29,29.45,2.151,22.71,0.438,104.44
3679.44,33.31,2.154,31.38,0.428,104.17
3679.59,28.42,2.1575,26.14,0.42,104.22
3679.75,31.73,2.1585,23.44,0.418,102.84
3679.9,25.52,2.1599,26.86,0.416,101.48
3680.05,25.73,2.1662,28.22,0.411,101.16
3680.2,31.11,2.1755,26.3,0.404,101.2
3680.36,31.71,2.1812,27.81,0.4,100.99
3680.51,27.77,2.1832,29.65,0.395,99.28
3680.66,31.76,2.1839,23.59,0.395,98.77
3680.81,26.9,2.1844,23.14,0.396,98.21
3680.97,31.68,2.184,23.52,0.396,97.84
3681.12,29.78,2.1859,21.96,0.397,97.69
3681.27,31.08,2.189,27.09,0.401,97.67
3681.42,32.9,2.1877,27.94,0.402,97.43
3681.58,32.09,2.1866,24.92,0.405,97.25
3681.73,32.03,2.1906,25.59,0.409,97.56
3681.88,33.31,2.1935,24.21,0.41,96.94
3682.03,32.06,2.1945,23.8,0.411,96.85
3682.19,27.77,2.1936,29.87,0.412,96.86
3682.34,33.88,2.1957,24.96,0.417,96.78
3682.49,32.52,2.1956,25.71,0.418,96.85
3682.64,32.63,2.1938,24.87,0.422,96.75
3682.79,29.48,2.1905,25.14,0.422,96.94
3682.95,30.21,2.1905,25.06,0.422,97.04
3683.1,32.25,2.1918,27.9,0.423,96.84
3683.25,28.09,2.1965,26.94,0.423,96.91
3683.4,32.76,2.1947,28.56,0.424,97.02
3683.56,29.75,2.1922,28.77,0.427,97.05
3683.71,32.98,2.192,23.81,0.427,97.31
3683.86,29.86,2.1927,21.35,0.419,97.42
3684.01,32.25,2.2011,26.6,0.41,97.34
3684.17,31.6,2.2074,25.69,0.405,96.93
3684.32,28.88,2.2094,25.04,0.395,97.21
3684.47,32.12,2.203,25.35,0.388,98.48
3684.62,30.21,2.1973,25.94,0.385,99.46
3684.78,30.97,2.1889,24.1,0.384,98.24
3684.93,29.62,2.1787,24.41,0.381,98.75
3685.08,29.55,2.1704,27.35,0.385,98.7
3685.23,34.07,2.1677,25.56,0.385,98.66
3685.39,32.68,2.1673,29.11,0.382,98.52
3685.54,26.88,2.1687,30.4,0.378,98.19
3685.69,34.86,2.1702,28.31,0.378,97.57
3685.84,39.39,2.1722,26.16,0.381,97.9
3686.0,34.62,2.1698,26.96,0.387,100.22
3686.15,29.83,2.164,26.86,0.393,100.81
3686.3,32.5,2.1646,31.35,0.39,99.74
3686.45,33.96,2.1776,30.36,0.386,99.47
3686.6,33.69,2.1916,21.92,0.388,96.28
3686.76,29.56,2.2014,20.18,0.392,93.21
3686.91,28.42,2.2107,19.08,0.392,91.42
3687.06,35.16,2.2208,13.8,0.398,90.63
3687.21,33.14,2.2422,7.71,0.42,87.33
3687.37,29.31,2.3067,6.09,0.452,79.0
3687.52,28.51,2.4277,5.84,0.489,69.13
3687.67,24.7,2.5357,6.21,0.54,59.42
3687.82,26.54,2.5788,5.79,0.598,54.15
3687.98,26.66,2.5836,6.68,0.647,53.3
3688.13,27.33,2.5873,7.88,0.705,53.52
3688.28,28.42,2.5817,9.2,0.643,55.26
3688.43,23.54,2.5625,12.49,0.522,57.65
3688.59,28.4,2.5181,11.68,0.428,57.38
3688.74,23.38,2.4271,23.4,0.369,62.46
3688.89,28.66,2.3142,24.33,0.362,81.11
3689.04,32.73,2.2259,25.43,0.361,84.92
3689.2,35.68,2.1922,23.01,0.36,94.24
3689.35,25.96,2.1792,27.92,0.358,101.52
3689.5,26.91,2.1741,27.76,0.361,101.61
3689.65,34.75,2.1773,25.29,0.363,101.62
3689.81,35.55,2.1857,27.13,0.362,99.31
3689.96,37.62,2.1977,26.21,0.364,98.82
3690.11,33.89,2.2045,24.95,0.363,98.67
3690.26,39.99,2.1998,22.32,0.363,98.64
3690.41,35.37,2.1868,29.0,0.369,99.7
3690.57,36.73,2.1764,23.07,0.377,102.43
3690.72,32.71,2.1697,27.43,0.381,102.83
3690.87,30.41,2.1651,26.79,0.38,103.01
3691.02,30.13,2.1668,25.68,0.379,103.73
3691.18,29.46,2.1724,31.17,0.38,104.0
3691.33,28.28,2.175,26.85,0.383,103.0
3691.48,27.93,2.1749,32.97,0.381,102.36
3691.63,27.94,2.1722,31.03,0.385,101.78
3691.79,33.51,2.1726,26.0,0.386,101.76
3691.94,32.4,2.174,27.48,0.385,101.47
3692.09,27.77,2.1766,26.07,0.387,101.53
3692.24,28.96,2.1777,26.24,0.389,101.31
3692.4,31.1,2.1768,32.0,0.391,101.4
3692.55,31.55,2.176,23.71,0.396,101.09
3692.7,27.39,2.1769,22.37,0.398,100.88
3692.85,28.58,2.1806,25.69,0.401,100.47
3693.01,32.93,2.181,27.47,0.407,99.66
3693.16,30.22,2.1787,25.79,0.418,100.03
3693.31,31.18,2.1792,28.51,0.423,100.35
3693.46,31.03,2.1773,28.49,0.422,99.95
3693.62,30.9,2.1797,27.46,0.416,100.14
3693.77,29.96,2.1846,22.64,0.405,99.51
3693.92,31.66,2.1832,23.92,0.398,99.79
3694.07,32.45,2.1803,31.84,0.392,99.14
3694.22,28.74,2.1861,24.93,0.387,99.01
3694.38,28.89,2.1915,32.29,0.383,98.23
3694.53,31.12,2.1885,25.88,0.38,97.91
3694.68,32.5,2.1879,29.53,0.379,97.73
3694.83,30.69,2.1955,27.86,0.378,97.57
3694.99,25.54,2.1935,23.57,0.379,97.56
3695.14,26.87,2.191,25.2,0.379,97.65
3695.29,25.14,2.1886,25.62,0.38,97.41
3695.44,29.13,2.1849,23.48,0.383,97.34
3695.6,29.56,2.1865,26.14,0.383,97.7
3695.75,29.01,2.183,28.03,0.382,97.54
3695.9,26.08,2.1813,25.41,0.382,97.68
3696.05,28.59,2.1842,29.9,0.381,98.27
3696.21,31.25,2.1819,27.32,0.381,99.1
3696.36,30.07,2.1736,21.9,0.385,100.07
3696.51,26.29,2.1659,22.7,0.388,100.74
3696.66,30.64,2.1645,26.08,0.384,100.66
3696.82,32.77,2.1656,25.33,0.383,100.76
3696.97,31.23,2.1726,25.95,0.382,100.44
3697.12,24.05,2.1735,28.53,0.382,100.46
3697.27,23.29,2.1683,28.41,0.386,100.43
3697.43,24.57,2.1642,26.21,0.381,100.35
3697.58,28.59,2.165,22.32,0.382,100.62
3697.73,30.46,2.1664,26.5,0.381,100.61
3697.88,29.81,2.1635,27.67,0.38,100.7
3698.03,27.34,2.1603,26.85,0.381,100.37
3698.19,28.68,2.1609,25.03,0.384,100.0
3698.34,30.87,2.162,29.53,0.389,99.56
3698.49,30.97,2.1658,29.63,0.394,99.78
3698.64,28.4,2.1671,26.38,0.399,99.76
3698.8,28.5,2.1626,23.84,0.401,100.27
3698.95,23.87,2.1565,38.82,0.404,100.93
3699.1,26.12,2.1549,42.35,0.403,101.78
3699.25,24.97,2.1568,28.76,0.399,101.49
3699.41,21.72,2.1613,29.16,0.394,100.46
3699.56,26.13,2.164,24.21,0.391,99.79
3699.71,31.82,2.1666,22.7,0.392,98.4
3699.86,27.68,2.1749,27.32,0.398,96.97
3700.02,30.95,2.1792,23.03,0.4,96.73
3700.17,27.81,2.1802,25.94,0.402,96.54
3700.32,31.05,2.1703,27.48,0.405,96.94
3700.47,31.35,2.1662,32.62,0.414,96.97
3700.63,26.89,2.1754,33.78,0.442,94.87
3700.78,30.89,2.1898,29.0,0.469,91.57
3700.93,33.24,2.2119,41.87,0.478,102.19
3701.08,41.58,2.2331,54.8,0.507,113.79
3701.24,50.22,2.2418,61.45,0.552,121.8
3701.39,52.08,2.2577,50.0,0.612,131.46
3701.54,53.16,2.2852,67.16,0.67,130.92
3701.69,52.66,2.3071,42.72,0.751,123.64
3701.84,50.16,2.3084,41.88,0.776,123.46
3702.0,51.3,2.2867,59.81,0.787,123.04
3702.15,48.9,2.2744,64.52,0.803,121.43
3702.3,53.74,2.2931,67.77,0.776,118.89
3702.45,49.43,2.3041,43.2,0.773,117.64
3702.61,47.68,2.3027,53.37,0.776,117.85
3702.76,54.31,2.3003,44.38,0.78,113.71
3702.91,59.67,2.2964,50.17,0.76,114.04
3703.06,53.19,2.2881,59.02,0.771,115.42
3703.22,62.72,2.292,60.58,0.794,115.62
3703.37,60.02,2.3131,41.77,0.784,118.17
3703.52,57.21,2.3218,58.35,0.789,118.11
3703.67,61.54,2.3086,61.32,0.78,117.52
3703.83,57.27,2.2871,43.39,0.791,117.05
3703.98,62.15,2.2716,47.2,0.813,117.19
3704.13,54.78,2.2784,44.57,0.811,117.94
3704.28,42.86,2.2954,28.92,0.844,114.51
3704.44,48.81,2.3014,31.87,0.83,107.97
3704.59,53.75,2.3029,43.84,0.82,105.6
3704.74,56.99,2.3,29.05,0.81,105.53
3704.89,61.95,2.2934,40.52,0.808,105.52
3705.05,68.45,2.2836,49.24,0.776,113.07
3705.2,61.05,2.2633,51.42,0.764,122.67
3705.35,58.45,2.2515,40.45,0.766,127.08
3705.5,46.15,2.2427,36.64,0.75,119.51
3705.65,38.55,2.2358,31.63,0.731,108.71
3705.81,40.31,2.2318,33.21,0.778,101.06
3705.96,39.3,2.2321,26.04,0.775,98.64
3706.11,40.75,2.2275,26.17,0.817,97.86
3706.26,37.92,2.2274,26.11,0.786,95.93
3706.42,42.49,2.242,32.91,0.795,93.07
3706.57,50.32,2.2748,32.05,0.758,90.13
3706.72,53.03,2.319,33.74,0.758,89.96
3706.87,60.02,2.3551,54.1,0.736,95.37
3707.03,60.02,2.3558,48.09,0.678,104.55
3707.18,48.66,2.3308,47.69,0.644,108.94
3707.33,43.1,2.2866,31.81,0.571,111.6
3707.48,33.14,2.2317,36.24,0.506,112.39
3707.64,33.14,2.1753,31.95,0.445,111.0
3707.79,33.67,2.1265,24.83,0.394,113.12
3707.94,34.19,2.1051,30.92,0.356,112.82
3708.09,36.09,2.1063,33.96,0.345,110.91
3708.25,34.71,2.1147,23.85,0.33,109.08
3708.4,30.22,2.1226,29.64,0.318,108.23
3708.55,31.66,2.1274,25.4,0.312,107.42
3708.7,33.68,2.1302,26.85,0.31,106.96
3708.86,29.84,2.1328,28.62,0.311,105.13
3709.01,32.85,2.1363,30.04,0.313,103.86
3709.16,34.51,2.1433,27.78,0.321,103.86
3709.31,35.83,2.1516,29.6,0.336,103.65
3709.46,35.05,2.1574,30.23,0.347,103.61
3709.62,31.85,2.1579,29.65,0.372,102.96
3709.77,36.47,2.1613,33.03,0.404,95.89
3709.92,42.04,2.1634,25.92,0.435,93.98
3710.07,42.34,2.1628,28.65,0.463,102.9
3710.23,43.18,2.1622,34.93,0.498,109.85
3710.38,36.89,2.1641,37.89,0.524,111.58
3710.53,27.96,2.1682,30.05,0.55,113.46
3710.68,36.65,2.1757,36.48,0.56,114.03
3710.84,28.67,2.1968,34.72,0.558,113.05
3710.99,30.41,2.216,34.88,0.542,111.14
3711.14,31.08,2.2078,34.26,0.497,109.99
3711.29,31.06,2.1102,29.37,0.457,108.58
3711.45,28.53,2.0864,37.8,0.416,108.84
3711.6,23.67,2.0808,32.3,0.377,109.31
3711.75,27.23,2.0742,37.37,0.336,109.51
3711.9,24.01,2.0755,29.13,0.303,109.45
3712.06,31.25,2.0763,34.93,0.292,105.22
3712.21,29.17,2.0802,35.22,0.287,104.12
3712.36,29.83,2.0967,27.51,0.297,103.62
3712.51,28.93,2.117,32.71,0.308,103.94
3712.67,27.83,2.1287,26.8,0.315,105.36
3712.82,29.19,2.1272,38.78,0.322,106.93
3712.97,28.42,2.1178,29.45,0.33,107.33
3713.12,29.77,2.1166,31.22,0.345,107.2
3713.27,26.42,2.1176,35.16,0.353,106.43
3713.43,27.05,2.1233,31.63,0.363,98.23
3713.58,31.38,2.1405,30.72,0.373,94.88
3713.73,30.09,2.144,25.62,0.385,94.21
3713.88,26.26,2.1292,29.15,0.4,97.77
3714.04,26.87,2.1394,25.3,0.409,103.85
3714.19,32.15,2.1975,32.57,0.417,100.54
3714.34,29.82,2.2259,30.09,0.419,99.98
3714.49,27.1,2.205,38.64,0.414,99.64
3714.65,23.73,2.1705,33.95,0.404,100.35
3714.8,31.9,2.1329,31.06,0.395,103.05
3714.95,28.22,2.1184,27.35,0.385,106.07
3715.1,30.52,2.1208,30.27,0.377,107.52
3715.26,28.45,2.1283,25.47,0.37,107.82
3715.41,23.39,2.1304,28.29,0.366,108.05
3715.56,30.46,2.1321,33.53,0.364,107.89
3715.71,23.34,2.1355,30.35,0.36,107.14
3715.87,29.12,2.1306,35.26,0.355,107.58
3716.02,30.39,2.122,26.94,0.351,108.28
3716.17,27.77,2.1245,29.26,0.346,108.88
3716.32,27.72,2.1297,28.05,0.347,109.15
3716.48,29.42,2.1335,31.79,0.345,108.66
3716.63,34.64,2.1372,34.46,0.341,108.08
3716.78,30.82,2.1396,24.8,0.344,107.85
3716.93,29.66,2.1343,30.28,0.349,107.52
3717.08,29.89,2.1267,34.87,0.35,107.6
3717.24,30.07,2.1198,27.01,0.352,108.06
3717.39,30.13,2.1147,29.37,0.352,108.2
3717.54,27.66,2.1182,31.26,0.351,108.27
3717.69,27.03,2.1233,25.38,0.349,108.47
3717.85,27.95,2.1214,32.49,0.346,108.88
3718.0,31.89,2.1236,36.67,0.345,108.91
3718.15,27.29,2.1305,33.81,0.344,108.72
3718.3,24.63,2.1276,27.41,0.344,108.73
3718.46,30.46,2.1227,34.18,0.342,108.47
3718.61,30.46,2.1211,25.43,0.339,107.74
3718.76,29.66,2.1207,27.03,0.338,107.45
3718.91,28.5,2.1162,31.79,0.339,107.68
3719.07,29.87,2.113,31.84,0.339,108.07
3719.22,27.91,2.1134,29.23,0.339,108.62
3719.37,26.62,2.1153,30.78,0.338,108.57
3719.52,27.77,2.1158,31.21,0.336,108.61
3719.68,27.08,2.1075,37.7,0.334,108.3
3719.83,27.59,2.1041,29.08,0.331,108.29
3719.98,31.35,2.0995,28.34,0.324,108.12
3720.13,31.35,2.0996,30.73,0.313,108.02
3720.29,29.07,2.0988,29.35,0.307,107.87
3720.44,27.84,2.0946,30.01,0.308,108.19
3720.59,29.05,2.0971,32.66,0.311,108.92
3720.74,27.79,2.1028,37.36,0.312,109.59
3720.89,30.03,2.0999,29.9,0.31,110.02
3721.05,28.67,2.0955,34.22,0.307,110.45
3721.2,29.15,2.0969,30.53,0.305,110.21
3721.35,28.81,2.1041,40.63,0.306,110.13
3721.5,26.27,2.1072,31.59,0.306,110.0
3721.66,27.39,2.1128,32.0,0.306,109.8
3721.81,33.68,2.1187,36.43,0.306,109.07
3721.96,31.94,2.1136,32.26,0.305,108.64
3722.11,28.44,2.112,34.0,0.305,108.25
3722.27,20.48,2.1076,29.72,0.306,107.93
3722.42,27.44,2.107,26.64,0.307,108.64
3722.57,24.38,2.1132,29.91,0.31,108.86
3722.72,31.41,2.1138,30.5,0.312,108.82
3722.88,25.83,2.118,22.77,0.317,109.12
3723.03,30.32,2.1204,28.83,0.322,109.16
3723.18,27.35,2.1151,31.83,0.327,109.08
3723.33,32.69,2.1053,33.35,0.329,109.31
3723.49,33.28,2.1029,33.59,0.328,109.03
