pozo,fecha,horas,p_fondo,p_cabeza,t_cabeza,choke,dp_choke,oil
15/9-F-11,2014-09-23,24.0,220.22,53.98,69.37,12.057,25.51,1187.64
15/9-F-11,2014-09-24,24.0,220.15,53.9,69.73,12.091,25.41,1187.34
15/9-F-11,2014-09-25,24.0,220.18,53.89,68.38,12.056,25.44,1187.17
15/9-F-11,2014-09-26,24.0,220.18,53.85,67.91,12.035,25.37,1184.83
15/9-F-11,2014-09-27,24.0,220.47,53.99,67.61,11.983,25.54,1168.83
15/9-F-11,2014-09-28,24.0,220.7,54.06,67.91,11.979,25.61,1164.44
15/9-F-11,2014-09-29,1.09,230.43,52.68,69.39,2.557,24.27,39.68
15/9-F-11,2014-09-30,21.24,248.88,67.52,54.82,7.437,39.35,680.46
15/9-F-11,2014-10-01,24.0,219.7,51.84,68.68,12.025,23.41,1129.14
15/9-F-11,2014-10-02,24.0,219.56,52.45,68.41,12.058,24.02,1196.43
15/9-F-11,2014-10-03,24.0,219.84,52.8,66.41,12.075,23.87,1092.77
15/9-F-11,2014-10-04,24.0,219.67,52.74,67.55,12.067,24.31,1143.0
15/9-F-11,2014-10-05,24.0,219.48,52.68,68.57,12.095,24.18,1133.6
15/9-F-11,2014-10-06,24.0,219.4,52.67,66.21,12.065,24.22,1124.63
15/9-F-11,2014-10-07,24.0,219.22,52.59,62.6,12.078,24.13,1136.26
15/9-F-11,2014-10-08,24.0,219.65,52.8,66.16,12.007,24.35,1117.8
15/9-F-11,2014-10-09,24.0,219.81,52.88,66.35,11.928,24.42,1103.71
15/9-F-11,2014-10-10,24.0,220.34,53.16,67.44,11.591,24.7,1082.55
15/9-F-11,2014-10-11,24.0,219.92,52.93,67.69,11.854,24.49,1096.68
15/9-F-11,2014-10-12,24.0,220.19,53.04,68.34,11.822,24.59,1089.01
15/9-F-11,2014-10-13,24.0,220.08,52.95,69.4,11.859,24.5,1084.69
15/9-F-11,2014-10-14,24.0,219.69,52.75,69.58,11.887,24.3,1086.55
15/9-F-11,2014-10-15,24.0,219.7,52.73,69.14,11.89,24.29,1087.94
15/9-F-11,2014-10-16,24.0,219.63,52.69,67.69,11.97,24.24,1089.13
15/9-F-11,2014-10-17,24.0,219.61,52.7,68.23,12.012,24.26,1089.63
15/9-F-11,2014-10-18,24.0,219.99,52.89,65.9,11.868,24.45,1080.18
15/9-F-11,2014-10-19,24.0,220.39,53.04,65.52,11.73,24.59,1070.84
15/9-F-11,2014-10-20,24.0,220.36,52.96,68.4,11.713,24.5,1058.72
15/9-F-11,2014-10-21,24.0,219.86,52.71,67.27,11.755,24.24,1084.5
15/9-F-11,2014-10-22,24.0,219.94,52.72,67.6,11.681,24.27,1072.14
15/9-F-11,2014-10-23,24.0,220.33,52.88,66.13,11.605,24.45,1064.29
15/9-F-11,2014-10-24,24.0,220.8,53.09,66.44,11.485,24.64,1054.46
15/9-F-11,2014-10-25,24.0,220.42,52.86,64.87,11.516,24.42,1068.23
15/9-F-11,2014-10-26,25.0,220.58,52.94,63.46,11.425,24.51,1110.58
15/9-F-11,2014-10-27,24.0,220.46,52.83,66.41,11.46,24.42,1065.09
15/9-F-11,2014-10-28,24.0,220.5,52.8,66.37,11.46,24.43,1063.62
15/9-F-11,2014-10-29,24.0,220.32,52.68,68.97,11.493,24.26,1030.57
15/9-F-11,2014-10-30,24.0,219.86,52.52,68.05,11.603,24.1,1071.73
15/9-F-11,2014-10-31,24.0,220.05,52.58,67.59,11.559,24.14,1073.25
15/9-F-11,2014-11-01,24.0,220.62,52.8,66.43,11.453,24.36,1054.42
15/9-F-11,2014-11-02,24.0,220.37,52.63,65.78,11.185,24.19,1042.65
15/9-F-11,2014-11-03,24.0,220.03,52.4,67.58,11.244,23.93,1026.75
15/9-F-11,2014-11-04,24.0,220.14,52.44,68.55,11.456,23.99,1033.12
15/9-F-11,2014-11-05,24.0,219.92,52.29,68.63,11.503,23.84,1022.89
15/9-F-11,2014-11-06,24.0,219.77,52.17,66.69,11.533,23.72,1026.32
15/9-F-11,2014-11-07,24.0,219.85,52.17,64.36,11.498,23.75,1047.36
15/9-F-11,2014-11-08,24.0,220.07,52.24,66.35,11.444,23.87,1039.83
15/9-F-11,2014-11-09,24.0,220.0,52.21,67.04,11.5,23.84,1037.21
15/9-F-11,2014-11-10,24.0,219.89,52.11,68.23,11.5,23.64,990.65
15/9-F-11,2014-11-11,24.0,219.9,52.09,67.6,11.395,23.73,1019.84
15/9-F-11,2014-11-12,24.0,219.97,52.08,65.85,11.351,23.71,1019.63
15/9-F-11,2014-11-13,24.0,220.03,52.08,66.71,11.309,23.74,1001.28
15/9-F-11,2014-11-14,24.0,220.06,52.06,66.95,11.264,23.71,995.77
15/9-F-11,2014-11-15,24.0,219.94,51.96,65.71,11.248,23.6,1004.24
15/9-F-11,2014-11-16,24.0,219.75,51.84,64.19,11.279,23.48,993.88
15/9-F-11,2014-11-17,24.0,219.6,51.75,64.79,11.278,23.4,980.83
15/9-F-11,2014-11-18,24.0,219.55,51.69,66.62,11.248,23.35,1005.51
15/9-F-11,2014-11-19,24.0,219.38,51.58,68.09,11.225,23.24,978.26
15/9-F-11,2014-11-20,24.0,219.05,51.41,68.06,11.212,23.08,989.16
15/9-F-11,2014-11-21,24.0,218.83,51.27,67.45,11.188,22.92,981.25
15/9-F-11,2014-11-22,24.0,218.55,51.08,64.98,11.2,22.74,980.88
15/9-F-11,2014-11-23,24.0,218.52,51.16,68.29,11.17,22.82,944.45
15/9-F-11,2014-11-24,24.0,219.46,51.35,68.21,11.173,23.05,981.97
15/9-F-11,2014-11-25,24.0,223.27,53.88,67.35,10.543,25.48,861.08
15/9-F-11,2014-11-26,24.0,263.13,71.57,49.21,5.021,42.32,300.43
15/9-F-11,2014-11-27,24.0,266.03,71.71,45.97,5.012,42.44,315.64
15/9-F-11,2014-11-28,20.73,267.08,72.48,45.68,4.605,43.22,517.82
15/9-F-11,2014-11-29,10.44,276.48,82.42,32.81,2.448,52.68,271.57
15/9-F-11,2014-11-30,13.23,278.33,73.9,40.07,2.761,44.64,146.81
15/9-F-11,2014-12-01,17.77,279.24,75.54,37.37,3.604,46.26,130.07
15/9-F-11,2014-12-02,24.0,281.35,73.59,43.76,4.176,44.3,207.03
15/9-F-11,2014-12-03,24.0,282.76,74.65,44.54,3.762,45.35,193.28
15/9-F-11,2014-12-04,23.17,274.92,71.8,46.52,4.684,42.27,379.68
15/9-F-11,2014-12-05,24.0,282.36,78.65,43.27,3.106,49.38,421.41
15/9-F-11,2014-12-06,24.0,276.67,76.28,45.35,4.014,46.99,266.7
15/9-F-11,2014-12-07,24.0,282.35,78.57,43.35,3.676,49.26,222.63
15/9-F-11,2014-12-08,24.0,285.54,78.98,42.36,3.515,49.67,202.47
15/9-F-11,2014-12-09,24.0,284.82,79.02,40.52,3.526,49.72,208.3
15/9-F-11,2014-12-10,24.0,279.1,78.78,42.35,4.73,49.46,290.89
15/9-F-11,2014-12-11,24.0,289.74,80.6,36.87,3.5,51.28,192.29
15/9-F-11,2014-12-12,24.0,284.82,80.64,43.14,3.519,51.31,233.23
15/9-F-11,2014-12-13,24.0,289.48,81.36,40.56,3.451,52.04,191.55
15/9-F-11,2014-12-14,24.0,279.97,79.39,42.76,4.559,50.07,300.44
15/9-F-11,2014-12-15,24.0,284.27,80.78,43.42,4.423,51.47,272.5
15/9-F-11,2014-12-16,24.0,282.14,80.63,45.49,4.492,51.32,285.71
15/9-F-11,2014-12-17,24.0,281.62,79.95,45.69,4.52,50.64,295.77
15/9-F-11,2014-12-18,22.08,275.24,77.28,45.88,4.731,48.02,358.41
15/9-F-11,2014-12-19,23.33,278.89,80.07,44.28,5.193,50.53,362.87
15/9-F-11,2014-12-20,24.0,280.99,80.25,46.07,4.802,50.92,317.56
15/9-F-11,2014-12-21,24.0,284.0,81.8,42.51,4.537,52.48,284.18
15/9-F-11,2014-12-22,24.0,286.25,81.98,42.67,4.454,52.64,273.16
15/9-F-11,2014-12-23,24.0,286.14,82.13,43.83,4.501,52.79,275.81
15/9-F-11,2014-12-24,24.0,286.16,82.25,44.65,4.526,52.91,277.21
15/9-F-11,2014-12-25,24.0,286.02,82.43,45.9,4.559,53.1,284.56
15/9-F-11,2014-12-26,24.0,286.4,82.61,45.27,4.55,53.29,291.27
15/9-F-11,2014-12-27,24.0,285.71,82.59,45.78,4.623,53.25,284.48
15/9-F-11,2014-12-28,24.0,286.95,83.1,45.26,4.478,53.76,280.53
15/9-F-11,2014-12-29,23.5,285.57,83.05,47.21,4.634,53.5,330.5
15/9-F-11,2014-12-30,24.0,284.38,82.35,45.63,3.987,53.02,293.75
15/9-F-11,2014-12-31,24.0,282.23,81.82,43.59,4.899,52.5,339.68
15/9-F-11,2015-01-01,24.0,275.36,78.61,45.73,5.973,49.49,571.41
15/9-F-11,2015-01-02,24.0,261.9,72.72,55.76,7.391,44.14,711.15
15/9-F-11,2015-01-03,24.0,253.33,68.38,60.56,8.008,39.53,834.36
15/9-F-11,2015-01-04,24.0,247.29,65.07,62.86,7.987,36.44,816.68
15/9-F-11,2015-01-05,24.0,244.85,63.88,63.19,8.186,35.08,822.12
15/9-F-11,2015-01-06,24.0,241.74,62.07,63.7,8.838,33.52,868.95
15/9-F-11,2015-01-07,24.0,236.03,59.09,63.19,9.153,30.44,926.15
15/9-F-11,2015-01-08,24.0,226.75,54.16,65.07,10.393,25.36,1015.35
15/9-F-11,2015-01-09,17.83,227.23,53.72,61.18,8.342,24.66,824.03
15/9-F-11,2015-01-10,20.33,228.59,54.5,61.2,9.29,24.38,945.62
15/9-F-11,2015-01-11,24.0,221.37,51.07,66.66,11.681,21.58,1167.01
15/9-F-11,2015-01-12,24.0,220.87,51.08,62.5,11.497,21.57,1089.48
15/9-F-11,2015-01-13,24.0,219.93,50.56,63.23,11.54,21.31,1103.27
15/9-F-11,2015-01-14,24.0,219.52,50.33,63.31,11.55,20.9,987.37
15/9-F-11,2015-01-15,24.0,219.6,50.3,63.22,11.732,20.9,1070.17
15/9-F-11,2015-01-16,24.0,219.49,50.22,64.07,11.77,20.81,1088.7
15/9-F-11,2015-01-18,24.0,219.8,50.4,64.8,12.0,21.0,1083.4
15/9-F-11,2015-01-19,24.0,219.8,50.4,64.8,12.0,21.0,1004.72
15/9-F-11,2015-01-20,22.17,221.91,51.03,65.15,10.815,21.43,896.9
15/9-F-11,2015-01-21,24.0,219.05,49.61,67.39,11.81,21.16,958.68
15/9-F-11,2015-01-22,24.0,214.91,47.86,67.39,12.233,19.34,963.57
15/9-F-11,2015-01-23,24.0,212.69,46.81,63.57,12.914,18.28,981.8
15/9-F-11,2015-01-24,24.0,209.92,45.49,68.32,13.871,16.92,1021.26
15/9-F-11,2015-01-25,24.0,209.91,45.54,66.54,13.853,17.14,1006.31
15/9-F-11,2015-01-26,24.0,209.8,45.43,68.6,13.948,17.16,1006.49
15/9-F-11,2015-01-27,24.0,209.97,45.54,68.0,13.964,17.28,1049.98
15/9-F-11,2015-01-28,24.0,209.83,45.46,65.99,14.156,17.17,946.4
15/9-F-11,2015-01-29,24.0,210.04,45.49,68.07,14.216,17.14,946.36
15/9-F-11,2015-01-30,24.0,210.17,45.53,67.57,14.213,17.22,919.8
15/9-F-11,2015-01-31,24.0,210.04,45.47,68.13,14.249,17.1,907.74
15/9-F-11,2015-02-01,24.0,209.87,45.42,67.57,14.285,17.04,937.48
15/9-F-11,2015-02-02,24.0,209.96,45.46,67.61,14.348,17.16,901.47
15/9-F-11,2015-02-03,24.0,210.08,45.47,68.07,14.351,17.18,898.3
15/9-F-11,2015-02-04,15.94,210.86,45.61,67.73,17.671,17.32,625.33
15/9-F-11,2015-02-05,5.39,216.35,48.04,50.31,12.379,19.79,228.78
15/9-F-11,2015-02-06,24.0,209.94,42.57,67.3,14.745,14.3,702.96
15/9-F-11,2015-02-07,24.0,209.73,43.73,67.22,13.406,15.46,792.97
15/9-F-11,2015-02-08,17.11,210.84,44.05,66.86,14.885,15.87,623.95
15/9-F-11,2015-02-09,17.72,213.81,44.13,63.66,14.923,15.72,744.19
15/9-F-11,2015-02-10,24.0,209.58,43.72,68.25,15.049,15.4,865.75
15/9-F-11,2015-02-11,24.0,209.54,44.2,66.21,14.976,15.85,895.84
15/9-F-11,2015-02-12,24.0,209.82,44.48,67.45,14.973,16.04,940.2
15/9-F-11,2015-02-13,24.0,208.37,44.38,66.91,14.89,16.17,962.2
15/9-F-11,2015-02-14,24.0,209.91,44.76,66.75,15.243,16.42,965.2
15/9-F-11,2015-02-15,24.0,208.47,44.62,64.26,15.059,16.52,969.44
15/9-F-11,2015-02-16,24.0,210.35,45.05,66.28,15.523,16.68,976.99
15/9-F-11,2015-02-17,24.0,210.9,45.28,66.61,15.414,16.91,994.39
15/9-F-11,2015-02-18,24.0,210.6,45.18,64.95,15.628,16.82,1001.96
15/9-F-11,2015-02-19,24.0,210.08,45.07,65.56,15.922,16.69,1030.53
15/9-F-11,2015-02-20,24.0,210.48,45.34,68.21,15.973,16.7,1009.31
15/9-F-11,2015-02-21,24.0,210.29,45.36,69.65,16.136,16.96,996.11
15/9-F-11,2015-02-22,24.0,210.01,45.27,68.44,16.346,16.86,1047.18
15/9-F-11,2015-02-23,24.0,210.29,45.43,66.26,16.217,17.0,1038.28
15/9-F-11,2015-02-24,24.0,210.57,45.59,68.46,16.196,16.97,1014.53
15/9-F-11,2015-02-25,24.0,210.7,45.66,69.96,16.158,17.21,1022.01
15/9-F-11,2015-02-26,24.0,210.95,45.18,68.37,16.609,16.75,1046.43
15/9-F-11,2015-02-27,24.0,211.36,45.15,67.39,16.695,16.76,1056.64
15/9-F-11,2015-02-28,24.0,210.89,45.23,66.71,16.838,16.84,1058.8
15/9-F-11,2015-03-01,24.0,211.01,45.4,67.5,16.784,16.85,1056.24
15/9-F-11,2015-03-02,24.0,210.97,45.31,70.29,16.798,16.98,1051.49
15/9-F-11,2015-03-03,24.0,210.9,45.38,69.33,16.777,17.06,1053.04
15/9-F-11,2015-03-04,24.0,208.73,44.72,69.82,15.961,16.64,1050.75
15/9-F-11,2015-03-05,24.0,209.43,44.68,68.43,17.271,16.2,1077.56
15/9-F-11,2015-03-06,24.0,201.51,40.88,69.3,20.365,12.23,1213.31
15/9-F-11,2015-03-07,24.0,199.78,40.21,66.2,20.649,11.76,1218.64
15/9-F-11,2015-03-08,24.0,200.5,40.58,69.87,20.207,12.15,1210.61
15/9-F-11,2015-03-09,24.0,200.22,40.47,69.5,20.029,12.01,1201.66
15/9-F-11,2015-03-10,24.0,200.23,40.47,69.55,20.397,12.03,1213.89
15/9-F-11,2015-03-11,24.0,200.03,40.42,70.13,20.601,12.0,1222.74
15/9-F-11,2015-03-12,24.0,200.15,40.43,70.36,20.56,12.01,1217.77
15/9-F-11,2015-03-13,24.0,200.14,40.33,69.89,20.87,11.93,1218.6
15/9-F-11,2015-03-14,24.0,200.06,40.19,71.29,21.27,11.77,1247.39
15/9-F-11,2015-03-15,24.0,210.86,46.17,73.02,21.927,17.62,1632.83
15/9-F-11,2015-03-16,24.0,219.38,51.98,73.55,22.465,23.2,2002.08
15/9-F-11,2015-03-17,24.0,219.63,52.38,73.56,22.466,23.6,2025.24
15/9-F-11,2015-03-18,24.0,219.46,52.59,75.02,22.269,23.82,2021.7
15/9-F-11,2015-03-19,24.0,219.11,52.62,74.48,21.963,23.9,2000.27
15/9-F-11,2015-03-20,24.0,219.37,52.72,74.3,21.748,23.99,2035.82
15/9-F-11,2015-03-21,24.0,219.28,52.44,74.78,21.834,23.73,2064.61
15/9-F-11,2015-03-22,24.0,252.28,75.73,55.8,12.001,47.16,1145.2
15/9-F-11,2015-03-23,23.83,287.05,98.88,36.24,4.405,70.54,333.88
15/9-F-11,2015-03-24,24.0,292.25,100.99,39.52,4.483,72.65,356.5
15/9-F-11,2015-03-25,24.0,285.37,94.85,47.43,7.321,66.28,800.79
15/9-F-11,2015-03-26,24.0,225.21,50.83,74.81,25.639,19.5,1994.47
15/9-F-11,2015-03-27,24.0,219.56,50.65,75.53,24.686,19.23,1954.67
15/9-F-11,2015-03-28,24.0,219.38,50.78,73.48,23.09,21.13,2013.54
15/9-F-11,2015-03-29,24.0,220.26,51.33,75.53,21.524,22.57,1835.3
15/9-F-11,2015-03-30,24.0,220.09,51.31,74.98,21.994,22.31,1927.71
15/9-F-11,2015-03-31,24.0,219.66,51.1,74.7,21.947,22.32,1917.89
15/9-F-11,2015-04-01,24.0,220.2,51.43,74.51,21.567,22.64,1811.03
15/9-F-11,2015-04-02,24.0,220.49,51.55,74.63,21.321,22.19,1825.33
15/9-F-11,2015-04-03,24.0,219.99,51.28,75.07,21.499,21.91,1826.31
15/9-F-11,2015-04-04,24.0,219.75,51.11,74.89,21.465,21.76,1818.47
15/9-F-11,2015-04-05,24.0,219.68,51.1,74.77,21.476,21.78,1810.13
15/9-F-11,2015-04-06,24.0,219.65,51.0,74.51,21.456,21.67,1807.87
15/9-F-11,2015-04-07,24.0,219.54,50.99,75.07,21.384,21.69,1790.6
15/9-F-11,2015-04-08,24.0,220.02,51.34,74.78,20.962,22.04,1764.01
15/9-F-11,2015-04-09,24.0,219.94,51.31,73.04,20.971,21.97,1758.87
15/9-F-11,2015-04-10,24.0,219.63,51.13,73.39,21.016,21.78,1744.19
15/9-F-11,2015-04-11,24.0,219.66,51.14,73.72,21.003,21.76,1750.06
15/9-F-11,2015-04-12,24.0,220.05,51.37,72.5,20.704,22.03,1728.98
15/9-F-11,2015-04-13,24.0,220.91,51.8,74.12,20.494,22.49,1708.77
15/9-F-11,2015-04-14,24.0,220.92,51.78,73.32,20.477,22.45,1714.46
15/9-F-11,2015-04-15,24.0,220.88,51.71,75.21,20.786,22.35,1769.28
15/9-F-11,2015-04-16,24.0,220.97,51.72,75.29,20.949,22.33,1768.7
15/9-F-11,2015-04-17,24.0,221.36,51.93,75.61,20.524,22.53,1780.83
15/9-F-11,2015-04-18,24.0,221.85,52.25,75.48,20.981,22.87,1802.92
15/9-F-11,2015-04-19,24.0,222.2,52.43,75.65,20.987,23.09,1820.19
15/9-F-11,2015-04-20,24.0,221.89,52.26,75.76,21.232,23.21,1815.28
15/9-F-11,2015-04-21,24.0,221.79,52.16,75.92,21.258,23.48,1832.35
15/9-F-11,2015-04-22,24.0,221.89,52.16,76.02,21.251,23.46,1832.51
15/9-F-11,2015-04-23,24.0,221.73,52.12,75.98,21.303,23.43,1918.58
15/9-F-11,2015-04-24,24.0,221.55,52.14,75.92,21.293,23.48,1908.81
15/9-F-11,2015-04-25,24.0,221.25,52.01,75.61,21.4,23.34,1900.52
15/9-F-11,2015-04-26,24.0,221.12,51.96,75.58,21.417,23.29,1898.58
15/9-F-11,2015-04-27,24.0,220.83,51.83,75.3,21.511,23.17,1916.48
15/9-F-11,2015-04-28,24.0,220.6,51.7,74.74,21.555,23.05,1913.38
15/9-F-11,2015-04-29,24.0,220.61,51.69,75.3,21.459,23.01,1907.06
15/9-F-11,2015-04-30,24.0,220.5,51.63,75.68,21.419,22.8,1911.21
15/9-F-11,2015-05-01,24.0,220.46,51.59,75.71,21.368,22.88,1905.67
15/9-F-11,2015-05-02,24.0,220.48,51.41,75.69,21.396,22.72,1892.91
15/9-F-11,2015-05-03,24.0,220.42,51.14,74.8,21.463,22.49,1874.02
15/9-F-11,2015-05-04,24.0,220.1,50.72,73.91,21.615,21.62,1851.56
15/9-F-11,2015-05-05,24.0,219.94,50.39,74.3,21.674,21.58,1854.68
15/9-F-11,2015-05-06,24.0,219.88,50.28,73.85,21.682,21.58,1820.38
15/9-F-11,2015-05-07,24.0,219.83,50.11,75.42,21.684,21.4,1824.93
15/9-F-11,2015-05-08,24.0,219.99,50.01,75.33,21.631,21.31,1798.79
15/9-F-11,2015-05-09,24.0,220.23,49.92,75.34,21.709,21.23,1810.44
15/9-F-11,2015-05-10,24.0,220.33,50.05,75.58,21.65,21.37,1805.42
15/9-F-11,2015-05-11,24.0,220.31,50.0,73.44,21.605,21.32,1802.17
15/9-F-11,2015-05-12,24.0,220.06,49.83,72.89,21.593,21.13,1798.26
15/9-F-11,2015-05-13,24.0,219.69,49.55,75.65,21.831,20.93,1802.0
15/9-F-11,2015-05-14,24.0,219.66,49.51,75.84,21.923,20.95,1816.11
15/9-F-11,2015-05-15,24.0,219.51,49.45,75.31,21.964,20.88,1818.57
15/9-F-11,2015-05-16,24.0,219.76,49.61,75.3,21.638,21.04,1805.8
15/9-F-11,2015-05-17,24.0,220.12,49.81,75.68,21.421,21.25,1784.95
15/9-F-11,2015-05-18,24.0,220.02,49.75,75.15,21.515,21.19,1780.78
15/9-F-11,2015-05-19,24.0,220.03,49.72,74.96,21.43,21.14,1783.91
15/9-F-11,2015-05-20,24.0,220.07,49.69,76.15,21.333,21.13,1774.94
15/9-F-11,2015-05-21,24.0,220.05,49.66,74.67,21.289,21.12,1747.38
15/9-F-11,2015-05-22,24.0,220.02,49.59,75.19,21.309,21.01,1726.85
15/9-F-11,2015-05-23,24.0,219.94,49.46,75.98,21.329,20.8,1638.67
15/9-F-11,2015-05-24,24.0,219.88,49.4,75.5,21.365,20.44,1755.84
15/9-F-11,2015-05-25,24.0,219.75,49.24,76.29,21.332,20.55,1652.5
15/9-F-11,2015-05-26,24.0,219.69,49.16,76.32,21.335,20.52,1705.95
15/9-F-11,2015-05-27,24.0,219.68,49.11,75.84,20.817,20.51,1666.9
15/9-F-11,2015-05-28,24.0,220.26,49.43,75.61,20.909,20.83,1705.52
15/9-F-11,2015-05-29,24.0,220.52,49.56,74.71,20.704,20.98,1680.64
15/9-F-11,2015-05-30,24.0,220.44,49.44,76.14,20.765,20.87,1670.98
15/9-F-11,2015-05-31,24.0,220.2,49.21,76.11,20.421,20.65,1671.7
15/9-F-11,2015-06-01,24.0,220.14,49.1,74.32,20.829,20.53,1682.83
15/9-F-11,2015-06-02,24.0,219.98,48.93,73.28,20.864,20.32,1683.12
15/9-F-11,2015-06-03,24.0,220.01,48.8,76.08,20.8,20.24,1666.9
15/9-F-11,2015-06-04,24.0,220.06,48.74,76.03,20.733,20.2,1659.03
15/9-F-11,2015-06-05,24.0,219.82,48.53,75.3,20.804,19.99,1663.57
15/9-F-11,2015-06-06,24.0,219.85,48.46,72.96,20.684,19.91,1651.21
15/9-F-11,2015-06-07,22.82,226.65,52.41,72.63,17.846,23.55,1497.33
15/9-F-11,2015-06-08,24.0,220.21,48.33,76.26,20.917,19.73,1673.32
15/9-F-11,2015-06-09,24.0,220.06,48.2,76.58,20.796,19.6,1655.26
15/9-F-11,2015-06-10,24.0,220.26,48.24,76.5,20.646,19.67,1633.02
15/9-F-11,2015-06-11,24.0,220.16,48.12,76.35,20.63,19.55,1616.16
15/9-F-11,2015-06-12,24.0,220.13,48.01,76.33,20.576,19.41,1616.27
15/9-F-11,2015-06-13,24.0,220.17,47.9,76.88,20.599,19.3,1597.64
15/9-F-11,2015-06-14,24.0,220.0,47.69,76.3,20.778,19.09,1579.97
15/9-F-11,2015-06-15,24.0,219.97,47.53,76.38,20.759,18.95,1583.82
15/9-F-11,2015-06-16,24.0,219.96,47.37,76.6,20.723,18.79,1566.01
15/9-F-11,2015-06-17,24.0,220.08,47.27,76.18,20.609,18.69,1550.64
15/9-F-11,2015-06-18,24.0,220.22,47.23,76.42,20.669,18.32,1553.41
15/9-F-11,2015-06-19,24.0,220.23,47.04,76.53,20.805,17.99,1538.14
15/9-F-11,2015-06-20,24.0,220.34,46.9,76.97,20.707,18.33,1574.94
15/9-F-11,2015-06-21,24.0,220.62,46.92,76.57,20.818,18.34,1568.89
15/9-F-11,2015-06-22,24.0,221.19,47.06,77.02,20.754,18.45,1597.79
15/9-F-11,2015-06-23,24.0,220.92,46.75,76.85,21.177,18.12,1606.67
15/9-F-11,2015-06-24,24.0,221.15,46.7,77.07,21.344,18.08,1622.92
15/9-F-11,2015-06-25,24.0,220.79,46.32,77.51,21.815,17.67,1649.49
15/9-F-11,2015-06-26,24.0,220.72,46.11,77.21,22.366,17.46,1650.64
15/9-F-11,2015-06-27,24.0,221.37,46.28,77.54,22.212,17.45,1662.45
15/9-F-11,2015-06-28,24.0,229.6,50.97,76.79,17.998,22.41,1465.02
15/9-F-11,2015-06-29,24.0,227.7,49.67,77.58,19.2,20.84,1545.73
15/9-F-11,2015-06-30,24.0,226.1,48.59,77.42,20.025,19.98,1618.91
15/9-F-11,2015-07-01,24.0,221.85,45.96,76.83,22.887,17.36,1681.69
15/9-F-11,2015-07-02,24.0,220.47,45.07,76.53,23.942,16.09,1561.86
15/9-F-11,2015-07-03,24.0,220.38,44.93,77.84,23.925,15.88,1554.86
15/9-F-11,2015-07-04,24.0,219.86,44.55,77.98,23.999,15.9,1533.34
15/9-F-11,2015-07-05,24.0,219.72,44.36,77.41,23.906,15.72,1519.99
15/9-F-11,2015-07-06,24.0,219.69,44.17,78.05,23.905,15.53,1506.39
15/9-F-11,2015-07-07,24.0,219.63,44.03,77.87,23.952,15.38,1500.72
15/9-F-11,2015-07-08,24.0,219.53,43.82,77.67,23.939,15.17,1481.75
15/9-F-11,2015-07-09,24.0,219.51,43.65,77.17,24.001,15.02,1473.25
15/9-F-11,2015-07-10,24.0,219.57,43.52,77.49,24.008,14.9,1462.23
15/9-F-11,2015-07-11,24.0,219.55,43.35,77.35,23.982,14.72,1436.82
15/9-F-11,2015-07-12,24.0,219.69,43.19,77.51,23.958,14.56,1426.88
15/9-F-11,2015-07-13,24.0,220.0,43.13,78.12,23.418,14.31,1417.43
15/9-F-11,2015-07-14,24.0,220.03,42.81,78.24,23.911,14.23,1412.23
15/9-F-11,2015-07-15,24.0,220.05,42.66,78.12,23.918,14.06,1394.07
15/9-F-11,2015-07-16,24.0,220.12,42.59,78.25,23.868,13.99,1375.3
15/9-F-11,2015-07-17,24.0,219.96,42.44,76.68,23.959,13.85,1368.17
15/9-F-11,2015-07-18,24.0,220.03,42.36,74.55,23.908,13.75,1364.31
15/9-F-11,2015-07-19,24.0,220.17,42.3,77.11,23.916,13.7,1344.57
15/9-F-11,2015-07-20,24.0,220.19,42.2,77.34,23.949,13.61,1335.28
15/9-F-11,2015-07-21,24.0,220.38,42.23,75.36,23.875,13.63,1344.53
15/9-F-11,2015-07-22,24.0,220.57,42.17,78.07,23.839,13.57,1355.39
15/9-F-11,2015-07-23,24.0,220.63,42.16,76.72,23.872,13.56,1356.95
15/9-F-11,2015-07-24,24.0,220.82,42.15,77.65,23.847,13.57,1342.47
15/9-F-11,2015-07-25,24.0,220.24,41.75,78.11,24.334,13.16,1345.15
15/9-F-11,2015-07-26,24.0,220.18,41.67,77.93,24.471,13.07,1332.97
15/9-F-11,2015-07-27,24.0,220.22,41.62,78.18,24.445,13.02,1321.31
15/9-F-11,2015-07-28,24.0,220.21,41.57,78.22,24.46,12.97,1299.1
15/9-F-11,2015-07-29,24.0,219.95,41.39,77.88,24.796,12.81,1335.51
15/9-F-11,2015-07-30,24.0,220.06,41.4,77.5,24.803,12.82,1310.45
15/9-F-11,2015-07-31,24.0,219.98,41.29,77.75,24.964,12.71,1289.69
15/9-F-11,2015-08-01,24.0,219.96,41.25,76.61,24.95,12.67,1283.49
15/9-F-11,2015-08-02,24.0,220.1,41.22,77.37,24.769,12.65,1277.28
15/9-F-11,2015-08-03,24.0,220.12,41.15,75.66,24.882,12.59,1267.78
15/9-F-11,2015-08-04,24.0,220.21,41.13,76.73,24.874,12.58,1272.72
15/9-F-11,2015-08-05,24.0,220.3,41.11,77.11,24.882,12.53,1276.71
15/9-F-11,2015-08-06,24.0,220.45,41.14,76.8,24.864,12.57,1256.08
15/9-F-11,2015-08-07,24.0,220.56,41.09,78.41,24.68,12.51,1236.69
15/9-F-11,2015-08-08,24.0,220.56,41.07,77.4,24.75,12.49,1216.54
