pozo,fecha,horas,p_fondo,p_cabeza,t_cabeza,choke,dp_choke,oil
15/9-F-1 C,2014-04-22,24.0,289.42,107.36,37.94,43.343,78.94,631.47
15/9-F-1 C,2014-04-23,24.0,270.24,99.19,60.76,47.168,70.63,1166.46
15/9-F-1 C,2014-04-24,24.0,262.84,94.6,63.05,47.732,66.05,1549.81
15/9-F-1 C,2014-04-25,24.0,255.53,89.99,64.55,48.534,61.41,1248.7
15/9-F-1 C,2014-04-26,24.0,247.2,84.78,65.72,49.845,56.15,1345.78
15/9-F-1 C,2014-04-27,24.0,240.74,80.84,66.93,50.297,52.2,1349.56
15/9-F-1 C,2014-04-28,24.0,235.02,77.34,67.85,50.736,48.71,1345.61
15/9-F-1 C,2014-04-29,24.0,232.74,75.95,65.71,50.114,47.38,1279.46
15/9-F-1 C,2014-04-30,24.0,233.3,76.12,62.8,48.927,47.61,1225.62
15/9-F-1 C,2014-05-01,24.0,231.09,74.69,62.38,48.939,46.2,1212.9
15/9-F-1 C,2014-05-02,24.0,231.42,74.73,60.75,48.304,46.15,1074.04
15/9-F-1 C,2014-05-03,24.0,230.77,74.16,60.63,48.173,45.73,1044.17
15/9-F-1 C,2014-05-04,24.0,230.6,73.91,58.28,47.466,45.49,970.2
15/9-F-1 C,2014-05-05,24.0,229.42,72.99,54.9,47.84,44.55,946.12
15/9-F-1 C,2014-05-06,24.0,225.9,70.95,58.88,49.006,42.45,1002.83
15/9-F-1 C,2014-05-07,24.0,225.77,70.71,57.43,47.92,42.05,925.31
15/9-F-1 C,2014-05-08,24.0,225.69,70.55,57.66,47.297,41.16,913.86
15/9-F-1 C,2014-05-09,13.83,227.8,70.95,55.96,29.134,41.75,176.8
15/9-F-1 C,2014-05-10,24.0,226.06,70.9,57.37,48.134,41.9,944.19
15/9-F-1 C,2014-05-11,24.0,225.1,69.94,58.02,47.494,41.48,823.41
15/9-F-1 C,2014-05-12,24.0,226.02,70.23,56.89,46.934,41.81,769.01
15/9-F-1 C,2014-05-13,24.0,226.9,70.33,54.26,46.335,41.93,740.8
15/9-F-1 C,2014-05-14,24.0,225.58,69.37,55.0,45.162,40.98,713.24
15/9-F-1 C,2014-05-15,24.0,225.89,69.07,48.6,46.316,40.65,743.83
15/9-F-1 C,2014-05-16,24.0,225.7,68.59,48.38,46.346,40.14,736.09
15/9-F-1 C,2014-05-17,24.0,223.6,67.26,53.92,47.087,38.84,782.88
15/9-F-1 C,2014-05-18,24.0,220.1,65.41,53.83,47.77,36.99,834.68
15/9-F-1 C,2014-05-19,24.0,220.49,65.31,55.75,47.136,36.91,788.8
15/9-F-1 C,2014-05-20,24.0,220.15,64.92,55.63,47.142,36.51,783.06
15/9-F-1 C,2014-05-21,24.0,220.07,64.69,52.24,46.525,36.28,743.77
15/9-F-1 C,2014-05-22,24.0,219.98,64.44,53.66,46.289,36.02,735.41
15/9-F-1 C,2014-05-23,24.0,219.86,64.29,49.05,46.284,35.87,742.89
15/9-F-1 C,2014-05-24,24.0,219.92,64.17,54.69,46.242,35.75,746.54
15/9-F-1 C,2014-05-25,24.0,219.98,64.07,55.23,46.262,35.67,750.57
15/9-F-1 C,2014-05-26,24.0,219.97,63.93,55.1,46.265,35.53,727.26
15/9-F-1 C,2014-05-27,24.0,219.98,63.74,55.31,46.226,35.33,715.5
15/9-F-1 C,2014-05-28,24.0,219.27,63.55,55.51,46.215,35.16,695.01
15/9-F-1 C,2014-05-29,24.0,220.01,63.46,56.17,46.215,35.05,698.77
15/9-F-1 C,2014-05-30,24.0,220.0,63.34,55.85,46.232,34.92,704.08
15/9-F-1 C,2014-05-31,24.0,219.99,63.21,55.6,46.207,34.79,715.93
15/9-F-1 C,2014-06-01,24.0,220.01,63.14,55.96,46.265,34.73,724.21
15/9-F-1 C,2014-06-02,22.0,221.33,63.79,50.77,41.713,35.35,459.83
15/9-F-1 C,2014-06-03,24.0,220.24,62.37,53.05,46.193,33.95,715.1
15/9-F-1 C,2014-06-04,24.0,221.27,61.82,53.74,46.157,33.39,706.8
15/9-F-1 C,2014-06-05,24.0,221.04,62.29,54.24,47.042,33.84,677.29
15/9-F-1 C,2014-06-06,24.0,220.75,63.08,56.53,47.203,34.65,690.38
15/9-F-1 C,2014-06-07,24.0,220.64,63.36,56.62,47.194,34.93,694.3
15/9-F-1 C,2014-06-08,24.0,220.5,63.32,52.05,47.152,34.89,690.7
15/9-F-1 C,2014-06-09,19.5,221.45,62.34,53.56,38.979,34.67,238.45
15/9-F-1 C,2014-06-10,24.0,220.85,62.78,54.49,46.513,34.35,647.11
15/9-F-1 C,2014-06-11,24.0,218.41,61.73,54.3,47.815,33.31,745.92
15/9-F-1 C,2014-06-12,24.0,215.5,59.94,61.56,48.728,31.53,804.85
15/9-F-1 C,2014-06-13,24.0,214.82,60.14,62.33,48.264,31.74,818.89
15/9-F-1 C,2014-06-14,24.0,215.83,60.23,59.58,48.006,31.84,781.21
15/9-F-1 C,2014-06-15,24.0,214.88,59.92,60.77,48.04,31.54,786.16
15/9-F-1 C,2014-06-16,24.0,215.38,60.05,59.44,47.74,31.67,757.43
15/9-F-1 C,2014-06-17,24.0,216.12,60.14,58.61,47.624,31.76,726.5
15/9-F-1 C,2014-06-18,24.0,215.98,59.79,58.66,47.64,31.4,723.96
15/9-F-1 C,2014-06-19,24.0,215.82,59.44,57.55,47.607,31.05,715.28
15/9-F-1 C,2014-06-20,24.0,215.58,59.09,58.45,47.585,30.7,710.62
15/9-F-1 C,2014-06-21,24.0,215.3,58.7,58.7,47.611,30.31,708.04
15/9-F-1 C,2014-06-22,24.0,214.95,58.24,58.42,47.62,29.85,702.73
15/9-F-1 C,2014-06-23,24.0,214.86,57.46,57.88,47.66,28.78,695.74
15/9-F-1 C,2014-06-24,24.0,214.9,56.91,57.35,47.628,28.52,658.27
15/9-F-1 C,2014-06-25,24.0,214.82,56.88,58.01,46.568,28.48,576.35
15/9-F-1 C,2014-06-26,16.58,219.56,60.98,49.15,44.0,35.12,369.83
15/9-F-1 C,2014-06-27,23.83,217.25,54.46,50.51,44.375,26.03,418.45
15/9-F-1 C,2014-06-28,24.0,215.09,54.33,55.69,47.053,25.9,588.96
15/9-F-1 C,2014-06-29,24.0,215.26,55.06,55.97,46.832,26.65,571.88
15/9-F-1 C,2014-06-30,24.0,215.35,55.14,56.01,45.828,26.73,512.52
15/9-F-1 C,2014-07-01,24.0,215.38,54.97,56.25,46.787,26.56,563.26
15/9-F-1 C,2014-07-02,24.0,215.41,54.81,51.65,46.8,26.39,564.26
15/9-F-1 C,2014-07-03,24.0,215.33,54.55,50.82,46.804,26.13,565.09
15/9-F-1 C,2014-07-04,24.0,215.21,54.11,51.42,46.847,25.68,563.73
15/9-F-1 C,2014-07-05,24.0,215.12,53.63,54.23,46.856,25.2,563.46
15/9-F-1 C,2014-07-06,24.0,215.07,53.09,56.64,46.865,24.66,563.38
15/9-F-1 C,2014-07-08,24.0,215.05,52.02,57.49,46.804,23.59,523.33
15/9-F-1 C,2014-07-09,24.0,215.14,51.25,56.12,46.807,22.8,521.97
15/9-F-1 C,2014-07-10,24.0,215.17,50.93,57.49,46.792,22.48,490.49
15/9-F-1 C,2014-07-11,24.0,215.19,50.49,56.12,46.788,22.04,491.71
15/9-F-1 C,2014-07-12,24.0,215.46,49.54,56.63,46.859,21.08,488.44
15/9-F-1 C,2014-07-13,24.0,215.76,49.02,57.2,46.8,20.54,481.59
15/9-F-1 C,2014-07-14,24.0,215.98,48.57,56.78,47.003,20.1,492.02
15/9-F-1 C,2014-07-15,24.0,215.05,48.86,56.4,47.885,20.38,476.08
15/9-F-1 C,2014-07-16,24.0,214.83,48.49,56.42,47.761,20.02,466.34
15/9-F-1 C,2014-07-17,24.0,214.76,48.18,55.03,47.714,19.71,463.64
15/9-F-1 C,2014-07-18,24.0,214.92,47.45,58.94,47.695,19.01,459.37
15/9-F-1 C,2014-07-19,24.0,215.03,47.4,58.31,47.686,18.92,458.09
15/9-F-1 C,2014-07-20,22.42,216.04,47.22,55.55,43.934,18.54,290.87
15/9-F-1 C,2014-07-21,24.0,215.11,44.81,56.7,47.977,16.29,487.33
15/9-F-1 C,2014-07-22,24.0,215.06,46.35,58.76,47.701,17.87,468.63
15/9-F-1 C,2014-07-23,24.0,215.21,46.16,58.98,47.718,17.68,465.25
15/9-F-1 C,2014-07-24,24.0,215.38,46.1,59.72,47.633,17.61,466.58
15/9-F-1 C,2014-07-25,24.0,215.53,45.76,59.47,47.656,17.27,464.22
15/9-F-1 C,2014-07-26,24.0,215.61,45.5,60.04,47.61,17.05,458.9
15/9-F-1 C,2014-07-27,24.0,215.84,44.89,58.89,47.591,16.44,460.83
15/9-F-1 C,2014-07-28,24.0,216.09,44.64,59.25,47.602,16.2,457.95
15/9-F-1 C,2014-07-29,24.0,215.97,44.6,56.66,48.132,16.15,481.51
15/9-F-1 C,2014-07-30,24.0,214.63,44.99,57.16,48.717,16.52,489.43
15/9-F-1 C,2014-07-31,24.0,215.09,43.25,58.96,48.718,14.72,375.93
15/9-F-1 C,2014-08-01,24.0,215.03,43.67,59.04,48.721,15.15,378.38
15/9-F-1 C,2014-08-02,24.0,215.15,43.14,58.06,48.705,14.6,379.41
15/9-F-1 C,2014-08-03,24.0,215.13,43.25,57.61,48.699,14.74,377.42
15/9-F-1 C,2014-08-04,24.0,212.9,44.04,56.58,49.538,15.52,417.98
15/9-F-1 C,2014-08-05,24.0,210.17,43.41,63.58,49.633,14.91,507.75
15/9-F-1 C,2014-08-06,24.0,209.82,42.62,62.68,49.594,14.11,469.73
15/9-F-1 C,2014-08-07,24.0,210.09,41.05,60.7,50.195,12.54,521.26
15/9-F-1 C,2014-08-08,24.0,210.18,40.37,62.56,50.211,11.84,518.32
15/9-F-1 C,2014-08-09,24.0,210.55,40.15,58.14,49.946,11.61,493.37
15/9-F-1 C,2014-08-10,24.0,210.63,39.77,56.23,50.239,11.22,509.21
15/9-F-1 C,2014-08-11,24.0,213.45,37.35,50.72,49.437,8.75,351.8
15/9-F-1 C,2014-08-12,24.0,215.51,37.09,44.27,48.828,8.48,287.03
15/9-F-1 C,2014-08-13,24.0,215.89,37.89,50.89,48.578,9.29,278.58
15/9-F-1 C,2014-08-14,24.0,215.86,38.83,56.83,48.498,10.25,297.19
15/9-F-1 C,2014-08-15,24.0,215.78,39.54,57.33,48.472,10.98,297.33
15/9-F-1 C,2014-08-16,24.0,216.0,39.37,52.85,48.479,10.8,296.2
15/9-F-1 C,2014-08-17,24.0,216.02,39.84,53.76,48.473,11.26,296.12
15/9-F-1 C,2014-08-18,24.0,216.08,40.0,57.06,48.447,11.43,293.35
15/9-F-1 C,2014-09-03,19.17,248.02,42.19,46.49,40.67,13.35,103.77
15/9-F-1 C,2014-09-04,24.0,237.29,28.49,53.78,61.089,2.37,290.3
15/9-F-1 C,2014-09-05,24.0,223.51,38.92,66.29,53.051,10.31,427.63
15/9-F-1 C,2014-09-06,24.0,225.25,43.66,64.89,49.887,15.08,422.69
15/9-F-1 C,2014-09-07,24.0,225.94,44.94,60.69,49.634,16.37,412.14
15/9-F-1 C,2014-09-08,24.0,224.93,45.35,62.91,49.467,16.79,410.96
15/9-F-1 C,2014-09-09,24.0,224.68,45.54,61.99,49.472,16.99,409.11
15/9-F-1 C,2014-09-10,24.0,224.65,45.44,62.49,48.697,16.9,389.68
15/9-F-1 C,2014-09-11,24.0,225.96,45.06,57.54,48.653,16.52,380.29
15/9-F-1 C,2014-09-12,24.0,225.61,44.88,56.71,48.617,16.34,391.22
15/9-F-1 C,2014-09-13,24.0,225.3,44.5,58.73,48.647,15.96,391.65
15/9-F-1 C,2014-09-14,24.0,225.15,43.96,60.82,48.622,15.41,384.47
15/9-F-1 C,2014-09-15,24.0,224.94,43.65,59.24,48.623,15.09,342.35
15/9-F-1 C,2014-09-16,24.0,224.81,43.29,58.17,48.627,14.62,338.88
15/9-F-1 C,2014-09-17,24.0,224.62,42.91,58.46,48.642,14.32,344.5
15/9-F-1 C,2014-09-18,24.0,224.55,42.58,58.86,48.645,14.01,333.55
15/9-F-1 C,2014-09-19,24.0,224.56,42.26,59.27,48.6,13.69,329.6
15/9-F-1 C,2014-09-20,24.0,221.86,42.38,60.53,49.149,13.81,358.2
15/9-F-1 C,2014-09-21,24.0,219.55,41.89,61.65,49.4,13.34,377.72
15/9-F-1 C,2014-09-22,24.0,219.89,41.44,61.08,49.3,12.88,356.65
15/9-F-1 C,2014-09-23,24.0,219.72,41.07,58.68,49.187,12.5,354.31
15/9-F-1 C,2014-09-24,24.0,219.83,40.46,58.96,49.163,11.88,338.53
15/9-F-1 C,2014-09-25,24.0,220.01,40.01,55.7,49.13,11.42,324.9
15/9-F-1 C,2014-09-26,24.0,219.97,39.77,54.61,49.138,11.19,324.95
15/9-F-1 C,2014-09-27,24.0,219.9,39.67,53.28,49.132,11.09,322.07
15/9-F-1 C,2014-09-28,23.09,220.04,39.37,53.81,49.014,10.85,308.31
15/9-F-1 C,2014-10-01,24.0,226.03,8.08,52.41,53.672,2.64,55.2
15/9-F-1 C,2014-10-02,24.0,211.87,30.89,58.72,58.428,4.51,199.07
15/9-F-1 C,2014-10-03,24.0,221.13,35.0,51.46,51.875,5.62,275.22
15/9-F-1 C,2014-10-04,24.0,219.88,36.71,57.58,50.898,8.1,287.64
15/9-F-1 C,2014-10-05,24.0,219.47,37.62,57.28,50.546,8.98,323.18
15/9-F-1 C,2014-10-06,24.0,220.9,37.86,57.76,50.208,9.25,315.32
15/9-F-1 C,2014-10-07,24.0,220.65,38.22,55.12,50.43,9.6,322.31
15/9-F-1 C,2014-10-08,24.0,220.67,38.28,53.3,50.493,9.67,320.34
15/9-F-1 C,2014-10-09,24.0,220.47,38.33,53.2,50.453,9.7,325.92
15/9-F-1 C,2014-10-10,24.0,220.18,38.38,53.77,50.41,9.77,329.2
15/9-F-1 C,2014-10-11,24.0,220.16,38.22,52.71,50.396,9.62,325.01
15/9-F-1 C,2014-10-12,24.0,220.15,38.08,56.23,50.378,9.48,323.37
15/9-F-1 C,2014-10-13,24.0,220.33,37.81,60.76,50.361,9.21,320.68
15/9-F-1 C,2014-10-14,24.0,220.44,37.65,60.45,50.363,9.05,320.41
15/9-F-1 C,2014-10-15,24.0,220.22,37.67,60.62,50.467,9.06,322.67
15/9-F-1 C,2014-10-16,24.0,220.01,37.58,59.25,50.563,8.98,322.4
15/9-F-1 C,2014-10-17,24.0,220.21,37.36,59.52,50.559,8.76,321.25
15/9-F-1 C,2014-10-18,24.0,220.23,37.32,54.29,50.478,8.7,321.22
15/9-F-1 C,2014-10-19,24.0,220.22,37.13,50.17,50.52,8.51,323.37
15/9-F-1 C,2014-10-20,24.0,220.72,36.36,56.09,50.864,7.73,326.54
15/9-F-1 C,2014-10-21,24.0,220.41,36.82,55.69,50.912,8.18,316.21
15/9-F-1 C,2014-10-22,24.0,220.62,36.68,55.69,50.849,8.06,314.23
15/9-F-1 C,2014-10-23,24.0,220.62,36.73,49.99,50.819,8.11,313.92
15/9-F-1 C,2014-10-24,24.0,220.74,36.65,50.37,50.773,8.03,314.24
15/9-F-1 C,2014-10-25,24.0,220.86,36.59,48.38,50.784,7.96,317.47
15/9-F-1 C,2014-10-26,25.0,220.96,36.55,47.29,50.8,7.92,333.14
15/9-F-1 C,2014-10-27,24.0,219.96,37.0,53.3,50.779,8.44,318.2
15/9-F-1 C,2014-10-28,24.0,219.96,36.67,53.39,50.498,8.21,315.14
15/9-F-1 C,2014-10-29,24.0,220.72,36.08,59.32,50.499,7.61,304.36
15/9-F-1 C,2014-10-30,24.0,221.12,35.87,57.8,51.04,7.25,318.25
15/9-F-1 C,2014-10-31,24.0,219.49,36.84,58.46,51.31,8.23,322.58
15/9-F-1 C,2014-11-01,24.0,219.78,36.46,51.98,50.918,7.83,316.54
15/9-F-1 C,2014-11-02,24.0,220.07,36.23,50.97,50.906,7.59,321.29
15/9-F-1 C,2014-11-03,24.0,220.34,36.03,54.66,50.931,7.38,295.17
15/9-F-1 C,2014-11-04,24.0,220.49,35.89,58.74,50.892,7.24,290.68
15/9-F-1 C,2014-11-05,24.0,221.79,35.1,58.08,51.132,6.45,288.26
15/9-F-1 C,2014-11-06,24.0,221.69,35.14,54.92,51.64,6.49,292.13
15/9-F-1 C,2014-11-07,24.0,220.01,36.48,56.36,50.843,7.92,293.13
15/9-F-1 C,2014-11-08,24.0,219.99,36.28,53.55,50.808,7.82,292.29
15/9-F-1 C,2014-11-09,24.0,220.48,35.81,53.34,50.801,7.39,289.93
15/9-F-1 C,2014-11-10,24.0,222.47,34.39,54.09,51.7,5.84,283.28
15/9-F-1 C,2014-11-11,24.0,219.98,36.49,60.34,51.696,8.04,294.55
15/9-F-1 C,2014-11-12,24.0,219.18,36.44,59.23,51.636,8.0,295.28
15/9-F-1 C,2014-11-13,24.0,220.28,35.39,58.76,51.605,6.95,290.93
15/9-F-1 C,2014-11-14,24.0,220.88,35.23,58.25,51.584,6.79,290.46
15/9-F-1 C,2014-11-15,24.0,220.07,35.66,58.0,51.597,7.22,293.48
15/9-F-1 C,2014-11-16,24.0,221.14,34.78,56.5,52.042,6.35,292.77
15/9-F-1 C,2014-11-17,24.0,222.15,33.84,56.0,52.62,5.41,293.11
15/9-F-1 C,2014-11-18,24.0,220.41,36.08,59.36,50.949,7.66,289.07
15/9-F-1 C,2014-11-19,24.0,221.5,35.32,58.97,50.932,6.9,281.74
15/9-F-1 C,2014-11-20,24.0,220.0,36.44,60.77,50.943,8.02,285.32
15/9-F-1 C,2014-11-21,24.0,220.1,35.99,59.96,50.928,7.57,283.6
15/9-F-1 C,2014-11-22,24.0,219.92,35.93,57.61,50.927,7.51,283.17
15/9-F-1 C,2014-11-23,24.0,221.06,34.65,56.58,50.847,6.22,272.89
15/9-F-1 C,2014-11-30,12.0,247.36,38.62,34.17,35.116,32.54,1.26
15/9-F-1 C,2014-12-01,13.5,255.41,6.54,20.87,56.644,2.26,120.29
15/9-F-1 C,2015-01-01,9.5,298.44,106.03,21.34,44.0,77.95,94.01
15/9-F-1 C,2015-01-02,24.0,292.15,100.26,45.62,45.952,71.46,790.87
15/9-F-1 C,2015-01-03,24.0,279.99,95.44,60.85,47.799,66.34,916.81
15/9-F-1 C,2015-01-04,24.0,271.3,86.59,57.44,47.71,57.67,788.73
15/9-F-1 C,2015-01-05,24.0,265.07,81.69,56.25,47.867,52.7,790.15
15/9-F-1 C,2015-01-06,24.0,258.83,76.08,59.49,47.972,47.36,783.85
15/9-F-1 C,2015-01-07,24.0,254.71,70.75,53.0,47.376,42.01,574.29
15/9-F-1 C,2015-01-08,24.0,251.04,68.58,54.21,48.111,39.64,626.39
15/9-F-1 C,2015-01-09,17.67,247.72,58.99,48.26,36.355,31.62,355.75
15/9-F-1 C,2015-01-10,20.67,244.41,65.23,54.09,40.789,38.02,422.91
15/9-F-1 C,2015-01-11,24.0,243.65,59.7,54.04,47.869,30.23,486.97
15/9-F-1 C,2015-01-12,24.0,239.91,62.17,53.4,49.043,32.88,597.29
15/9-F-1 C,2015-01-13,24.0,234.21,59.51,56.32,50.156,30.12,610.33
15/9-F-1 C,2015-01-14,24.0,230.07,41.93,43.7,55.802,17.78,580.74
15/9-F-1 C,2015-01-15,24.0,230.81,45.86,53.75,50.54,23.55,461.02
15/9-F-1 C,2015-01-16,24.0,229.09,50.92,52.48,48.985,21.42,453.09
15/9-F-1 C,2015-01-17,24.0,228.88,50.39,52.67,48.974,20.97,418.97
15/9-F-1 C,2015-01-18,24.0,228.88,50.39,52.67,48.974,20.97,442.16
15/9-F-1 C,2015-01-19,24.0,228.88,50.39,52.67,48.974,20.97,447.32
15/9-F-1 C,2015-01-20,18.67,224.08,51.01,52.24,29.4,20.41,226.24
15/9-F-1 C,2015-01-21,1.0,226.79,18.21,18.18,18.765,0.41,7.64
15/9-F-1 C,2015-02-09,10.48,273.92,51.26,42.99,21.282,23.07,125.26
15/9-F-1 C,2015-02-10,24.0,266.94,61.24,62.48,48.896,32.59,402.41
15/9-F-1 C,2015-02-11,24.0,259.99,60.69,56.31,48.959,32.16,474.1
15/9-F-1 C,2015-02-12,24.0,254.66,58.59,58.91,48.945,30.12,466.03
15/9-F-1 C,2015-02-13,24.0,248.49,55.64,58.42,48.408,27.31,423.36
15/9-F-1 C,2015-02-14,24.0,247.16,53.77,62.62,49.025,25.17,421.26
15/9-F-1 C,2015-02-15,24.0,242.39,51.2,58.07,48.045,22.88,419.02
15/9-F-1 C,2015-02-16,24.0,242.44,50.02,56.41,49.028,21.45,419.54
15/9-F-1 C,2015-02-17,24.0,240.78,48.56,53.99,46.804,19.97,409.69
15/9-F-1 C,2015-02-18,24.0,237.66,49.57,54.73,50.764,20.96,519.64
15/9-F-1 C,2015-02-19,24.0,230.46,49.69,62.2,52.935,21.09,652.82
15/9-F-1 C,2015-02-20,24.0,226.45,46.89,64.84,53.107,18.08,638.16
15/9-F-1 C,2015-02-21,24.0,223.74,44.02,68.06,53.242,15.42,624.59
15/9-F-1 C,2015-02-22,24.0,222.11,41.52,63.3,53.325,12.91,475.6
15/9-F-1 C,2015-02-23,24.0,221.14,39.35,56.3,53.273,10.72,410.07
15/9-F-1 C,2015-02-24,24.0,219.29,39.4,63.13,55.836,10.44,625.9
15/9-F-1 C,2015-02-25,24.0,211.72,40.87,74.28,60.368,12.05,940.93
15/9-F-1 C,2015-02-26,24.0,208.74,37.11,68.83,60.361,8.47,738.49
15/9-F-1 C,2015-02-27,18.94,208.16,33.57,61.43,47.62,4.96,399.77
15/9-F-1 C,2015-03-18,8.21,269.12,37.31,47.54,19.219,18.62,91.76
15/9-F-1 C,2015-03-19,24.0,260.26,38.2,68.47,51.613,21.5,216.14
15/9-F-1 C,2015-03-20,24.0,252.95,41.19,70.3,51.832,24.52,222.87
15/9-F-1 C,2015-03-21,24.0,246.42,43.28,72.43,51.958,24.56,225.74
15/9-F-1 C,2015-03-22,24.0,241.95,43.29,59.77,53.545,14.72,385.1
15/9-F-1 C,2015-03-23,24.0,238.2,41.85,65.74,53.516,13.36,342.99
15/9-F-1 C,2015-03-24,24.0,235.29,40.57,68.67,53.539,12.08,355.76
15/9-F-1 C,2015-03-25,24.0,232.31,39.71,69.84,54.719,11.07,447.87
15/9-F-1 C,2015-03-26,24.0,223.93,39.9,75.17,60.038,8.74,609.35
15/9-F-1 C,2015-03-27,24.0,220.57,37.73,71.97,59.874,6.66,618.61
15/9-F-1 C,2015-03-28,24.0,217.49,36.46,68.14,59.896,6.99,565.02
15/9-F-1 C,2015-03-29,24.0,214.87,35.03,72.43,57.233,6.43,550.72
15/9-F-1 C,2015-03-30,24.0,212.16,34.28,72.81,63.471,5.3,624.44
15/9-F-1 C,2015-03-31,24.0,208.37,32.97,73.49,65.017,4.23,622.85
15/9-F-1 C,2015-04-01,6.46,211.3,28.46,34.81,17.947,0.52,57.52
15/9-F-1 C,2015-04-20,16.38,275.59,36.61,31.72,31.691,18.5,81.91
15/9-F-1 C,2015-04-21,24.0,262.87,32.88,74.12,52.616,20.16,172.87
15/9-F-1 C,2015-04-22,24.0,253.77,37.07,76.61,52.597,21.69,268.47
15/9-F-1 C,2015-04-23,24.0,248.85,39.36,72.49,52.659,15.13,320.34
15/9-F-1 C,2015-04-24,24.0,246.51,39.75,66.23,52.653,10.82,318.85
15/9-F-1 C,2015-04-25,24.0,243.7,39.35,67.09,52.704,10.42,340.53
15/9-F-1 C,2015-04-26,24.0,241.29,38.73,67.05,52.703,9.82,339.92
15/9-F-1 C,2015-04-27,24.0,236.87,38.68,70.36,55.267,9.7,396.95
15/9-F-1 C,2015-04-28,24.0,232.03,37.99,71.3,56.907,9.0,443.99
15/9-F-1 C,2015-04-29,24.0,224.94,37.2,76.53,59.771,8.28,574.96
15/9-F-1 C,2015-04-30,24.0,219.37,35.64,77.14,62.132,6.73,607.87
15/9-F-1 C,2015-05-01,24.0,213.64,34.07,77.72,65.019,5.31,664.96
15/9-F-1 C,2015-05-02,24.0,210.48,32.24,76.68,68.386,3.58,621.12
15/9-F-1 C,2015-05-03,9.71,209.44,31.26,75.01,28.405,2.68,211.5
15/9-F-1 C,2015-05-22,7.38,264.55,29.1,66.36,22.223,12.03,143.08
15/9-F-1 C,2015-05-23,24.0,249.2,28.98,83.42,73.665,6.57,502.61
15/9-F-1 C,2015-05-24,24.0,235.03,35.07,79.0,68.763,5.73,537.12
15/9-F-1 C,2015-05-25,24.0,233.43,36.27,74.12,57.352,7.48,504.77
15/9-F-1 C,2015-05-26,24.0,232.6,34.81,70.58,56.381,6.06,353.36
15/9-F-1 C,2015-05-27,20.0,232.83,32.17,56.43,56.465,3.48,294.17
15/9-F-1 C,2015-06-11,10.45,272.69,33.62,43.11,22.758,16.68,83.28
15/9-F-1 C,2015-06-12,24.0,259.99,33.44,74.25,60.862,5.69,212.85
15/9-F-1 C,2015-06-13,24.0,253.85,36.57,74.57,54.852,8.83,256.04
15/9-F-1 C,2015-06-14,24.0,251.03,38.69,67.98,51.82,10.96,235.07
15/9-F-1 C,2015-06-15,24.0,248.77,38.89,66.48,51.752,11.15,240.06
15/9-F-1 C,2015-06-16,24.0,246.56,38.21,63.71,51.483,10.5,245.4
15/9-F-1 C,2015-06-17,24.0,245.2,37.36,60.13,51.355,9.6,221.41
15/9-F-1 C,2015-06-18,24.0,243.78,36.69,62.83,51.823,8.93,223.27
15/9-F-1 C,2015-06-19,24.0,242.22,36.11,63.52,52.097,8.35,229.63
15/9-F-1 C,2015-06-20,24.0,240.64,35.45,63.17,52.448,7.69,219.05
15/9-F-1 C,2015-06-21,24.0,239.85,34.47,62.14,52.695,6.7,204.65
15/9-F-1 C,2015-06-22,24.0,238.53,34.57,64.55,53.392,6.81,211.31
15/9-F-1 C,2015-06-23,24.0,234.81,35.68,70.45,55.362,7.94,337.64
15/9-F-1 C,2015-06-24,24.0,228.97,36.32,74.71,56.584,8.63,422.22
15/9-F-1 C,2015-06-25,24.0,226.22,34.8,73.23,56.562,7.14,387.93
15/9-F-1 C,2015-06-26,24.0,224.21,33.78,72.32,58.214,5.96,446.62
15/9-F-1 C,2015-06-27,24.0,221.04,33.31,73.68,60.889,4.77,435.55
15/9-F-1 C,2015-06-28,24.0,218.24,32.4,72.15,62.826,3.91,451.91
15/9-F-1 C,2015-06-29,24.0,213.81,31.94,75.97,69.609,3.6,635.31
15/9-F-1 C,2015-06-30,24.0,207.22,30.86,77.13,73.331,3.12,645.3
15/9-F-1 C,2015-07-01,3.29,211.12,27.69,41.21,10.21,0.49,15.53
15/9-F-1 C,2015-07-22,22.38,268.88,28.3,64.06,55.015,10.21,110.7
15/9-F-1 C,2015-07-23,24.0,257.85,28.94,73.51,76.035,1.65,165.82
15/9-F-1 C,2015-07-24,24.0,248.66,32.46,77.3,62.365,4.82,264.65
15/9-F-1 C,2015-07-25,24.0,248.32,34.42,70.6,53.828,7.17,204.35
15/9-F-1 C,2015-07-26,24.0,245.79,34.48,69.99,53.759,7.23,229.61
15/9-F-1 C,2015-07-27,24.0,243.76,34.15,68.88,53.478,6.91,227.7
15/9-F-1 C,2015-07-28,24.0,242.08,33.54,67.5,53.414,6.28,223.78
15/9-F-1 C,2015-07-29,24.0,241.1,32.55,65.37,53.511,5.28,182.64
15/9-F-1 C,2015-07-30,24.0,240.01,32.47,65.54,54.514,5.2,201.69
15/9-F-1 C,2015-07-31,24.0,237.16,32.89,67.56,56.362,5.46,267.48
15/9-F-1 C,2015-08-01,24.0,231.57,33.71,68.34,58.65,5.98,350.0
15/9-F-1 C,2015-08-02,24.0,229.02,32.34,67.77,58.56,4.7,322.99
15/9-F-1 C,2015-08-03,24.0,225.79,32.08,73.15,62.104,3.93,384.65
