fecha,pozo,horas,oil,gas,agua
2011-03-23,15/9-F-14,24.0,1845.76,284751.11,3969.61
2011-03-23,15/9-F-4,24.0,,,
2011-03-23,15/9-F-5,24.0,,,
2011-03-24,15/9-F-12,24.0,1269.45,196569.22,3795.4
2011-03-24,15/9-F-14,24.0,1841.65,285172.36,4085.22
2011-03-24,15/9-F-4,24.0,,,
2011-03-24,15/9-F-5,23.50834,,,
2011-03-25,15/9-F-12,24.0,1270.22,196708.24,3769.83
2011-03-25,15/9-F-14,24.0,1837.95,284627.19,4047.08
2011-03-25,15/9-F-4,21.83333,,,
2011-03-25,15/9-F-5,21.49166,,,
2011-03-26,15/9-F-12,24.0,1273.01,196502.47,3726.36
2011-03-26,15/9-F-14,24.0,1837.78,283683.25,3991.32
2011-03-26,15/9-F-4,24.0,,,
2011-03-26,15/9-F-5,24.0,,,
2011-03-27,15/9-F-12,23.0,1221.62,188421.99,3673.12
2011-03-27,15/9-F-14,23.0,1752.62,270325.01,3909.81
2011-03-27,15/9-F-4,13.66667,,,
2011-03-27,15/9-F-5,23.0,,,
2011-03-28,15/9-F-12,24.0,1273.76,196845.47,3806.32
2011-03-28,15/9-F-14,24.0,1821.72,281525.2,4038.89
2011-03-28,15/9-F-4,24.0,,,
2011-03-28,15/9-F-5,24.0,,,
2011-03-29,15/9-F-12,24.0,1268.71,195098.62,3789.1
2011-03-29,15/9-F-14,24.0,1813.41,278860.46,4018.23
2011-03-29,15/9-F-4,24.0,,,
2011-03-29,15/9-F-5,24.0,,,
2011-03-30,15/9-F-12,24.0,1256.64,194682.76,3787.03
2011-03-30,15/9-F-14,24.0,1801.04,279023.25,4026.97
2011-03-30,15/9-F-4,24.0,,,
2011-03-30,15/9-F-5,24.0,,,
2011-03-31,15/9-F-12,24.0,1271.75,196488.9,3721.99
2011-03-31,15/9-F-14,24.0,1791.79,276834.65,3890.66
2011-03-31,15/9-F-4,22.83334,,,
2011-03-31,15/9-F-5,22.83334,,,
2011-04-01,15/9-F-12,24.0,1258.59,194231.82,3792.21
2011-04-01,15/9-F-14,24.0,1801.41,278001.82,4027.03
2011-04-01,15/9-F-4,24.0,,,
2011-04-01,15/9-F-5,24.0,,,
2011-04-02,15/9-F-12,24.0,1252.49,194020.51,3786.5
2011-04-02,15/9-F-14,24.0,1793.12,277767.44,4021.95
2011-04-02,15/9-F-4,24.0,,,
2011-04-02,15/9-F-5,24.0,,,
2011-04-03,15/9-F-12,24.0,1248.11,193499.68,3791.93
2011-04-03,15/9-F-14,24.0,1787.31,277092.97,4028.76
2011-04-03,15/9-F-4,24.0,,,
2011-04-03,15/9-F-5,24.0,,,
2011-04-04,15/9-F-12,24.0,1246.03,193337.75,3795.89
2011-04-04,15/9-F-14,24.0,1782.23,276537.47,4028.26
2011-04-04,15/9-F-4,24.0,,,
2011-04-04,15/9-F-5,24.0,,,
2011-04-05,15/9-F-12,23.0,1143.41,178945.54,4120.21
2011-04-05,15/9-F-14,23.16667,1554.73,243316.18,4156.58
2011-04-05,15/9-F-4,21.0,,,
2011-04-05,15/9-F-5,20.83334,,,
2011-04-06,15/9-F-12,24.0,1241.86,191741.48,3934.05
2011-04-06,15/9-F-14,24.0,1769.38,273190.05,4158.67
2011-04-06,15/9-F-4,13.0,,,
2011-04-06,15/9-F-5,24.0,,,
2011-04-07,15/9-F-12,24.0,1259.7,195517.72,3776.8
2011-04-07,15/9-F-14,24.0,1775.88,275633.78,3950.36
2011-04-07,15/9-F-4,24.0,,,
2011-04-07,15/9-F-5,24.0,,,
2011-04-08,15/9-F-12,24.0,1260.44,198491.65,3901.37
2011-04-08,15/9-F-14,24.0,1772.75,279171.51,4071.11
2011-04-08,15/9-F-4,24.0,,,
2011-04-08,15/9-F-5,24.0,,,
2011-04-09,15/9-F-12,24.0,1253.93,194442.12,3863.4
2011-04-09,15/9-F-14,24.0,1787.35,277157.64,4085.75
2011-04-09,15/9-F-4,24.0,,,
2011-04-09,15/9-F-5,10.66667,,,
2011-04-10,15/9-F-12,24.0,1251.18,195424.32,3785.89
2011-04-10,15/9-F-14,24.0,1784.0,278647.41,4198.55
2011-04-10,15/9-F-4,24.0,,,
2011-04-10,15/9-F-5,24.0,,,
2011-04-11,15/9-F-12,24.0,1255.76,196051.88,3816.3
2011-04-11,15/9-F-14,24.0,1789.31,279350.85,4229.38
2011-04-11,15/9-F-4,17.16667,,,
2011-04-11,15/9-F-5,24.0,,,
2011-04-12,15/9-F-12,24.0,1256.69,195815.12,3723.62
2011-04-12,15/9-F-14,24.0,1790.3,278959.88,4125.88
2011-04-12,15/9-F-4,24.0,,,
2011-04-12,15/9-F-5,24.0,,,
2011-04-13,15/9-F-12,22.91667,1106.35,173155.15,3761.38
2011-04-13,15/9-F-14,22.5,1532.81,239902.21,4053.23
2011-04-13,15/9-F-4,21.33333,,,
2011-04-13,15/9-F-5,21.33333,,,
2011-04-14,15/9-F-12,24.0,1270.15,194790.56,3816.04
2011-04-14,15/9-F-14,24.0,1760.51,269990.78,4113.86
2011-04-14,15/9-F-4,24.0,,,
2011-04-14,15/9-F-5,24.0,,,
2011-04-15,15/9-F-12,24.0,1293.92,199509.41,3885.01
2011-04-15,15/9-F-14,24.0,1746.44,269282.33,4078.42
2011-04-15,15/9-F-4,24.0,,,
2011-04-15,15/9-F-5,24.0,,,
2011-04-16,15/9-F-12,24.0,1301.46,200895.03,3904.59
2011-04-16,15/9-F-14,24.0,1732.67,267457.32,4043.11
2011-04-16,15/9-F-4,24.0,,,
2011-04-16,15/9-F-5,24.0,,,
2011-04-17,15/9-F-12,24.0,1303.22,201259.01,3914.21
2011-04-17,15/9-F-14,24.0,1724.09,266253.89,4027.54
2011-04-17,15/9-F-4,24.0,,,
2011-04-17,15/9-F-5,24.0,,,
2011-04-18,15/9-F-12,24.0,1295.85,201362.6,3978.98
2011-04-18,15/9-F-14,24.0,1714.29,266383.4,4094.08
2011-04-18,15/9-F-4,24.0,,,
2011-04-18,15/9-F-5,24.0,,,
2011-04-19,15/9-F-12,24.0,1292.72,201138.75,3871.87
2011-04-19,15/9-F-14,24.0,1710.14,266087.25,3983.86
2011-04-19,15/9-F-4,24.0,,,
2011-04-19,15/9-F-5,24.0,,,
2011-04-20,15/9-F-12,24.0,1292.57,200671.11,3865.76
2011-04-20,15/9-F-14,24.0,1708.4,265226.89,3973.96
2011-04-20,15/9-F-4,24.0,,,
2011-04-20,15/9-F-5,24.0,,,
2011-04-21,15/9-F-12,24.0,1290.47,199048.17,3937.21
2011-04-21,15/9-F-14,24.0,1705.61,263081.83,4047.4
2011-04-21,15/9-F-4,24.0,,,
2011-04-21,15/9-F-5,24.0,,,
2011-04-22,15/9-F-12,24.0,1288.23,200849.43,3913.63
2011-04-22,15/9-F-14,24.0,1702.66,265462.57,4023.17
2011-04-22,15/9-F-4,24.0,,,
2011-04-22,15/9-F-5,24.0,,,
2011-04-23,15/9-F-12,24.0,1286.05,201260.04,3914.32
2011-04-23,15/9-F-14,24.0,1699.76,266005.26,4023.87
2011-04-23,15/9-F-4,24.0,,,
2011-04-23,15/9-F-5,24.0,,,
2011-04-24,15/9-F-12,24.0,1286.18,200373.49,3922.21
2011-04-24,15/9-F-14,24.0,1699.93,264833.51,4031.98
2011-04-24,15/9-F-4,24.0,,,
2011-04-24,15/9-F-5,24.0,,,
2011-04-25,15/9-F-12,24.0,1283.34,199789.86,3928.75
2011-04-25,15/9-F-14,24.0,1696.2,264062.14,4038.71
2011-04-25,15/9-F-4,24.0,,,
2011-04-25,15/9-F-5,24.0,,,
2011-04-26,15/9-F-12,24.0,1279.87,199617.73,3939.83
2011-04-26,15/9-F-14,24.0,1689.96,263580.18,4046.2
2011-04-26,15/9-F-4,24.0,,,
2011-04-26,15/9-F-5,24.0,,,
2011-04-27,15/9-F-12,24.0,1281.08,199600.82,3943.93
2011-04-27,15/9-F-14,24.0,1690.96,263461.07,4048.91
2011-04-27,15/9-F-4,24.0,,,
2011-04-27,15/9-F-5,24.0,,,
2011-04-28,15/9-F-12,24.0,1247.89,194283.66,3871.72
2011-04-28,15/9-F-14,24.0,1707.75,265879.48,4121.04
2011-04-28,15/9-F-4,24.0,,,
2011-04-28,15/9-F-5,24.0,,,
2011-04-29,15/9-F-12,24.0,1247.09,194222.7,3867.11
2011-04-29,15/9-F-14,24.0,1704.12,265403.23,4110.05
2011-04-29,15/9-F-4,24.0,,,
2011-04-29,15/9-F-5,24.0,,,
2011-04-30,15/9-F-12,24.0,1245.09,194113.76,3871.66
2011-04-30,15/9-F-14,24.0,1700.17,265062.54,4111.93
2011-04-30,15/9-F-4,24.0,,,
2011-04-30,15/9-F-5,24.0,,,
2011-05-01,15/9-F-12,24.0,1243.58,193748.2,3869.07
2011-05-01,15/9-F-14,24.0,1698.76,264664.49,4110.74
2011-05-01,15/9-F-4,24.0,,,
2011-05-01,15/9-F-5,24.0,,,
2011-05-02,15/9-F-12,24.0,1241.78,193390.27,3865.84
2011-05-02,15/9-F-14,24.0,1697.94,264431.34,4111.29
2011-05-02,15/9-F-4,24.0,,,
2011-05-02,15/9-F-5,24.0,,,
2011-05-03,15/9-F-12,24.0,1238.3,193134.83,3796.07
2011-05-03,15/9-F-14,24.0,1691.62,263837.75,4033.35
2011-05-03,15/9-F-4,24.0,,,
2011-05-03,15/9-F-5,24.0,,,
2011-05-04,15/9-F-12,24.0,1240.01,192836.03,3866.37
2011-05-04,15/9-F-14,24.0,1701.61,264620.5,4126.61
2011-05-04,15/9-F-4,24.0,,,
2011-05-04,15/9-F-5,24.0,,,
2011-05-05,15/9-F-12,24.0,1235.08,192287.7,3870.82
2011-05-05,15/9-F-14,24.0,1699.07,264523.49,4141.63
2011-05-05,15/9-F-4,24.0,,,
2011-05-05,15/9-F-5,24.0,,,
2011-05-06,15/9-F-12,24.0,1232.25,193510.39,3870.42
2011-05-06,15/9-F-14,24.0,1695.61,266274.33,4142.27
2011-05-06,15/9-F-4,24.0,,,
2011-05-06,15/9-F-5,24.0,,,
2011-05-07,15/9-F-12,24.0,1231.84,192563.78,3866.41
2011-05-07,15/9-F-14,24.0,1694.58,264902.07,4136.89
2011-05-07,15/9-F-4,24.0,,,
2011-05-07,15/9-F-5,24.0,,,
2011-05-08,15/9-F-12,24.0,1232.65,191841.43,3862.4
2011-05-08,15/9-F-14,24.0,1695.53,263880.55,4132.17
2011-05-08,15/9-F-4,24.0,,,
2011-05-08,15/9-F-5,24.0,,,
2011-05-09,15/9-F-12,24.0,1226.3,191679.19,3864.32
2011-05-09,15/9-F-14,24.0,1689.13,264022.18,4139.95
2011-05-09,15/9-F-4,24.0,,,
2011-05-09,15/9-F-5,24.0,,,
2011-05-10,15/9-F-12,24.0,1224.72,191699.34,3864.64
2011-05-10,15/9-F-14,24.0,1686.76,264022.34,4139.85
2011-05-10,15/9-F-4,24.0,,,
2011-05-10,15/9-F-5,24.0,,,
2011-05-11,15/9-F-12,18.04167,960.77,151039.47,3180.37
2011-05-11,15/9-F-14,23.33334,1670.64,262635.56,4301.28
2011-05-11,15/9-F-4,21.16667,,,
2011-05-11,15/9-F-5,20.83334,,,
2011-05-12,15/9-F-12,24.0,1123.47,175129.84,3663.06
2011-05-12,15/9-F-14,24.0,1712.79,266995.16,4343.52
2011-05-12,15/9-F-4,24.0,,,
2011-05-12,15/9-F-5,24.0,,,
2011-05-13,15/9-F-12,24.0,1206.18,188219.84,3923.17
2011-05-13,15/9-F-14,24.0,1650.96,257624.33,4176.51
2011-05-13,15/9-F-4,24.0,,,
2011-05-13,15/9-F-5,24.0,,,
2011-05-14,15/9-F-12,24.0,1208.96,188405.2,3935.19
2011-05-14,15/9-F-14,24.0,1650.79,257259.23,4179.27
2011-05-14,15/9-F-4,24.0,,,
2011-05-14,15/9-F-5,24.0,,,
2011-05-15,15/9-F-12,24.0,1213.77,188950.3,3937.93
2011-05-15,15/9-F-14,24.0,1649.09,256717.4,4161.33
2011-05-15,15/9-F-4,24.0,,,
2011-05-15,15/9-F-5,24.0,,,
2011-05-16,15/9-F-12,24.0,1214.14,190530.8,3932.21
2011-05-16,15/9-F-14,24.0,1650.33,258979.98,4157.13
2011-05-16,15/9-F-4,24.0,,,
2011-05-16,15/9-F-5,24.0,,,
2011-05-17,15/9-F-12,24.0,1213.4,190337.77,3936.92
2011-05-17,15/9-F-14,24.0,1648.37,258568.23,4159.7
2011-05-17,15/9-F-4,24.0,,,
2011-05-17,15/9-F-5,24.0,,,
2011-05-18,15/9-F-12,24.0,1201.85,188671.23,3825.87
2011-05-18,15/9-F-14,24.0,1647.74,258670.07,4259.34
2011-05-18,15/9-F-4,24.0,,,
2011-05-18,15/9-F-5,24.0,,,
2011-05-19,15/9-F-12,22.0,919.93,146118.53,3735.72
2011-05-19,15/9-F-14,21.91666,1312.11,208411.76,4326.77
2011-05-19,15/9-F-4,20.08334,,,
2011-05-19,15/9-F-5,20.0,,,
2011-05-20,15/9-F-12,24.0,1157.76,183793.64,3847.15
2011-05-20,15/9-F-14,24.0,1604.94,254783.83,4330.65
2011-05-20,15/9-F-4,24.0,,,
2011-05-20,15/9-F-5,24.0,,,
2011-05-21,15/9-F-12,24.0,1206.49,186355.36,3850.7
2011-05-21,15/9-F-14,24.0,1680.39,259555.03,4355.12
2011-05-21,15/9-F-4,24.0,,,
2011-05-21,15/9-F-5,23.66667,,,
2011-05-22,15/9-F-12,24.0,1204.15,187700.71,3843.59
2011-05-22,15/9-F-14,24.0,1662.47,259143.02,4309.07
2011-05-22,15/9-F-4,24.0,,,
2011-05-22,15/9-F-5,24.0,,,
2011-05-23,15/9-F-12,24.0,1227.41,192170.31,3922.36
2011-05-23,15/9-F-14,24.0,1630.07,255213.14,4114.77
2011-05-23,15/9-F-4,24.0,,,
2011-05-23,15/9-F-5,24.0,,,
2011-05-24,15/9-F-12,24.0,1236.72,190596.16,3937.72
2011-05-24,15/9-F-14,24.0,1630.7,251314.4,4101.37
2011-05-24,15/9-F-4,24.0,,,
2011-05-24,15/9-F-5,24.0,,,
2011-05-25,15/9-F-12,24.0,1238.62,190922.27,3950.79
2011-05-25,15/9-F-14,24.0,1632.56,251643.73,4113.33
2011-05-25,15/9-F-4,24.0,,,
2011-05-25,15/9-F-5,24.0,,,
2011-05-26,15/9-F-12,24.0,1231.65,191879.67,3952.45
2011-05-26,15/9-F-14,24.0,1623.82,252976.94,4116.22
2011-05-26,15/9-F-4,24.0,,,
2011-05-26,15/9-F-5,24.0,,,
2011-05-27,15/9-F-12,24.0,1230.1,191689.61,3950.7
2011-05-27,15/9-F-14,24.0,1620.58,252540.11,4111.36
2011-05-27,15/9-F-4,24.0,,,
2011-05-27,15/9-F-5,24.0,,,
2011-05-28,15/9-F-12,24.0,1229.07,191705.8,3955.03
2011-05-28,15/9-F-14,24.0,1619.0,252523.92,4115.27
2011-05-28,15/9-F-4,24.0,,,
2011-05-28,15/9-F-5,24.0,,,
2011-05-29,15/9-F-12,24.0,1215.32,187768.63,3906.66
2011-05-29,15/9-F-14,24.0,1624.05,250917.28,4123.77
2011-05-29,15/9-F-4,24.0,,,
2011-05-29,15/9-F-5,24.0,,,
2011-05-30,15/9-F-12,24.0,1210.16,186673.27,3888.3
2011-05-30,15/9-F-14,24.0,1626.74,250931.63,4128.71
2011-05-30,15/9-F-4,24.0,,,
2011-05-30,15/9-F-5,24.0,,,
2011-05-31,15/9-F-12,24.0,1208.28,186390.72,3895.22
2011-05-31,15/9-F-14,24.0,1622.87,250343.89,4132.62
2011-05-31,15/9-F-4,24.0,,,
2011-05-31,15/9-F-5,24.0,,,
2011-06-01,15/9-F-12,24.0,1206.93,186315.89,3887.24
2011-06-01,15/9-F-14,24.0,1631.52,251862.37,4150.83
2011-06-01,15/9-F-4,24.0,,,
2011-06-01,15/9-F-5,24.0,,,
2011-06-02,15/9-F-12,19.59167,876.72,134848.31,2262.95
2011-06-02,15/9-F-14,21.5,1359.53,209110.51,2771.94
2011-06-02,15/9-F-4,18.41667,,,
2011-06-02,15/9-F-5,17.83334,,,
2011-06-03,15/9-F-12,24.0,1098.45,172444.67,3844.76
2011-06-03,15/9-F-14,24.0,1547.21,242896.83,4277.82
2011-06-03,15/9-F-4,24.0,,,
2011-06-03,15/9-F-5,24.0,,,
2011-06-04,15/9-F-12,24.0,1143.66,179502.76,3934.39
2011-06-04,15/9-F-14,24.0,1577.17,247544.6,4285.88
2011-06-04,15/9-F-4,24.0,,,
2011-06-04,15/9-F-5,24.0,,,
2011-06-05,15/9-F-12,24.0,1151.85,180305.89,3942.74
2011-06-05,15/9-F-14,24.0,1588.29,248624.44,4294.51
2011-06-05,15/9-F-4,24.0,,,
2011-06-05,15/9-F-5,24.0,,,
2011-06-06,15/9-F-12,24.0,1133.9,177436.23,3946.26
2011-06-06,15/9-F-14,24.0,1617.42,253098.31,4292.59
2011-06-06,15/9-F-4,24.0,,,
2011-06-06,15/9-F-5,24.0,,,
2011-06-07,15/9-F-12,24.0,1133.95,177254.81,3944.19
2011-06-07,15/9-F-14,24.0,1615.64,252550.17,4285.43
2011-06-07,15/9-F-4,24.0,,,
2011-06-07,15/9-F-5,24.0,,,
2011-06-08,15/9-F-12,24.0,1130.01,177074.52,3921.88
2011-06-08,15/9-F-14,24.0,1608.44,252044.36,4257.0
2011-06-08,15/9-F-4,24.0,,,
2011-06-08,15/9-F-5,24.0,,,
2011-06-09,15/9-F-12,24.0,1134.3,177256.02,3922.99
2011-06-09,15/9-F-14,24.0,1614.41,252281.34,4257.83
2011-06-09,15/9-F-4,24.0,,,
2011-06-09,15/9-F-5,24.0,,,
2011-06-10,15/9-F-12,24.0,1135.13,177120.5,3932.95
2011-06-10,15/9-F-14,24.0,1615.37,252053.78,4268.05
2011-06-10,15/9-F-4,24.0,,,
2011-06-10,15/9-F-5,24.0,,,
2011-06-11,15/9-F-12,24.0,1135.73,177547.92,3934.19
2011-06-11,15/9-F-14,24.0,1616.16,252651.35,4269.21
2011-06-11,15/9-F-4,24.0,,,
2011-06-11,15/9-F-5,24.0,,,
2011-06-12,15/9-F-12,24.0,1142.12,177435.06,3924.87
2011-06-12,15/9-F-14,24.0,1625.51,252531.85,4259.8
2011-06-12,15/9-F-4,24.0,,,
2011-06-12,15/9-F-5,24.0,,,
2011-06-13,15/9-F-12,24.0,1145.26,177575.05,3924.66
2011-06-13,15/9-F-14,24.0,1630.18,252764.28,4260.12
2011-06-13,15/9-F-4,24.0,,,
2011-06-13,15/9-F-5,24.0,,,
2011-06-14,15/9-F-12,24.0,1145.14,178103.42,3925.75
2011-06-14,15/9-F-14,24.0,1621.78,252235.91,4239.79
2011-06-14,15/9-F-4,24.0,,,
2011-06-14,15/9-F-5,24.0,,,
2011-06-15,15/9-F-12,24.0,1143.47,177668.55,3925.64
2011-06-15,15/9-F-14,24.0,1616.63,251188.39,4232.4
2011-06-15,15/9-F-4,24.0,,,
2011-06-15,15/9-F-5,24.0,,,
2011-06-16,15/9-F-12,24.0,1106.61,170219.36,3862.21
2011-06-16,15/9-F-14,24.0,1564.69,240681.17,4164.44
2011-06-16,15/9-F-4,24.0,,,
2011-06-16,15/9-F-5,24.0,,,
2011-06-17,15/9-F-12,24.0,1119.28,173460.55,3960.04
2011-06-17,15/9-F-14,24.0,1582.42,245234.01,4269.39
2011-06-17,15/9-F-4,21.83333,,,
2011-06-17,15/9-F-5,24.0,,,
2011-06-18,15/9-F-12,24.0,1144.13,178837.19,3932.16
2011-06-18,15/9-F-14,24.0,1617.29,252795.39,4238.67
2011-06-18,15/9-F-4,0.0,,,
2011-06-18,15/9-F-5,24.0,,,
2011-06-19,15/9-F-12,24.0,1143.76,178595.46,3940.34
2011-06-19,15/9-F-14,24.0,1616.68,252440.38,4247.26
2011-06-19,15/9-F-4,24.0,,,
2011-06-19,15/9-F-5,24.0,,,
2011-06-20,15/9-F-12,11.675,655.66,83023.61,1693.23
2011-06-20,15/9-F-14,11.675,928.17,121322.71,1935.81
2011-06-20,15/9-F-4,11.84167,,,
2011-06-20,15/9-F-5,11.84167,,,
2011-06-21,15/9-F-4,0.0,,,
2011-06-21,15/9-F-5,0.0,,,
2011-06-22,15/9-F-4,0.0,,,
2011-06-22,15/9-F-5,0.0,,,
2011-06-23,15/9-F-4,0.0,,,
2011-06-23,15/9-F-5,0.0,,,
2011-06-24,15/9-F-12,0.0,0.0,0.0,0.0
2011-06-24,15/9-F-14,0.0,0.0,0.0,0.0
2011-06-24,15/9-F-4,0.0,,,
2011-06-24,15/9-F-5,0.0,,,
2011-06-25,15/9-F-4,0.0,,,
2011-06-25,15/9-F-5,0.0,,,
2011-06-26,15/9-F-4,0.0,,,
2011-06-26,15/9-F-5,0.0,,,
2011-06-27,15/9-F-4,0.0,,,
2011-06-27,15/9-F-5,0.0,,,
2011-06-28,15/9-F-12,0.0,0.0,0.0,0.0
2011-06-28,15/9-F-14,0.0,0.0,0.0,0.0
2011-06-28,15/9-F-4,0.0,,,
2011-06-28,15/9-F-5,0.0,,,
2011-06-29,15/9-F-4,0.0,,,
2011-06-29,15/9-F-5,0.0,,,
2011-06-30,15/9-F-4,0.0,,,
2011-06-30,15/9-F-5,0.0,,,
2011-07-01,15/9-F-12,24.0,910.35,137024.92,3067.48
2011-07-01,15/9-F-14,24.0,1344.49,208900.3,3658.72
2011-07-01,15/9-F-4,22.825,,,
2011-07-01,15/9-F-5,21.15833,,,
2011-07-02,15/9-F-12,7.675,397.67,53326.97,1087.45
2011-07-02,15/9-F-14,7.675,545.72,75539.21,1205.15
2011-07-02,15/9-F-4,7.59167,,,
2011-07-02,15/9-F-5,7.50834,,,
2011-07-03,15/9-F-12,8.8,263.17,50445.45,930.82
2011-07-03,15/9-F-14,8.49166,400.99,79342.66,1145.41
2011-07-03,15/9-F-4,6.5,,,
2011-07-03,15/9-F-5,6.5,,,
2011-07-04,15/9-F-12,8.84167,472.21,66421.96,1281.94
2011-07-04,15/9-F-14,8.84167,645.93,93788.53,1416.16
2011-07-04,15/9-F-4,8.675,,,
2011-07-04,15/9-F-5,8.84167,,,
2011-07-05,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-05,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-05,15/9-F-4,0.0,,,
2011-07-05,15/9-F-5,0.0,,,
2011-07-06,15/9-F-4,0.0,,,
2011-07-06,15/9-F-5,0.0,,,
2011-07-07,15/9-F-12,4.24167,187.54,31708.56,604.5
2011-07-07,15/9-F-14,8.15833,513.96,89700.6,1337.89
2011-07-07,15/9-F-4,6.325,,,
2011-07-07,15/9-F-5,5.99166,,,
2011-07-08,15/9-F-12,16.175,922.03,133249.47,2399.21
2011-07-08,15/9-F-14,16.175,1263.32,188460.62,2654.79
2011-07-08,15/9-F-4,16.25833,,,
2011-07-08,15/9-F-5,16.25833,,,
2011-07-09,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-09,15/9-F-14,1.575,19.48,6610.68,163.65
2011-07-09,15/9-F-4,1.15833,,,
2011-07-09,15/9-F-5,1.15833,,,
2011-07-10,15/9-F-12,23.0,786.96,119194.39,2349.53
2011-07-10,15/9-F-14,23.0,1831.94,286417.43,4417.06
2011-07-10,15/9-F-4,21.66667,,,
2011-07-10,15/9-F-5,21.33333,,,
2011-07-11,15/9-F-12,18.00834,1079.82,151479.98,2761.99
2011-07-11,15/9-F-14,18.00834,1508.01,218369.72,3115.07
2011-07-11,15/9-F-4,17.84167,,,
2011-07-11,15/9-F-5,17.84167,,,
2011-07-12,15/9-F-4,0.0,,,
2011-07-12,15/9-F-5,0.0,,,
2011-07-13,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-13,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-13,15/9-F-4,0.0,,,
2011-07-13,15/9-F-5,0.0,,,
2011-07-14,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-14,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-14,15/9-F-4,0.0,,,
2011-07-14,15/9-F-5,0.0,,,
2011-07-15,15/9-F-12,3.08,109.44,10061.56,170.53
2011-07-15,15/9-F-14,2.99166,141.26,13405.71,177.76
2011-07-15,15/9-F-4,1.825,,,
2011-07-15,15/9-F-5,1.825,,,
2011-07-16,15/9-F-12,11.175,546.8,84030.36,1515.88
2011-07-16,15/9-F-14,11.175,815.04,129292.06,1824.77
2011-07-16,15/9-F-4,11.175,,,
2011-07-16,15/9-F-5,11.175,,,
2011-07-17,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-17,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-17,15/9-F-4,0.0,,,
2011-07-17,15/9-F-5,0.0,,,
2011-07-18,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-18,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-18,15/9-F-4,0.0,,,
2011-07-18,15/9-F-5,0.0,,,
2011-07-19,15/9-F-4,1.33334,,,
2011-07-19,15/9-F-5,0.83334,,,
2011-07-20,15/9-F-12,21.0,1207.41,178763.13,2856.94
2011-07-20,15/9-F-14,21.49166,1791.46,273791.52,3423.35
2011-07-20,15/9-F-4,22.24166,,,
2011-07-20,15/9-F-5,20.325,,,
2011-07-21,15/9-F-12,24.0,1346.9,199534.87,3199.14
2011-07-21,15/9-F-14,24.0,2197.54,336051.8,4215.31
2011-07-21,15/9-F-4,24.0,,,
2011-07-21,15/9-F-5,24.0,,,
2011-07-22,15/9-F-12,6.84167,401.81,53684.06,829.65
2011-07-22,15/9-F-14,7.00834,697.53,96200.72,1163.16
2011-07-22,15/9-F-4,7.34167,,,
2011-07-22,15/9-F-5,7.34167,,,
2011-07-23,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-23,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-23,15/9-F-4,0.0,,,
2011-07-23,15/9-F-5,0.0,,,
2011-07-24,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-24,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-24,15/9-F-4,0.0,,,
2011-07-24,15/9-F-5,0.0,,,
2011-07-25,15/9-F-12,17.4,923.98,137065.35,2282.4
2011-07-25,15/9-F-14,17.74167,1417.3,217027.56,2827.39
2011-07-25,15/9-F-4,17.325,,,
2011-07-25,15/9-F-5,17.325,,,
2011-07-26,15/9-F-12,20.675,1197.22,169123.1,2636.66
2011-07-26,15/9-F-14,20.84167,1989.87,290164.24,3539.19
2011-07-26,15/9-F-4,20.50834,,,
2011-07-26,15/9-F-5,20.50834,,,
2011-07-27,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-27,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-27,15/9-F-4,0.0,,,
2011-07-27,15/9-F-5,0.0,,,
2011-07-28,15/9-F-12,4.325,231.02,34161.5,602.92
2011-07-28,15/9-F-14,6.99166,580.82,88657.78,1224.2
2011-07-28,15/9-F-4,7.49166,,,
2011-07-28,15/9-F-5,6.74167,,,
2011-07-29,15/9-F-12,24.0,1363.79,201579.64,3110.21
2011-07-29,15/9-F-14,24.0,2240.52,341849.76,4126.53
2011-07-29,15/9-F-4,24.0,,,
2011-07-29,15/9-F-5,24.0,,,
2011-07-30,15/9-F-12,2.00834,114.3,12896.08,200.26
2011-07-30,15/9-F-14,2.34167,266.13,30995.03,376.57
2011-07-30,15/9-F-4,2.00834,,,
2011-07-30,15/9-F-5,1.84167,,,
2011-07-31,15/9-F-12,0.0,0.0,0.0,0.0
2011-07-31,15/9-F-14,0.0,0.0,0.0,0.0
2011-07-31,15/9-F-4,0.0,,,
2011-07-31,15/9-F-5,0.0,,,
2011-08-01,15/9-F-12,0.0,0.0,0.0,0.0
2011-08-01,15/9-F-14,0.0,0.0,0.0,0.0
2011-08-01,15/9-F-4,0.0,,,
2011-08-01,15/9-F-5,0.0,,,
